SRA_run_accession,ZfPV,zpico,zpoxv
SRR8106641,UND,UND,UND
SRR11427348,UND,UND,UND
SRR15347706,UND,UND,UND
SRR10127649,UND,UND,UND
ERR594434,UND,UND,UND
SRR1872379,UND,UND,UND
ERR1621347,UND,UND,UND
SRR10151602,UND,UND,UND
SRR5921083,UND,Low,UND
SRR11427466,UND,UND,UND
ERR1374444,UND,UND,UND
SRR6468765,UND,UND,UND
SRR6469509,UND,UND,UND
SRR22044641,Medium,High,High
ERR1373530,UND,UND,UND
ERR1730599,UND,UND,UND
SRR8106636,UND,UND,UND
SRR6469708,UND,UND,UND
ERR1730530,High,UND,UND
SRR12037335,UND,UND,UND
SRR9207162,UND,UND,UND
ERR1124554,UND,UND,UND
ERR1215523,UND,UND,UND
ERR1216939,UND,UND,UND
SRR8106531,UND,UND,UND
SRR11777184,UND,UND,UND
SRR15606833,UND,UND,UND
ERR3011944,UND,UND,UND
SRR9735182,UND,UND,UND
SRR6655137,UND,UND,UND
ERR1888468,UND,UND,UND
SRR15813438,UND,UND,UND
ERR1888955,UND,UND,UND
SRR8883785,UND,UND,UND
SRR19661801,UND,UND,UND
SRR15831084,UND,UND,UND
SRR12492970,UND,UND,UND
ERR999451,UND,UND,UND
ERR959162,UND,UND,UND
ERR871366,UND,UND,UND
ERR596607,UND,UND,UND
SRR1872692,UND,UND,UND
SRR6289819,UND,UND,UND
ERR1821718,UND,UND,UND
ERR1218480,UND,UND,UND
SRR2750993,UND,UND,UND
ERR1821977,UND,UND,UND
SRR8959884,UND,UND,UND
ERR689846,UND,UND,UND
SRR10117535,UND,UND,UND
SRR7813743,UND,UND,UND
ERR202502,High,UND,UND
ERR1373663,UND,UND,UND
ERR960842,UND,UND,UND
ERR1730685,UND,UND,UND
SRR11302536,UND,UND,UND
ERR960333,UND,UND,UND
ERR1858012,UND,UND,UND
ERR1427052,UND,UND,UND
SRR2750984,UND,UND,UND
ERR718647,UND,UND,UND
SRR8928734,UND,UND,UND
SRR8298685,UND,High,UND
SRR11302987,UND,UND,UND
SRR2089840,UND,UND,UND
ERR960215,UND,UND,UND
ERR1888275,UND,UND,UND
SRR1062242,UND,UND,UND
ERR1415046,UND,UND,UND
SRR17400082,UND,UND,UND
SRR12998955,UND,UND,UND
SRR7535417,UND,UND,UND
ERR1407544,UND,UND,UND
SRR15712664,UND,High,UND
SRR5934162,UND,UND,UND
ERR958872,UND,UND,UND
SRR8945521,UND,UND,UND
ERR1218364,UND,UND,UND
SRR8928920,UND,UND,UND
ERR1757429,UND,UND,UND
SRR8749825,UND,UND,UND
SRR6129539,UND,UND,UND
SRR6250130,UND,UND,UND
ERR1621444,UND,UND,UND
SRR17547529,UND,UND,UND
SRR10550577,UND,UND,UND
SRR13450055,UND,Low,UND
ERR780128,UND,UND,UND
SRR9320539,UND,UND,UND
SRR7905382,UND,UND,UND
SRR6468914,UND,UND,UND
ERR999434,UND,UND,UND
ERR960810,UND,UND,UND
SRR1821793,UND,UND,UND
ERR871428,UND,UND,UND
ERR1407678,UND,UND,UND
ERR1621670,UND,UND,UND
SRR18687240,UND,UND,UND
SRR12876842,Medium,Medium,Medium
SRR9077093,UND,UND,UND
SRR12194853,UND,UND,UND
SRR14233944,UND,Low,UND
SRR1872226,UND,UND,UND
ERR960825,UND,UND,UND
SRR5809464,UND,UND,UND
ERR963175,UND,UND,UND
SRR17547552,UND,UND,UND
SRR5893139,UND,UND,UND
SRR12194920,UND,UND,UND
SRR6469656,UND,UND,UND
SRR6032094,UND,UND,UND
ERR1857808,UND,UND,UND
ERR1858121,UND,UND,UND
ERR1621664,UND,UND,UND
SRR1062392,UND,UND,UND
ERR853522,UND,UND,UND
ERR1125036,UND,UND,UND
SRR11926676,UND,UND,UND
ERR1216341,UND,UND,UND
ERR232317,UND,UND,UND
ERR1621407,UND,UND,UND
SRR7410413,UND,UND,UND
SRR7299193,UND,UND,UND
SRR11303122,UND,UND,UND
SRR11039811,UND,UND,UND
SRR10974035,UND,UND,UND
ERR1730669,UND,UND,UND
SRR18042686,UND,UND,UND
SRR8944754,Low,High,UND
ERR1757597,UND,UND,UND
SRR6250135,UND,UND,UND
SRR13381153,UND,UND,UND
ERR1891748,UND,UND,UND
SRR16298926,UND,UND,UND
SRR12194925,UND,UND,UND
ERR1821536,UND,UND,UND
SRR6020315,UND,UND,UND
SRR15831121,UND,UND,UND
SRR2013982,UND,UND,Low
ERR1621508,UND,UND,UND
SRR8811923,UND,UND,UND
ERR871504,UND,UND,UND
SRR9058960,UND,UND,UND
SRR959309,UND,UND,UND
ERR3838728,UND,UND,UND
ERR960576,UND,UND,UND
SRR4241540,UND,UND,UND
ERR959288,UND,UND,UND
SRR12661551,UND,UND,UND
ERR1889095,UND,UND,UND
ERR1757401,UND,UND,UND
ERR1373504,UND,UND,UND
ERR999275,UND,UND,UND
ERR962934,UND,UND,UND
SRR5810863,UND,UND,UND
SRR14993682,UND,UND,UND
SRR11214432,UND,UND,UND
SRR2835263,UND,UND,UND
SRR13724932,UND,UND,UND
SRR1872529,UND,UND,UND
SRR11186415,UND,UND,UND
SRR8936996,Low,UND,UND
ERR1888368,UND,UND,UND
ERR1427334,UND,UND,UND
ERR960160,UND,UND,UND
SRR8305628,UND,UND,UND
SRR11519053,UND,UND,UND
ERR959809,UND,UND,UND
ERR999295,UND,UND,UND
SRR3932195,UND,UND,UND
SRR6250178,UND,UND,UND
ERR1204438,UND,UND,UND
SRR7888757,Medium,UND,UND
SRR8106715,UND,UND,UND
SRR10151667,UND,UND,UND
ERR1107982,UND,UND,UND
SRR10136115,UND,UND,UND
ERR517996,UND,UND,UND
ERR780145,UND,UND,UND
SRR2020632,UND,UND,UND
SRR14326891,UND,UND,UND
SRR12661612,UND,UND,UND
ERR1621389,UND,UND,UND
ERR1215899,UND,UND,UND
ERR716855,UND,UND,UND
ERR3446735,UND,UND,UND
ERR958782,UND,UND,UND
ERR697949,UND,UND,UND
SRR17239188,UND,UND,UND
ERR1069096,UND,UND,UND
SRR7751617,UND,UND,UND
SRR1872487,UND,UND,UND
SRR12492965,UND,UND,UND
ERR960876,UND,UND,UND
ERR1889404,UND,UND,UND
SRR11140708,UND,UND,UND
SRR6468897,UND,UND,UND
ERR1374627,UND,UND,UND
ERR1374547,UND,UND,UND
ERR1730672,High,UND,UND
ERR959383,UND,UND,UND
SRR13979042,UND,UND,UND
ERR959539,UND,UND,UND
ERR863493,UND,UND,UND
SRR6654341,UND,UND,UND
SRR6468803,UND,UND,UND
SRR6654931,UND,UND,UND
SRR870857,UND,UND,UND
SRR10151954,UND,UND,UND
SRR8383312,UND,UND,UND
ERR871466,UND,UND,UND
SRR18927005,UND,UND,UND
ERR659960,UND,UND,UND
SRR16674683,UND,UND,UND
SRR1872918,UND,UND,UND
SRR10151994,UND,UND,UND
ERR271388,UND,UND,UND
SRR13646803,UND,UND,UND
ERR659956,UND,UND,UND
SRR4240532,UND,UND,UND
SRR7535430,UND,UND,UND
ERR525351,UND,UND,UND
SRR12194937,UND,UND,UND
ERR959873,UND,UND,UND
SRR489482,UND,UND,UND
SRR11874785,UND,UND,UND
SRR8133155,UND,UND,UND
ERR718574,UND,UND,UND
ERR689816,UND,UND,UND
SRR11427407,UND,UND,UND
ERR4910327,UND,UND,UND
ERR1889102,UND,UND,UND
SRR9198878,UND,UND,UND
SRR22420222,UND,UND,UND
SRR398322,UND,UND,UND
ERR1124838,UND,UND,UND
ERR1108546,UND,UND,UND
ERR959127,UND,UND,UND
SRR14915978,UND,UND,UND
ERR2723800,UND,UND,UND
SRR1062247,UND,UND,UND
ERR1215585,UND,UND,UND
ERR525328,UND,UND,UND
ERR959302,UND,UND,UND
ERR1099467,UND,UND,UND
SRR3018756,UND,UND,UND
SRR6469582,UND,UND,UND
ERR1821685,UND,UND,UND
SRR10151762,UND,UND,UND
ERR1374805,UND,UND,UND
ERR1888420,UND,UND,UND
ERR667583,UND,UND,UND
SRR16784089,UND,High,UND
SRR1872295,UND,UND,UND
ERR1427156,UND,UND,UND
SRR6250306,UND,UND,UND
ERR1891743,UND,UND,UND
ERR1594695,High,UND,UND
SRR15662006,UND,UND,UND
SRR2087780,UND,UND,UND
ERR959750,UND,UND,UND
ERR998146,UND,UND,UND
ERR1216105,UND,UND,UND
SRR5163092,UND,UND,UND
ERR1692610,UND,UND,UND
ERR959478,UND,UND,UND
ERR1442760,UND,UND,UND
SRR10887517,UND,UND,UND
ERR697909,UND,UND,UND
ERR1396906,UND,UND,UND
ERR1252139,UND,UND,UND
ERR590718,UND,UND,UND
ERR959245,UND,UND,UND
SRR7154540,UND,UND,UND
ERR2154693,UND,UND,UND
SRR22254568,UND,High,UND
SRR6654697,UND,UND,UND
SRR4375097,UND,UND,UND
SRR12661901,UND,UND,UND
SRR10151709,UND,UND,UND
SRR16905286,UND,UND,UND
SRR10951081,High,UND,UND
SRR6908648,UND,UND,UND
ERR340669,UND,UND,UND
ERR1821843,UND,UND,UND
SRR19178790,UND,UND,UND
SRR10126048,UND,UND,UND
ERR2723286,UND,UND,UND
SRR12194918,UND,UND,UND
SRR11303070,UND,UND,UND
ERR1216566,UND,UND,UND
SRR1872549,UND,UND,UND
SRR11302786,UND,UND,UND
SRR11302476,UND,UND,UND
ERR1216590,UND,UND,UND
SRR1872714,UND,UND,UND
ERR999534,UND,UND,UND
SRR13565157,UND,UND,UND
ERR659855,UND,UND,UND
ERR1427241,UND,UND,UND
ERR780042,UND,UND,UND
ERR963120,UND,UND,UND
ERR1125051,UND,UND,UND
SRR8106590,UND,UND,UND
ERR1416043,UND,UND,UND
SRR1062736,UND,UND,UND
SRR17547534,UND,UND,UND
SRR7789560,UND,UND,UND
ERR959473,UND,UND,UND
ERR2723168,UND,UND,UND
ERR1730730,UND,UND,UND
SRR8591740,UND,UND,UND
ERR2154747,UND,UND,UND
SRR11033797,UND,UND,UND
SRR18042683,UND,UND,UND
ERR926030,UND,UND,UND
ERR2723839,UND,UND,UND
ERR1757700,UND,UND,UND
SRR12194947,UND,UND,UND
ERR1216102,UND,UND,UND
SRR1872878,UND,UND,UND
SRR5520647,UND,UND,UND
SRR8883743,UND,UND,UND
SRR8787598,UND,UND,UND
ERR1816506,UND,UND,UND
SRR8305644,UND,UND,UND
SRR13181533,UND,UND,UND
SRR5921074,Low,UND,Low
ERR1821633,UND,UND,UND
SRR5341535,Medium,UND,UND
SRR5382047,UND,UND,UND
ERR2723215,UND,UND,UND
SRR8883760,UND,UND,UND
SRR1871985,UND,UND,UND
SRR9886609,UND,UND,UND
ERR871545,UND,UND,UND
SRR17714676,High,UND,UND
SRR4469350,UND,UND,Medium
SRR3953258,UND,UND,UND
ERR1374379,UND,UND,UND
SRR12658670,UND,UND,UND
SRR3166944,UND,UND,UND
ERR1216671,UND,UND,UND
SRR3381862,UND,UND,High
ERR1216166,UND,UND,UND
ERR960573,UND,UND,UND
ERR1408786,UND,UND,UND
ERR1730784,UND,UND,UND
ERR5961091,UND,UND,UND
SRR11186469,UND,UND,UND
ERR960582,UND,UND,UND
ERR2723424,UND,UND,UND
ERR1374493,UND,UND,UND
ERR1069065,UND,UND,UND
ERR1620516,UND,UND,UND
ERR1124547,UND,UND,UND
ERR853667,UND,UND,UND
ERR1374297,UND,UND,UND
ERR871305,UND,UND,UND
ERR659998,UND,UND,UND
ERR697855,UND,UND,UND
SRR12005389,UND,UND,UND
SRR870921,UND,UND,UND
SRR6654773,UND,UND,UND
SRR9207199,UND,UND,UND
SRR11080796,UND,UND,UND
ERR1396986,UND,UND,UND
SRR11090033,UND,UND,UND
ERR1730506,UND,UND,UND
SRR18049405,UND,UND,UND
ERR1099434,UND,UND,UND
SRR14217648,UND,UND,UND
SRR22805214,UND,UND,UND
SRR7410379,UND,UND,UND
ERR4568381,UND,UND,UND
SRR6250164,UND,UND,UND
ERR667541,UND,UND,UND
SRR10070715,UND,UND,UND
SRR10070695,UND,UND,UND
SRR11777179,UND,UND,UND
SRR1040798,Low,UND,UND
SRR3083693,UND,UND,UND
ERR1416165,UND,UND,UND
SRR6250245,UND,UND,UND
SRR1062280,UND,UND,UND
SRR6469366,UND,UND,UND
ERR1889813,UND,UND,UND
SRR9906843,UND,UND,UND
ERR1414986,UND,UND,UND
SRR10151689,UND,UND,UND
SRR1872099,UND,UND,UND
SRR11427427,UND,UND,UND
SRR1205164,UND,UND,UND
ERR962951,UND,UND,UND
ERR853734,UND,UND,UND
SRR16195504,UND,UND,UND
SRR6654328,UND,UND,UND
ERR1216937,UND,UND,UND
SRR12194816,UND,UND,UND
SRR1872868,UND,UND,UND
SRR5809472,UND,UND,UND
ERR1374120,UND,UND,UND
SRR12774403,UND,UND,UND
SRR8286596,UND,UND,UND
SRR11293496,High,UND,UND
SRR12658660,High,UND,Medium
SRR13979093,UND,UND,UND
ERR1415018,UND,UND,UND
SRR12283716,UND,UND,UND
SRR13938358,UND,UND,UND
SRR9198927,UND,UND,UND
ERR1204633,UND,UND,UND
SRR14428573,UND,UND,UND
SRR9277359,UND,UND,UND
SRR3355805,UND,UND,UND
SRR4199307,UND,UND,UND
ERR1892087,UND,UND,UND
SRR1872093,UND,UND,UND
SRR3371417,UND,UND,UND
ERR963192,UND,UND,UND
ERR853700,UND,UND,UND
ERR1107965,UND,UND,UND
ERR958871,UND,UND,UND
SRR7299196,UND,UND,UND
ERR1888389,UND,UND,UND
ERR1122753,UND,UND,UND
ERR1475741,UND,UND,UND
ERR1888850,UND,UND,UND
ERR2154756,UND,UND,UND
ERR716902,UND,UND,UND
ERR1252127,UND,UND,UND
ERR1108010,UND,UND,UND
DRR051064,UND,Low,UND
ERR1374365,UND,UND,UND
SRR12037381,UND,UND,UND
SRR1531462,UND,UND,UND
SRR3231260,UND,UND,UND
SRR8883869,UND,UND,UND
SRR11243179,UND,UND,UND
SRR8417668,UND,UND,UND
ERR1620540,UND,UND,UND
SRR5163093,UND,UND,UND
ERR590777,UND,UND,UND
SRR6661156,UND,UND,UND
SRR065197,UND,UND,UND
SRR17235493,UND,UND,UND
SRR6268041,UND,UND,UND
SRR22825758,UND,UND,UND
SRR5342775,UND,Medium,UND
ERR1108132,UND,UND,UND
ERR1821508,UND,UND,UND
ERR1692445,UND,UND,UND
ERR1374234,UND,UND,UND
SRR8456907,Low,UND,UND
SRR13234609,UND,UND,UND
ERR1216131,UND,UND,UND
SRR7419879,UND,UND,UND
ERR1215996,UND,UND,UND
ERR1251990,UND,UND,UND
ERR1124467,UND,UND,UND
SRR7947905,Low,UND,UND
SRR1265737,UND,UND,UND
ERR999320,UND,UND,UND
ERR1069093,UND,UND,UND
SRR3420341,UND,UND,UND
SRR7268941,UND,UND,UND
SRR18290761,UND,UND,UND
SRR11303178,UND,UND,UND
SRR9674336,UND,UND,UND
SRR14813038,UND,High,UND
ERR1891737,UND,UND,UND
ERR1215602,UND,UND,UND
SRR870790,UND,UND,UND
ERR871518,UND,UND,UND
SRR3932187,UND,UND,UND
SRR4369388,High,UND,UND
SRR1872920,UND,UND,UND
ERR1730541,UND,UND,UND
ERR1888191,UND,UND,UND
SRR12661886,UND,UND,UND
SRR6469189,UND,UND,UND
SRR7041787,UND,UND,UND
SRR16299066,UND,UND,UND
SRR11302797,UND,UND,UND
SRR5507582,UND,UND,UND
ERR925783,UND,UND,UND
ERR1218324,UND,UND,UND
SRR5338227,UND,UND,UND
SRR15646741,UND,UND,UND
SRR10753252,UND,UND,UND
SRR6250300,UND,UND,UND
ERR1204298,UND,UND,UND
SRR4330939,UND,UND,UND
SRR6654894,UND,UND,UND
SRR6268109,UND,UND,UND
SRR6655292,UND,UND,UND
ERR2154818,UND,UND,UND
ERR737767,UND,UND,UND
SRR11305415,UND,UND,Medium
SRR19638157,UND,UND,UND
SRR17642812,UND,UND,UND
SRR10126272,UND,UND,UND
SRR2735236,UND,UND,UND
SRR6469732,UND,UND,UND
ERR7720660,UND,UND,UND
SRR1062397,UND,UND,UND
ERR698000,UND,UND,UND
ERR1046068,UND,UND,UND
SRR6469459,UND,UND,UND
SRR7063571,UND,UND,UND
ERR1204355,UND,UND,UND
SRR9707990,UND,UND,UND
SRR6249947,UND,UND,UND
ERR960868,UND,UND,UND
ERR1888185,UND,UND,UND
SRR3420375,UND,UND,UND
SRR11302932,UND,UND,UND
ERR667411,UND,UND,UND
SRR12037401,UND,UND,UND
SRR9198970,UND,UND,UND
ERR1216413,UND,UND,UND
SRR1062561,UND,UND,UND
SRR998886,UND,UND,UND
ERR960219,UND,UND,UND
SRR10038915,UND,UND,UND
ERR1621621,UND,UND,UND
SRR11926624,Medium,UND,UND
ERR926025,UND,UND,UND
SRR6250121,UND,UND,UND
ERR1216654,UND,UND,UND
SRR12037455,UND,UND,UND
SRR9325686,UND,UND,UND
SRR6469429,UND,UND,UND
ERR2154792,UND,UND,UND
ERR1888698,UND,UND,UND
ERR273879,UND,UND,UND
SRR1555554,UND,UND,UND
SRR11303243,UND,UND,UND
ERR1215822,UND,UND,UND
ERR1858100,UND,UND,UND
ERR1888717,UND,UND,UND
ERR2983451,UND,UND,UND
ERR2723356,UND,UND,UND
ERR1374233,UND,UND,UND
SRR11801332,UND,UND,UND
ERR959765,UND,UND,UND
SRR6250029,UND,UND,UND
SRR16784090,UND,Medium,UND
ERR2723133,UND,UND,UND
ERR755681,UND,UND,UND
SRR11578956,UND,UND,UND
ERR1374839,UND,UND,UND
SRR12055987,UND,UND,UND
ERR999224,UND,UND,UND
ERR853739,UND,UND,UND
SRR8054403,UND,UND,UND
SRR9336406,UND,Medium,UND
SRR1062692,UND,UND,UND
SRR6246049,UND,UND,UND
SRR12083051,UND,UND,UND
SRR9674327,UND,UND,UND
ERR145653,UND,UND,UND
ERR959001,UND,UND,UND
SRR11610423,UND,Medium,UND
SRR7235535,UND,UND,UND
ERR1124782,UND,UND,UND
SRR13015645,UND,UND,UND
SRR1872897,UND,UND,UND
ERR959707,UND,UND,UND
ERR1373789,UND,UND,UND
SRR1791572,UND,Low,UND
SRR16676623,UND,Medium,UND
SRR17218094,UND,UND,UND
ERR853588,UND,UND,UND
SRR3083705,UND,UND,UND
DRR224548,UND,UND,UND
ERR590775,UND,UND,UND
SRR6054093,UND,UND,UND
SRR9692019,UND,UND,Medium
SRR8383288,UND,UND,UND
SRR1872120,UND,UND,UND
ERR1427202,UND,UND,UND
ERR1757564,High,UND,UND
ERR659975,UND,UND,UND
SRR1871865,UND,UND,UND
SRR9198845,UND,UND,UND
SRR7662022,UND,UND,UND
ERR7132866,UND,UND,UND
ERR492347,UND,UND,UND
SRR6469093,UND,UND,UND
SRR17745571,UND,UND,UND
ERR2723086,UND,UND,UND
ERR1889324,UND,UND,UND
SRR7749222,UND,UND,UND
SRR16298966,UND,UND,UND
SRR10070698,UND,UND,UND
SRR6469184,UND,UND,UND
SRR6760982,UND,UND,UND
SRR7268931,UND,UND,UND
SRR8377252,UND,UND,UND
ERR960451,UND,UND,UND
ERR1821814,UND,UND,UND
SRR1554473,UND,UND,UND
ERR1821817,UND,UND,UND
ERR1706526,Medium,UND,UND
SRR6654707,UND,UND,UND
SRR4423746,UND,UND,UND
ERR1395915,UND,UND,UND
ERR1888932,UND,UND,UND
SRR6654521,UND,UND,UND
SRR6654824,UND,UND,UND
SRR1871955,UND,UND,UND
SRR1062792,UND,UND,UND
ERR960293,UND,UND,UND
SRR1062315,UND,UND,UND
SRR499871,UND,UND,UND
ERR1218307,UND,UND,UND
ERR217291,UND,UND,UND
SRR9692021,UND,UND,UND
SRR3098581,UND,UND,UND
ERR1442774,UND,UND,UND
SRR9198838,UND,UND,UND
ERR716866,UND,UND,UND
SRR12194924,UND,UND,UND
SRR6469132,UND,UND,UND
SRR11427398,UND,UND,UND
SRR21034909,UND,UND,UND
SRR12194978,UND,UND,UND
SRR13076836,UND,UND,UND
ERR1427408,UND,UND,UND
SRR3420420,UND,UND,UND
SRR20283702,UND,UND,UND
SRR11302515,UND,UND,UND
SRR11926682,UND,UND,UND
ERR998291,UND,UND,UND
SRR14813042,UND,High,UND
ERR659946,UND,UND,UND
SRR12661527,UND,UND,UND
SRR11302407,UND,UND,UND
ERR1108020,UND,UND,UND
SRR10070613,UND,UND,UND
ERR1857859,UND,UND,UND
ERR1888748,UND,UND,UND
ERR1415076,UND,UND,UND
SRR2136166,UND,UND,UND
ERR1215832,UND,UND,UND
SRR15390206,UND,UND,Low
ERR962954,UND,UND,UND
SRR7162664,UND,UND,UND
SRR17007612,UND,UND,UND
SRR870741,UND,UND,UND
SRR6908665,UND,UND,UND
ERR984487,UND,UND,UND
SRR6313722,UND,High,UND
ERR999490,UND,UND,UND
SRR2541825,UND,UND,UND
SRR5921068,UND,UND,Low
SRR10836773,UND,UND,UND
ERR517900,UND,UND,UND
ERR853812,UND,UND,UND
SRR10887510,UND,UND,UND
ERR960179,UND,UND,UND
ERR999268,UND,UND,UND
SRR6818821,Low,Low,UND
ERR1431991,UND,UND,UND
SRR8106401,UND,UND,UND
SRR11186479,UND,UND,UND
SRR8937004,Low,UND,UND
ERR1373644,UND,UND,UND
SRR13674523,UND,UND,UND
SRR12037412,UND,UND,UND
ERR525367,UND,UND,UND
ERR1205377,UND,UND,UND
ERR596682,UND,UND,UND
ERR667398,UND,UND,UND
SRR9312989,UND,UND,UND
SRR8377237,High,UND,UND
SRR3381814,UND,UND,High
ERR1124923,UND,UND,UND
ERR1416054,UND,UND,UND
ERR2154824,UND,UND,UND
ERR1426980,UND,UND,UND
ERR853587,UND,UND,UND
SRR16299595,UND,UND,UND
SRR11033789,UND,UND,UND
ERR1374847,UND,UND,UND
SRR11302905,UND,UND,UND
SRR9674249,UND,UND,UND
SRR16490786,UND,UND,UND
SRR14703435,UND,UND,UND
SRR11302861,UND,UND,UND
SRR8133156,UND,UND,UND
ERR959234,UND,UND,UND
ERR1891664,UND,UND,UND
SRR13234632,UND,UND,UND
SRR11040628,UND,UND,UND
SRR12661519,UND,UND,UND
SRR10753218,UND,UND,UND
ERR853829,UND,UND,UND
ERR1415192,UND,UND,UND
SRR10852222,UND,UND,UND
ERR1821699,UND,UND,UND
ERR959362,UND,UND,UND
SRR7612984,UND,UND,UND
ERR1857935,UND,UND,UND
ERR2723928,UND,UND,UND
ERR1108748,UND,UND,UND
SRR2146357,UND,UND,UND
ERR1373783,UND,UND,UND
SRR11302822,UND,UND,UND
SRR15036061,UND,High,UND
ERR1416148,UND,UND,UND
ERR738299,UND,UND,UND
SRR12436780,UND,UND,UND
SRR13234659,UND,UND,UND
SRR6144811,UND,UND,UND
ERR1888111,UND,UND,UND
ERR1757688,UND,UND,UND
SRR4369383,UND,UND,UND
ERR1122666,UND,UND,UND
ERR1888364,UND,UND,UND
ERR1252003,UND,UND,UND
SRR7292735,UND,UND,UND
ERR1416031,UND,UND,UND
SRR6654291,UND,UND,UND
ERR1475692,UND,UND,UND
SRR19641882,UND,UND,UND
SRR11302727,UND,UND,UND
ERR10034052,UND,UND,UND
SRR6289646,UND,UND,UND
SRR12661537,UND,UND,UND
ERR1124786,UND,UND,UND
ERR1205247,UND,UND,UND
ERR1373609,UND,UND,UND
SRR18390902,UND,UND,UND
SRR13388646,UND,UND,UND
ERR1374777,UND,UND,UND
SRR7049636,UND,UND,UND
DRR067140,UND,UND,UND
SRR11302711,UND,UND,UND
ERR960721,UND,UND,UND
ERR1442860,UND,UND,UND
ERR1857977,UND,UND,UND
SRR13238441,UND,UND,Medium
SRR17604954,UND,UND,UND
SRR1872116,UND,UND,UND
SRR6469358,UND,UND,UND
SRR15204110,UND,UND,UND
ERR2723192,UND,UND,UND
SRR6654671,UND,UND,UND
SRR2293664,UND,UND,UND
SRR18516716,UND,Low,UND
SRR11590410,UND,UND,UND
ERR1124542,UND,UND,UND
SRR9058965,UND,UND,UND
SRR6261579,UND,UND,UND
SRR16490789,UND,UND,UND
ERR959769,UND,UND,UND
SRR14993664,UND,UND,UND
ERR1215867,UND,UND,UND
SRR1062723,UND,UND,UND
SRR14319885,UND,UND,UND
SRR1062773,UND,UND,UND
SRR9333943,UND,UND,UND
SRR11302478,UND,UND,UND
SRR6655289,UND,UND,UND
SRR11302308,UND,UND,UND
SRR12493004,UND,UND,UND
SRR6289667,UND,UND,UND
SRR2735240,UND,UND,UND
SRR13181574,UND,UND,UND
SRR10902877,UND,UND,UND
SRR13848220,UND,UND,UND
ERR1857882,UND,UND,UND
ERR1373776,UND,UND,UND
SRR11427425,UND,UND,UND
SRR6469206,UND,UND,UND
SRR10753213,UND,UND,UND
ERR1204453,UND,UND,UND
SRR10956567,UND,UND,UND
ERR925743,UND,UND,UND
SRR11420474,UND,UND,UND
ERR4321714,UND,UND,UND
SRR11302924,UND,UND,UND
SRR10153628,UND,Low,UND
SRR10151648,UND,UND,UND
SRR8883786,UND,UND,UND
ERR232284,UND,UND,UND
SRR6654556,UND,UND,UND
SRR13339157,UND,UND,UND
ERR1816512,UND,UND,UND
ERR1888694,UND,UND,UND
SRR6469776,UND,UND,UND
ERR1475682,UND,UND,UND
SRR7268966,UND,UND,UND
SRR8106296,UND,UND,UND
SRR1872640,UND,UND,UND
SRR7154552,UND,UND,UND
SRR6469550,UND,UND,UND
ERR1216433,UND,UND,UND
ERR582908,UND,UND,UND
SRR7236667,UND,UND,UND
ERR1396814,UND,UND,UND
SRR11267517,UND,High,UND
SRR5443691,UND,UND,UND
ERR2723809,UND,UND,UND
SRR12672475,UND,UND,UND
SRR10117592,UND,UND,UND
SRR10126203,UND,UND,UND
ERR569536,UND,UND,UND
ERR1730677,High,UND,UND
ERR1216322,UND,UND,UND
ERR1416075,UND,UND,UND
ERR1889871,UND,UND,UND
ERR960441,UND,UND,UND
SRR6025607,UND,UND,UND
SRR7410434,UND,UND,UND
ERR1475590,UND,UND,UND
SRR1732707,UND,UND,UND
ERR1204250,UND,UND,UND
SRR5893070,UND,UND,UND
SRR15600955,UND,UND,UND
ERR1475724,UND,UND,UND
SRR12125377,UND,UND,UND
ERR1216407,UND,UND,UND
SRR6469808,UND,UND,UND
ERR1216561,UND,UND,UND
ERR759382,UND,UND,UND
ERR1108727,UND,UND,UND
SRR6020431,UND,UND,UND
ERR1426919,UND,UND,UND
SRR1062293,UND,UND,UND
ERR830302,UND,UND,UND
SRR10117524,UND,UND,UND
ERR1407674,UND,UND,UND
ERR202523,UND,UND,UND
ERR596706,UND,UND,UND
SRR10040090,UND,UND,UND
SRR2177451,UND,UND,UND
SRR8811908,UND,UND,UND
SRR953569,UND,UND,UND
SRR12103085,UND,UND,UND
SRR1062782,UND,UND,UND
SRR6655017,UND,UND,UND
SRR7292730,UND,UND,UND
ERR1124755,UND,UND,UND
SRR5342766,Medium,UND,UND
ERR960065,UND,UND,UND
SRR7886634,UND,UND,UND
SRR10151712,UND,UND,UND
SRR9849235,UND,UND,UND
SRR8106650,UND,UND,UND
SRR10151901,UND,UND,UND
SRR14867548,UND,UND,UND
SRR14923967,UND,UND,UND
ERR582888,UND,UND,UND
SRR12661578,UND,UND,UND
SRR1555550,UND,UND,UND
SRR7789587,UND,UND,UND
ERR1374567,UND,UND,UND
SRR11427356,UND,UND,UND
ERR1475588,UND,UND,UND
ERR1889428,UND,UND,UND
SRR11186446,UND,UND,UND
SRR6890867,UND,UND,UND
ERR871567,UND,UND,UND
SRR8928753,UND,UND,High
SRR14993685,UND,UND,UND
SRR1062299,UND,UND,UND
ERR1395911,UND,UND,UND
SRR15626539,UND,UND,UND
ERR1124575,UND,UND,UND
ERR477371,UND,UND,UND
ERR959452,UND,UND,UND
ERR1426829,UND,UND,UND
ERR998200,UND,UND,UND
SRR15347709,UND,UND,UND
SRR2177444,UND,UND,Low
ERR960627,UND,UND,UND
ERR2154661,UND,UND,UND
SRR5251430,UND,UND,UND
SRR6654388,UND,UND,UND
SRR6497181,UND,UND,UND
