SRA_run_accession,ZfPV,zpico,zpoxv,reads
SRR3420315,,,,7211676
SRR13015652,,,,17244448
ERR1889361,,,,518162
ERR960490,,,,36875
ERR2146909,,,,2244882
SRR12160593,,,,19549572
SRR10151858,,,,2853369
SRR13074865,,,,463357
SRR16298943,,,,480559
ERR1108809,,,,722997
ERR1108101,,,,1753962
SRR870778,,,,1481581
ERR1216347,,,,685066
SRR12037490,,,,750389
ERR960507,,,,14749
SRR1523213,,,,12652510
ERR716841,,,,2085088
ERR2154790,,,,234695
ERR1426777,,,,1388856
ERR830285,,,,1979986
SRR6215413,,,,29579641
ERR2724006,,,,142013
ERR1888378,,,,304203
SRR17191193,,,,21426011
ERR1374217,,,,1762
SRR8441459,,,,15967451
SRR1062478,,,,3105654
ERR1821614,,,,1844333
ERR926059,,,,2340856
SRR1524242,,,,47570434
SRR3139122,,,,122211673
SRR8991405,,,,2236617
ERR718606,,,,6944039
ERR1415150,,,,704127
ERR959323,,,,4287
ERR1889503,,,,149
ERR1373548,,,,879791
ERR968046,,,,1532777
SRR22489946,,,,64362163
ERR202513,,,,754048
ERR1099494,,,,854688
ERR10047716,,,,30538540
ERR960779,,,,50413
SRR19086716,,,,12906997
SRR11302911,,,,777736
ERR1857590,,,,2530399
SRR6654402,,,,1609254
SRR1872192,,,,268250
SRR10126159,,,,276963
SRR10070840,,,,353264
SRR3109808,,,,19599574
SRR11427204,,,,17211595
ERR1373439,,,,784963
SRR7041869,,,,33192159
SRR6654561,,,,103661
ERR1252214,,,,1238668
SRR18181452,,,,2535635
SRR1871893,,,,160
ERR145655,,,,16607292
ERR1620471,,,,353957
ERR716783,,,,1900575
SRR7789543,,,,1844826
ERR697987,,,,1449470
SRR12661745,,,,12929794
SRR6469479,,,,1490416
ERR925702,,,,134132
SRR11303224,,,,209925
SRR7883088,,39.0,,7155068
SRR13249633,,,,18312339
SRR12037426,,,,582213
SRR9182364,,2.0,,32882224
ERR1407537,,,,16162
ERR1857683,,,,2485547
ERR596606,,,,2166183
ERR467069,,,,10874549
SRR6655284,,,,285608
SRR15931293,,,,36502706
ERR1889830,,,,67633
SRR7410371,,,,13075287
ERR959916,,,,26
ERR1125048,,,,1217342
ERR1442754,,,,1191204
SRR1872364,,,,364
ERR960930,,,,0
ERR1442680,,,,1394267
SRR12661859,,,,3792183
ERR697950,,,,2102500
SRR3231338,,,,7893
SRR11114780,,,,20711388
SRR11302344,,,,342869
ERR959358,,,,62413
SRR8298671,,18.0,,28960166
SRR9728711,,,,46887242
SRR1872694,,,,373513
SRR6249988,,,,241670
SRR1871884,,,,243
ERR1107933,,,,866190
ERR1621438,,,,679738
SRR15204063,,,,10311195
SRR658533,,,,37353499
ERR1888316,,,,881048
ERR871476,,,,1754147
ERR1888498,,,,406260
SRR11090035,,,,3106964
SRR12194902,,,,4043
SRR12661623,,,,12729391
SRR7746634,,,,7806838
SRR10126296,,,,51148
SRR9198710,,,,938581
SRR12992430,,,,37499244
SRR10277630,,,,20980663
ERR1426991,,,,103973
SRR6784681,,,,27382165
ERR718613,,,,7922245
SRR15293962,,,,4213828
SRR7264590,,,,3048
SRR11140711,,,,32327219
ERR1821800,,,,1710789
ERR1730574,,,,1647726
SRR5626504,,,,46248218
ERR1374313,,,,1975
SRR10040061,,,,7419881
SRR1872145,,,,377910
ERR659789,,,,1379334
SRR2750990,1.0,,,40397859
ERR10034049,,,,36643125
SRR9903402,,,,97276133
SRR19859442,,,,41385262
ERR1122722,,,,629680
ERR960248,,,,2984
SRR9198726,,,,1132570
SRR1205166,,,,20112044
SRR7299198,,,,27597501
SRR19571679,,,,15547489
ERR232344,,,,43594
SRR10990391,,,,18598235
SRR12774374,,,,141003452
SRR11951243,,,,30224109
SRR13181565,,,,24952876
SRR2834984,,,2.0,3401066
SRR14055354,,,,40708585
SRR11092478,,,,25030627
SRR11302787,,,,163862
SRR9198851,,,,424263
SRR7746647,,,,6972508
SRR5934156,,,,19389402
SRR12194972,,,,4096
ERR467070,,,,2346363
ERR667570,,,,1963762
SRR6032097,,,,35064687
SRR12492983,,,,29340618
ERR1122690,,,,914857
ERR1396995,,,,2219529
ERR999389,,,,7178
ERR569544,,,,121906
SRR942769,,,,988428
SRR8106467,,,,747684
ERR1416071,,,,588545
SRR7789526,,,,2302452
ERR1442818,,,,1283895
SRR19859440,,,,34025960
SRR3228729,,,,36457918
SRR6654881,,,,365181
SRR16573985,,,,182746755
ERR1374372,,,,342
ERR958979,,,,837617
SRR11427409,,,,34719899
ERR1124934,,,,220341
SRR5921140,,1.0,,40657991
SRR8868537,,,,39613021
ERR925747,,,,21290
SRR1872848,,,,266613
ERR853541,,,,916842
ERR959922,,,,28578
SRR16299282,,,,488515
SRR2834933,,,,2933376
SRR1872100,,,,278483
ERR716864,,,,1912157
SRR1205165,,,,19502163
ERR1888076,,,,136315
SRR5893100,,,,25485108
ERR998411,,,,663193
SRR7008300,,,,2541582
SRR5810809,,,,410130
SRR5483538,,,,8923703
SRR4240529,1.0,,,21844313
ERR1108025,,,,705658
SRR12661581,,,,14755793
ERR1374319,,,,1381
SRR3381779,,,10.0,4944012
ERR1216145,,,,473306
SRR6289713,,,,3768002
SRR11812054,,,,161692762
SRR7145923,4.0,,,20830963
ERR1416128,,,,779606
SRR15626557,,,,26620620
ERR1374295,,,,2137
SRR9854013,,,,1051558
ERR853561,,,,857518
ERR1759699,,,,8993643
ERR1426817,,,,870380
SRR11303323,,,,369921
SRR6039671,,,,24228109
SRR6469402,,,,60
ERR1857782,,,,102866
ERR1124584,,,,1847011
ERR1891631,,,,5332013
SRR3179610,,,,14056083
SRR12661896,,,,30853316
ERR755676,,,,2217969
SRR12037417,,,,519827
SRR6411472,11.0,,,22398467
ERR1107995,,,,436824
SRR15036068,,,,24701997
ERR959559,,,,62282
SRR7905413,,,,11357098
ERR2723771,,,,195912
ERR1125017,,,,1460712
SRR8526647,,,,13876891
ERR716779,,,,1942830
SRR10151586,,,,134214
ERR232305,,,,7496948
SRR8788670,,,,4998935
ERR3446764,,,,5343992
ERR4029236,,,4.0,14992755
ERR1889558,,,,1053602
ERR718567,,,,1264
SRR633543,,,,8091086
SRR11016375,,,,50946959
SRR19641863,,,,23028962
ERR853807,,,,726817
ERR998203,,,,595169
SRR11186470,,,,37776359
SRR12876848,,52.0,14.0,18090391
ERR340717,,,,14946522
ERR2723360,,,,335969
SRR7410369,,,,15469914
ERR7131130,,,,9690495
SRR6469060,,,,567509
ERR697859,,,,1078178
ERR1889637,,,,1485220
SRR5810716,,,,1293629
ERR960284,,,,60270
SRR17745567,,,,20310
ERR1620506,,,,14
ERR596605,,,,1954979
SRR18534002,34.0,4.0,,29205120
SRR10151560,,,,1536125
SRR10974031,,,,3258468
ERR871596,,,,22345
ERR1204608,,,,366970
ERR1888567,,,,139197
SRR13115052,,,,8952634
ERR871597,,,,20412
SRR1342217,,,,9434339
ERR1888095,,,,88103
ERR2723515,,,,563656
ERR7132858,,,,18821800
SRR10070759,,,,634292
SRR9674267,,,,10928518
ERR716860,,,,1750555
SRR9198655,,,,731079
ERR1821712,,,,1963546
SRR4243164,,1.0,,14223114
ERR853586,,,,1165071
ERR2146975,,,,2406398
ERR1888344,,,,1356302
ERR1099500,,,,617901
SRR1695730,,14.0,,19444211
ERR1889285,,,,1092608
SRR14930241,12.0,,,20100686
SRR9198820,,,,848917
SRR20083907,,,,24541855
ERR492289,,,,1265213
ERR780325,,,,1177302
SRR11302899,,,,414489
ERR273874,,,,6987592
SRR5113047,,,,6437557
ERR1888294,,,,47814
SRR6249973,,,,409470
SRR22270147,,,,19267179
SRR14217604,,,,5653920
ERR2146952,,,,2380171
SRR9058950,,,,6281487
SRR6655132,,,,6908
SRR5810815,,,,553032
SRR15036081,,,,17160036
SRR9674340,,,,736080
ERR1857989,,,,2633660
SRR21526548,,,,10349808
SRR6176666,,,,22232524
SRR1188150,,,,9541514
ERR1416155,,,,1056756
ERR1252054,,,,1042204
ERR1757607,2.0,,,1234870
SRR9854029,,,,10263588
SRR1062658,,,,3510853
ERR1396806,,,,3960
SRR7749250,,,,2061068
ERR1889716,,,,815510
SRR6289687,,,,3945406
SRR18516725,,,,3175728
SRR10151694,,,,843264
SRR10117556,16.0,,,33142769
ERR657522,,,,2378875
ERR1215818,,,,297484
SRR2976524,,,,34910323
ERR1108212,,,,1650328
SRR12037448,,,,1003297
SRR10070784,,,,554043
SRR8417672,,,,42877567
SRR13979079,,,,18874
ERR960913,,,,221
ERR958951,,,,412243
ERR1373664,,,,755446
ERR4968946,,,,31719456
SRR6469847,,,,1104830
ERR1218442,,,,325971
SRR17248530,,116.0,,19054049
SRR11315238,,,,28896094
SRR8961086,,,,19243913
ERR2723321,,,,669485
ERR1889806,,,,676623
SRR9728699,,,,41216356
SRR14428588,,,,49992928
ERR698015,,,,2794396
DRR075402,,,,26600866
ERR1857874,,,,392810
ERR1215569,,,,385071
SRR6654490,,,,396591
ERR1122736,,,,739354
ERR958919,,,,43258
ERR1442631,,,,1502971
ERR963183,,,,302341
SRR11186429,,,,30032368
SRR7892011,,,,3074851
SRR1565817,,118.0,,47380840
SRR15100863,,,,1979460
ERR853721,,,,804729
SRR6507313,,,,17608157
ERR2154695,,,,2499402
SRR2968451,,,,6337180
SRR10151754,,,,1052559
ERR1706528,,,,8107776
SRR6507310,,,,52285648
SRR7789562,,,,2935000
SRR6468775,,,,924130
SRR6469591,,,,41
SRR9198968,,,,642400
SRR4199302,,,,25485098
SRR10070704,,,,124485
SRR10366889,,2.0,,34482729
ERR4910729,,,,28351729
SRR6277534,,,,17612434
SRR5893149,,,,56901485
ERR854837,,,,1502513
SRR7637828,6.0,10.0,,31245212
ERR600684,,,,4478513
ERR960339,,,,2
SRR9697465,,,,368530
ERR1215571,,,,22336
ERR1889044,,,,335130
SRR5022641,,,,17176114
ERR1373468,,,,669339
SRR11302287,,,,264371
SRR14139666,,,,23241762
SRR12661822,,,,10217780
ERR1373795,,,,590366
SRR9198980,,,,488144
SRR11040633,,,,51557427
SRR11869113,,,,15117123
SRR15927832,,,2.0,49110974
SRR6655252,,,,4827
SRR6289674,,,,4537739
ERR1124651,,,,202752
ERR1125032,,,,2582
ERR1888201,,,,383426
SRR6652897,,6.0,,11533275
ERR1124427,,,,688576
SRR1872321,,,,152
ERR596679,,,,1252223
ERR9077189,,193.0,,8132294
SRR1265739,,,,361141
SRR6469809,,,,928330
SRR8914608,,2.0,,36062613
SRR13849955,,,,25103712
ERR1108829,,,,1677782
SRR9198976,,,,216971
SRR15964629,,,,13961956
ERR1620511,,,,648962
SRR15871413,,,,20384807
ERR925781,,,,1546914
SRR19364728,2.0,,,79541807
SRR6908707,,,,254742
ERR1757561,,,,1328254
SRR11590408,,,,21429487
SRR7757831,,,,28559258
SRR8106576,,,,426396
SRR7266720,,,,16447147
ERR960791,,,,98925
SRR3381782,,,8.0,2931849
ERR1205356,,,,6387
ERR1821540,,,,1983033
SRR18042707,,,,19686687
SRR12874655,,,,13018248
ERR7131148,,,,8711261
SRR7699141,,,,38064419
SRR21966440,,,,24414051
ERR273885,2.0,,,10251219
ERR4091973,,,,23918269
SRR6250274,,,,1437513
SRR6268158,,,,851510
SRR6268078,,,,625019
SRR16299366,,,,490865
ERR1857763,,,,2518044
SRR11427300,,,,31459508
ERR1374335,,,,984
SRR12661587,,,,14717220
ERR667489,,,,1109382
ERR1415374,,,,768803
DRR162474,,,,4504346
SRR5378553,,,,14533849
ERR2723338,,,,419486
SRR489486,,,,14124891
SRR14679154,,,,20761725
ERR2723468,,,,476769
SRR1871976,,,,137
SRR18352683,,,,1726480
ERR1620549,,,,3620985
SRR10126075,,,,443683
ERR517890,,,,1516350
ERR1889750,,,,904225
ERR596676,,,,1284859
SRR16299549,,,,667194
SRR1062551,,,,3111707
ERR1888595,,,,856
SRR18097959,,,,29638884
SRR7264567,,,,778
SRR7637838,4.0,4.0,,28112068
ERR1252027,,,,1222394
SRR6176700,,,,31298574
SRR22018592,,,,14537726
ERR853556,,,,874276
SRR7789549,,,,2466963
SRR11302403,,,,400877
SRR6793269,,,,23661528
SRR22207163,,,,21841937
ERR854803,,,,1193662
SRR10393512,,,,1341281
SRR1062363,,,,3131371
ERR968041,,,,343613
ERR1396876,,,,3547553
SRR11302829,,,,595623
ERR1215547,,,,389661
SRR14882120,,,,39075308
ERR1821613,,,,1512299
SRR13311744,,,,176267
SRR6469315,,,,724096
ERR1415235,,,,1016206
ERR1122662,,,,730296
ERR1415127,,,,28315
ERR1124466,,60.0,,3153147
SRR12992436,,,,38390720
SRR10988544,,,,5758287
ERR1889618,,,,275154
SRR10728573,,,,17669160
ERR2146904,,,,3408529
SRR11427375,,,,15626936
ERR1205119,,,,3891890
SRR11092479,,,,27525554
SRR5320500,,,,34199674
ERR949640,,,,13373
ERR1124670,,,,18308
SRR8106426,,,,642769
ERR1374411,,,,493
SRR1872925,,,,392500
ERR1373391,,,,791036
SRR14213371,1.0,,,22375419
ERR2723918,,,,258799
SRR3996113,,,,2
ERR1216496,,,,394686
SRR6469198,,,,896761
SRR12103774,,,,13925855
ERR1410208,,,,3235734
ERR1216940,,,,16601522
SRR11700439,,,,5672936
SRR19571677,,,1.0,15318941
SRR12429754,,,,30010874
SRR12055986,,,,33112240
ERR998362,,,,6217
ERR1757418,,,,1297656
ERR1407619,,,,894706
SRR5443697,,,,9196220
SRR7801947,,,,5880080
SRR15691858,,,,0
ERR2154745,,,,355267
SRR6655362,,,,320152
ERR2723941,,,,90612
ERR1107963,,,,684405
ERR755667,,,,1544109
SRR5883564,,,,871904
SRR18192272,,,,4964747
ERR1216494,,,,474542
SRR10550519,,,,23633540
SRR13849964,,,,42339953
SRR7909905,,,,23246990
ERR959382,,,,17974
SRR10436024,,,,20878664
ERR340740,,,,6241184
SRR13724960,,,,3721501
ERR1125030,,,,608075
SRR5809484,,12.0,,26810145
SRR12774386,,1.0,,126313329
SRR6908724,,,,148366
ERR667636,,,,2147813
SRR5312203,,,,17732260
ERR998437,,,,725845
ERR1124828,,,,97624
ERR1415376,,,,925435
ERR525348,,,,1737759
SRR8787683,,,,3531992
ERR1888792,,,,232513
ERR2154730,,,,727610
SRR12786070,,,,22451314
SRR15813435,,,,95887579
ERR998444,,,,48228
SRR11039789,,,,13803870
SRR6654752,,,,389884
SRR1871866,,,,138800
SRR13015620,,,,19042376
ERR1427329,,,,227194
SRR9849261,,,1458.0,31920254
SRR6654708,,,,199998
SRR5833545,,,,38111036
SRR9198916,,,,293438
SRR8811927,,,,7902661
SRR5942258,,,,11849444
ERR926014,,,,30758
SRR18305960,,,,22182126
SRR19077308,,,,22602990
SRR15910155,233.0,,,18695804
ERR657618,,,,3087883
SRR6654724,,,,378207
ERR1124972,,,,1854497
SRR10887581,,,,316864
ERR1692492,,,,1420453
ERR853505,,,,879185
ERR1692452,,,,1786308
ERR1857950,,,,2607628
SRR1555532,,,,1587378
SRR10277627,4.0,,,15694181
ERR1215741,,,,51194
SRR7419883,,,,5592249
ERR1730675,,,,1844012
ERR871343,,,,2108834
ERR1757717,,,,1484810
SRR7089636,,,,58070956
ERR830297,,,,1653999
ERR1889089,,,,666513
SRR14923957,,,,32286251
SRR13796917,,,,12960676
SRR5060340,,,,7343517
SRR3679510,,,,20400033
ERR949655,,,,1237215
ERR2154804,,,,449352
SRR870912,,,,1282778
SRR16298990,,,,165807
SRR6654974,,,,390976
SRR13388660,,,,73284647
ERR1124626,,,,154254
SRR11577267,,,,11099842
ERR1124708,,,,207633
ERR2723760,,,,332193
SRR3381746,,,2044.0,12642157
ERR958840,,,,7339
SRR8135926,,,,9057760
SRR6469416,,,,1534020
SRR9906798,,,,28116024
ERR145649,,,,20010935
ERR1099417,,,,433859
ERR698003,,,,2741272
SRR1872460,,,,391278
SRR11206281,,,,8891940
SRR2919461,,,,40935999
SRR6250226,,,,847792
ERR716828,,,,1765099
ERR716818,,,,1994530
SRR870723,,,,3434681
ERR569530,,,,90507
SRR12661696,,,,11114334
ERR1374480,,,,514
ERR1759702,,,,3935600
ERR145634,,,,17963673
SRR10058771,,,,39095721
SRR12974166,,,,87860715
SRR1872003,,,,226701
ERR1821501,,,,1947703
SRR1821834,,,,35246206
ERR1108138,,,,1390980
ERR963117,,,,13873
ERR2723429,,,,1032567
SRR5893051,,,,6485978
SRR6654257,,,,1029816
ERR716901,,,,1935015
ERR1426883,,,,177887
SRR1931774,,,,240112
ERR1621617,,,,955785
ERR1374696,,,,2610
ERR2723220,,,,785491
SRR10199498,,12.0,,18023109
SRR12661850,,,,11310795
ERR1821799,,,,1811801
ERR2154716,,,,332664
SRR6469051,,,,857430
SRR10974098,,,,3070931
SRR11302963,,,,106603
ERR4091977,,,,23023421
SRR14923992,,,,21868876
SRR10151825,,,,382678
SRR11303333,,,,295994
ERR1397030,,,,708587
ERR998281,,,,583717
ERR1216484,,,,443503
ERR1620517,,,,1613997
SRR11214392,,,,445132
ERR1442640,,,,1580118
SRR15712669,,2.0,,65429
ERR1216142,,,,491490
ERR1374194,,,,258
ERR1426979,,,,135551
ERR1730831,,,,1631668
SRR11039809,,,,52945183
SRR2976528,,,,32776041
SRR12661570,,,,13363404
SRR1609737,,2.0,,10889809
ERR1204283,,,,652271
SRR17723116,,,,18633854
SRR1555572,,,,25349
SRR4240535,,,,21871235
SRR7789603,,,,2179944
SRR10586539,,,,43534592
ERR1046076,,,,1670624
SRR11926626,110.0,,,36534015
SRR9875024,,,,1933316
SRR16964680,56.0,,,24516708
SRR3420304,,,,8325637
ERR1621448,,,,525114
SRR5942264,,,,10580155
ERR517937,,,,1737375
SRR6654740,,,,281893
ERR959395,,,,8712
ERR2154738,,,,640461
ERR1216154,,,,538195
SRR8811914,,,,7145422
SRR5115721,,,,42154429
SRR13839974,,,,19594688
SRR8106529,,,,1043776
SRR6654960,,,,316861
ERR959458,,,,13376
SRR8928824,,,,722698
SRR11427322,,,,32993526
SRR19571669,,,,14404340
SRR13594978,,,,116900
SRR6469558,,,,1254401
SRR5893057,,,,3303783
SRR7662153,,,,419052
SRR8106460,,,,952502
ERR1395928,,,,1492011
SRR13938352,,,,4009293
SRR6176625,,,,58192
ERR1415208,,,,797723
ERR1757399,,,,1525416
ERR1416064,,,,847169
SRR6655120,,,,279770
SRR23060057,,,,19464835
ERR411493,,,,4005093
SRR12194893,,,,2877
SRR19571657,166.0,,,10203735
SRR3624458,,12.0,,31158539
SRR18192291,,,,332065
ERR1620509,,,,663560
SRR12661683,,,,122
SRR17210876,,,,31839990
SRR7410410,,,,13869935
SRR6654630,,,,404821
SRR12661529,,,,8408633
ERR1216712,,,,916524
ERR1620558,,,,538940
ERR1374764,,,,1524
DRR032761,,,,35220227
ERR1373505,,,,770634
ERR2154762,,,,361831
ERR697898,,,,1309826
ERR871358,,,,1237471
ERR1373769,,,,573541
ERR1215809,,,,395998
ERR1857887,,,,2571166
SRR959368,,,,3152162
ERR1251984,,,,1012980
ERR999503,,,,429279
SRR8305649,,,,1530741
SRR13724982,,,,3237673
ERR1218396,,,,358434
SRR6020340,,,,436949
ERR962936,,,,201208
SRR13015573,,,,18878759
SRR9825126,,,,6525104
SRR10040078,4.0,,,9564626
SRR6211482,,,,37250
ERR853454,,,,833440
SRR13849954,,,,77480107
SRR6469085,,,,745394
ERR1252180,,,,1724023
SRR886452,,,,3510804
ERR1888349,,,,470800
ERR1757675,,,,1470621
ERR2723552,,,,283841
SRR10735841,7.0,,,12484737
ERR960938,,,,101
ERR1216110,,,,510786
ERR960961,,,,27
SRR10151601,,,,1477903
SRR8928792,,,,31873
ERR1427395,,,,309037
ERR1124671,,,,71980
SRR1872293,,,,238961
SRR12070752,,,,9589806
SRR11302639,,,,263785
SRR11359866,,,,29129725
SRR7662162,,,,436398
ERR2723745,,,,359897
SRR18516720,,,,1946982
SRR8106641,,,,1273731
SRR11427348,,,,36087929
SRR15347706,,,,29828984
SRR10127649,,,,17310347
ERR594434,,,,13400796
SRR1872379,,,,365095
ERR1621347,,,,884675
SRR10151602,,,,532631
SRR5921083,,1.0,,38615078
SRR11427466,,,,23888909
ERR1374444,,,,835
SRR6468765,,,,1022028
SRR6469509,,,,2167995
SRR22044641,16.0,46.0,68.0,16263832
ERR1373530,,,,1055991
ERR1730599,,,,1493409
SRR8106636,,,,1047938
SRR6469708,,,,1006074
ERR1730530,4.0,,,1605532
SRR12037335,,,,620673
SRR9207162,,,,10820843
ERR1124554,,,,909747
ERR1215523,,,,391826
ERR1216939,,,,20179599
SRR8106531,,,,1140831
SRR11777184,,,,250523763
SRR15606833,,,,30571993
ERR3011944,,,,16761713
SRR9735182,,,,40165558
SRR6655137,,,,1139410
ERR1888468,,,,4853
SRR15813438,,,,182524660
ERR1888955,,,,773862
SRR8883785,,,,2829674
SRR19661801,,,,3028835
SRR15831084,,,,30224081
SRR12492970,,,,28719722
ERR999451,,,,82507
ERR959162,,,,80933
ERR871366,,,,12549
ERR596607,,,,1676332
SRR1872692,,,,314800
SRR6289819,,,,4599884
ERR1821718,,,,1968013
ERR1218480,,,,292647
SRR2750993,,,,41312712
ERR1821977,,,,1979606
SRR8959884,,,,17250779
ERR689846,,,,1644734
SRR10117535,,,,37158331
SRR7813743,,,,34538273
ERR202502,603.0,,,25376154
ERR1373663,,,,1002965
ERR960842,,,,6421
ERR1730685,,,,1571370
SRR11302536,,,,553313
ERR960333,,,,7075
ERR1858012,,,,2349320
ERR1427052,,,,352781
SRR2750984,,,,43636712
ERR718647,,,,5607047
SRR8928734,,,,8944794
SRR8298685,,346.0,,28169646
SRR11302987,,,,300381
SRR2089840,,,,605241
ERR960215,,,,26700
ERR1888275,,,,480452
SRR1062242,,,,1946845
ERR1415046,,,,580589
SRR17400082,,,,24057959
SRR12998955,,,,32178911
SRR7535417,,,,32320034
ERR1407544,,,,15574
SRR15712664,,4.0,,393180
SRR5934162,,,,36040268
ERR958872,,,,128790
SRR8945521,,,,26527047
ERR1218364,,,,404844
SRR8928920,,,,1030616
ERR1757429,,,,1580986
SRR8749825,,,,25936015
SRR6129539,,,,21338629
SRR6250130,,,,250
ERR1621444,,,,866922
SRR17547529,,,,5092044
SRR10550577,,,,12766689
SRR13450055,,7.0,,33240308
ERR780128,,,,2687426
SRR9320539,,,,8574146
SRR7905382,,,,3052085
SRR6468914,,,,802527
ERR999434,,,,44307
ERR960810,,,,79
SRR1821793,,,,34726869
ERR871428,,,,23610
ERR1407678,,,,605444
ERR1621670,,,,412361
SRR18687240,,,,13796644
SRR12876842,4.0,50.0,20.0,21369439
SRR9077093,,,,27052244
SRR12194853,,,,4163
SRR14233944,,2.0,,21583672
SRR1872226,,,,344
ERR960825,,,,2
SRR5809464,,,,17837062
ERR963175,,,,5806
SRR17547552,,,,5956279
SRR5893139,,,,8740000
SRR12194920,,,,5185
SRR6469656,,,,1270683
SRR6032094,,,,33600580
ERR1857808,,,,831266
ERR1858121,,,,2802785
ERR1621664,,,,783380
SRR1062392,,,,3078060
ERR853522,,,,953207
ERR1125036,,,,1258702
SRR11926676,,,,25408461
ERR1216341,,,,830651
ERR232317,,,,2096384
ERR1621407,,,,868654
SRR7410413,,,,20054107
SRR7299193,,,,28184220
SRR11303122,,,,680921
SRR11039811,,,,46474389
SRR10974035,,,,3158142
ERR1730669,,,,1562757
SRR18042686,,,,18222320
SRR8944754,2.0,1782.0,,59632699
ERR1757597,,,,1379690
SRR6250135,,,,735
SRR13381153,,,,15269063
ERR1891748,,,,5273211
SRR16298926,,,,581170
SRR12194925,,,,3215
ERR1821536,,,,2052319
SRR6020315,,,,300451
SRR15831121,,,,39212529
SRR2013982,,,1.0,15555479
ERR1621508,,,,407811
SRR8811923,,,,8044632
ERR871504,,,,365739
SRR9058960,,,,4167088
SRR959309,,,,299346
ERR3838728,,,,6121508
ERR960576,,,,19842
SRR4241540,,,,31285246
ERR959288,,,,69007
SRR12661551,,,,15812094
ERR1889095,,,,297063
ERR1757401,,,,1673400
ERR1373504,,,,739141
ERR999275,,,,7445
ERR962934,,,,70014
SRR5810863,,,,693972
SRR14993682,,,,57051377
SRR11214432,,,,28510032
SRR2835263,,,,14591051
SRR13724932,,,,179588
SRR1872529,,,,80
SRR11186415,,,,28864027
SRR8936996,2.0,,,41946303
ERR1888368,,,,785456
ERR1427334,,,,251351
ERR960160,,,,0
SRR8305628,,,,2895986
SRR11519053,,,,30635505
ERR959809,,,,10900
ERR999295,,,,10146
SRR3932195,,,,8760620
SRR6250178,,,,751682
ERR1204438,,,,678272
SRR7888757,22.0,,,32354253
SRR8106715,,,,152
SRR10151667,,,,554401
ERR1107982,,,,634559
SRR10136115,,,,3153618
ERR517996,,,,2701193
ERR780145,,,,2248498
SRR2020632,,,,2826995
SRR14326891,,,,536079
SRR12661612,,,,22584696
ERR1621389,,,,882164
ERR1215899,,,,391711
ERR716855,,,,2043207
ERR3446735,,,,4645622
ERR958782,,,,32888
ERR697949,,,,2364380
SRR17239188,,,,20904240
ERR1069096,,,,1416874
SRR7751617,,,,14285585
SRR1872487,,,,294882
SRR12492965,,,,25313799
ERR960876,,,,3345
ERR1889404,,,,238762
SRR11140708,,,,30729134
SRR6468897,,,,928230
ERR1374627,,,,570
ERR1374547,,,,803
ERR1730672,2.0,,,1653020
ERR959383,,,,5009
SRR13979042,,,,20758967
ERR959539,,,,22454
ERR863493,,,,1247203
SRR6654341,,,,1148876
SRR6468803,,,,913215
SRR6654931,,,,268338
SRR870857,,,,1914879
SRR10151954,,,,1014994
SRR8383312,,,,5958650
ERR871466,,,,1361064
SRR18927005,,,,40120009
ERR659960,,,,1775540
SRR16674683,,,,18729655
SRR1872918,,,,275631
SRR10151994,,,,536708
ERR271388,,,,398324
SRR13646803,,,,70890409
ERR659956,,,,2191074
SRR4240532,,,,23691089
SRR7535430,,,,50698913
ERR525351,,,,1861483
SRR12194937,,,,2242
ERR959873,,,,65170
SRR489482,,,,14628570
SRR11874785,,,,7309849
SRR8133155,,,,17542570
ERR718574,,,,5999431
ERR689816,,,,1926414
SRR11427407,,,,29506933
ERR4910327,,,,28577303
ERR1889102,,,,604534
SRR9198878,,,,423120
SRR22420222,,,,24936243
SRR398322,,,,120102
ERR1124838,,,,93789
ERR1108546,,,,1156538
ERR959127,,,,80
SRR14915978,,,,12917040
ERR2723800,,,,55615
SRR1062247,,,,42496
ERR1215585,,,,507353
ERR525328,,,,2022908
ERR959302,,,,84838
ERR1099467,,,,367748
SRR3018756,,,,41504768
SRR6469582,,,,4
ERR1821685,,,,2015740
SRR10151762,,,,1181292
ERR1374805,,,,697
ERR1888420,,,,16057
ERR667583,,,,895311
SRR16784089,,80.0,,28993083
SRR1872295,,,,218
ERR1427156,,,,333776
SRR6250306,,,,1493381
ERR1891743,,,,1860855
ERR1594695,18.0,,,3046475
SRR15662006,,,,27325164
SRR2087780,,,,13384469
ERR959750,,,,1
ERR998146,,,,844598
ERR1216105,,,,572591
SRR5163092,,,,22425142
ERR1692610,,,,812841
ERR959478,,,,80049
ERR1442760,,,,1209576
SRR10887517,,,,267172
ERR697909,,,,2059427
ERR1396906,,,,67461
ERR1252139,,,,1398189
ERR590718,,,,1564955
ERR959245,,,,149111
SRR7154540,,,,6866808
ERR2154693,,,,1037737
SRR22254568,,785.0,,19039722
SRR6654697,,,,298858
SRR4375097,,,,338663
SRR12661901,,,,14887215
SRR10151709,,,,853365
SRR16905286,,,,17169345
SRR10951081,68.0,,,33127575
SRR6908648,,,,1636
ERR340669,,,,66734
ERR1821843,,,,1999031
SRR19178790,,,,2165349
SRR10126048,,,,50519
ERR2723286,,,,2091345
