Run ID,Number of reads,Mate1,Mate2
ERR2723231,545562,150,150.0
ERR2723232,486420,150,150.0
ERR2723233,419470,150,150.0
ERR2723234,596822,150,150.0
ERR2723235,572085,150,150.0
ERR2723236,1203,150,150.0
ERR2723237,1280,150,150.0
ERR2723238,932129,150,150.0
ERR2723239,759879,150,150.0
ERR2723240,752470,150,150.0
ERR2723241,576783,150,150.0
ERR2723242,1033869,150,150.0
ERR2723243,661951,150,150.0
ERR2723244,3357,150,150.0
ERR2723245,1100753,150,150.0
ERR2723246,935068,150,150.0
ERR2723247,707816,150,150.0
ERR2723248,1332342,150,150.0
ERR2723249,715892,150,150.0
ERR2723250,999117,150,150.0
ERR2723251,714921,150,150.0
ERR2723252,631644,150,150.0
ERR2723253,951752,150,150.0
ERR2723254,1023311,150,150.0
ERR2723255,963734,150,150.0
ERR2723256,1184502,150,150.0
ERR2723257,951932,150,150.0
ERR2723258,1202822,150,150.0
ERR2723259,138959,150,150.0
ERR2723260,1074173,150,150.0
ERR2723261,1169751,150,150.0
ERR2723262,999436,150,150.0
ERR2723263,64335,150,150.0
ERR2723264,631740,150,150.0
ERR2723265,1330,150,150.0
ERR2723266,945956,150,150.0
ERR2723267,635154,150,150.0
ERR2723268,1179,150,150.0
ERR2723269,913,150,150.0
ERR2723270,1352,150,150.0
ERR2723271,276896,125,125.0
ERR2723272,273695,125,125.0
ERR2723273,267770,125,125.0
ERR2723274,496572,125,125.0
ERR2723275,3759902,125,125.0
ERR2723276,314730,125,125.0
ERR2723277,174415,125,125.0
ERR2723278,190182,125,125.0
ERR2723279,199025,125,125.0
ERR2723280,1193991,150,150.0
ERR2723281,1131840,150,150.0
ERR2723282,1476477,150,150.0
ERR2723283,1659278,150,150.0
ERR2723284,602669,150,150.0
ERR2723285,376976,150,150.0
ERR2723286,2750094,150,150.0
ERR2723287,2076314,150,150.0
ERR2723288,1010082,150,150.0
ERR2723289,2175492,150,150.0
ERR2723290,1151690,150,150.0
ERR2723291,1530651,150,150.0
ERR2723292,2337393,150,150.0
ERR2723293,1323719,150,150.0
ERR2723294,2226082,150,150.0
ERR2723295,1265900,150,150.0
ERR2723296,1204351,150,150.0
ERR2723297,875745,150,150.0
ERR2723298,2783752,150,150.0
ERR2723299,435841,150,150.0
ERR2723300,1334492,150,150.0
ERR2723301,870536,150,150.0
ERR2723302,3109646,150,150.0
ERR2723303,983534,150,150.0
ERR2723304,2388528,150,150.0
ERR2723305,1387271,150,150.0
ERR2723306,1427452,150,150.0
ERR2723307,1427893,150,150.0
ERR2723308,230449,125,125.0
ERR2723309,282448,125,125.0
ERR2723310,235173,125,125.0
ERR2723311,178362,125,125.0
ERR2723312,208777,125,125.0
ERR2723313,185078,125,125.0
ERR2723314,267334,125,125.0
ERR2723315,214796,125,125.0
ERR2723316,204065,125,125.0
ERR2723317,293418,125,125.0
ERR2723318,195344,125,125.0
ERR2723319,203231,125,125.0
ERR2723320,181337,125,125.0
ERR2723321,1357250,125,125.0
ERR2723322,824301,125,125.0
ERR2723323,482533,125,125.0
ERR2723324,749803,125,125.0
ERR2723325,700738,125,125.0
ERR2723326,710589,125,125.0
ERR2723327,599139,125,125.0
ERR2723328,788664,125,125.0
ERR2723329,722649,125,125.0
ERR2723330,476734,125,125.0
ERR2723331,352798,125,125.0
ERR2723332,788239,125,125.0
ERR2723333,1103252,125,125.0
ERR2723334,693220,125,125.0
ERR2723335,1029607,125,125.0
ERR2723336,568091,125,125.0
ERR2723337,672819,125,125.0
ERR2723338,521979,125,125.0
ERR2723339,435430,125,125.0
ERR2723340,889291,125,125.0
ERR2723341,990439,125,125.0
ERR2723342,988584,125,125.0
ERR2723343,836190,125,125.0
ERR2723344,569476,125,125.0
ERR2723345,283515,125,125.0
ERR2723346,811150,125,125.0
ERR2723347,685995,125,125.0
ERR2723348,925294,125,125.0
ERR2723349,690943,125,125.0
ERR2723350,1261148,125,125.0
ERR2723351,788746,150,150.0
ERR2723352,282456,150,150.0
ERR2723353,410632,150,150.0
ERR2723354,263494,150,150.0
ERR2723355,673340,150,150.0
ERR2723356,460383,150,150.0
ERR2723357,409698,150,150.0
ERR2723358,326912,150,150.0
ERR2723359,348828,150,150.0
ERR2723360,584872,150,150.0
ERR2723361,387772,150,150.0
ERR2723362,588506,150,150.0
ERR2723363,148513,150,150.0
ERR2723364,261186,150,150.0
ERR2723365,266963,150,150.0
ERR2723366,724638,150,150.0
ERR2723367,385471,150,150.0
ERR2723368,470038,150,150.0
ERR2723369,558609,150,150.0
ERR2723370,371075,150,150.0
ERR2723371,428183,150,150.0
ERR2723372,845844,150,150.0
ERR2723373,709660,150,150.0
ERR2723374,719082,150,150.0
ERR2723375,392762,150,150.0
ERR2723376,258112,150,150.0
ERR2723377,499351,150,150.0
ERR2723378,172715,150,150.0
ERR2723379,486889,150,150.0
ERR2723380,492499,150,150.0
ERR2723381,425589,150,150.0
ERR2723382,684659,150,150.0
ERR2723383,794475,150,150.0
ERR2723384,520858,150,150.0
ERR2723385,628915,150,150.0
ERR2723386,871528,150,150.0
ERR2723387,648372,150,150.0
ERR2723388,688825,150,150.0
ERR2723389,879238,150,150.0
ERR2723390,282422,150,150.0
ERR2723391,626520,150,150.0
ERR2723392,1123597,150,150.0
ERR2723393,967686,150,150.0
ERR2723394,926476,150,150.0
ERR2723395,584507,150,150.0
ERR2723396,592473,150,150.0
ERR2723397,438187,150,150.0
ERR2723398,503779,150,150.0
ERR2723399,726729,150,150.0
ERR2723400,596030,150,150.0
ERR2723401,424541,150,150.0
ERR2723402,543875,150,150.0
ERR2723403,813171,150,150.0
ERR2723404,564312,150,150.0
ERR2723405,53094,150,150.0
ERR2723406,516499,150,150.0
ERR2723407,501425,150,150.0
ERR2723408,736504,125,125.0
ERR2723409,253925,125,125.0
ERR2723410,336682,125,125.0
ERR2723411,755458,125,125.0
ERR2723412,1140013,125,125.0
ERR2723413,290606,125,125.0
ERR2723414,1690194,150,150.0
ERR2723415,1279254,150,150.0
ERR2723416,494533,150,150.0
ERR2723417,1259823,150,150.0
ERR2723418,1603259,150,150.0
ERR2723419,623296,150,150.0
ERR2723420,724063,150,150.0
ERR2723421,910289,150,150.0
ERR2723422,1127758,150,150.0
ERR2723423,749057,150,150.0
ERR2723424,1620534,150,150.0
ERR2723425,1157646,150,150.0
ERR2723426,1167094,150,150.0
ERR2723427,1029966,150,150.0
ERR2723428,1869602,150,150.0
ERR2723429,1255387,150,150.0
ERR2723430,937177,150,150.0
ERR2723431,496014,150,150.0
ERR2723432,484694,150,150.0
ERR2723433,272756,125,125.0
ERR2723434,1738710,125,125.0
ERR2723435,673541,125,125.0
ERR2723436,692427,125,125.0
ERR2723437,798366,125,125.0
ERR2723438,1887089,125,125.0
ERR2723439,668374,125,125.0
ERR2723440,585963,125,125.0
ERR2723441,704484,125,125.0
ERR2723442,997271,125,125.0
ERR2723443,768053,125,125.0
ERR2723444,928769,125,125.0
ERR2723445,551056,125,125.0
ERR2723446,603290,125,125.0
ERR2723447,743936,125,125.0
ERR2723448,517957,125,125.0
ERR2723449,755293,125,125.0
ERR2723450,888399,125,125.0
ERR2723451,688244,125,125.0
ERR2723452,505564,125,125.0
ERR2723453,558577,125,125.0
ERR2723454,454438,125,125.0
ERR2723455,573424,125,125.0
ERR2723456,654002,125,125.0
ERR2723457,801507,125,125.0
ERR2723458,789900,125,125.0
ERR2723459,556149,125,125.0
ERR2723460,670635,125,125.0
ERR2723461,823417,125,125.0
ERR2723462,640654,125,125.0
ERR2723463,696341,125,125.0
ERR2723464,598560,125,125.0
ERR2723465,522604,125,125.0
ERR2723466,536715,125,125.0
ERR2723467,966043,125,125.0
ERR2723468,790335,125,125.0
ERR2723469,370361,125,125.0
ERR2723470,403019,150,150.0
ERR2723471,530424,125,125.0
ERR2723472,385072,125,125.0
ERR2723473,491717,125,125.0
ERR2723474,404257,125,125.0
ERR2723475,383923,125,125.0
ERR2723476,484067,125,125.0
ERR2723477,1158787,125,125.0
ERR2723478,297603,125,125.0
ERR2723479,255378,125,125.0
ERR2723480,290543,125,125.0
ERR2723481,370981,125,125.0
ERR2723482,404180,125,125.0
ERR2723483,340535,125,125.0
ERR2723484,895312,125,125.0
ERR2723485,1040918,125,125.0
ERR2723486,1485900,125,125.0
ERR2723487,858165,125,125.0
ERR2723488,2282438,125,125.0
ERR2723489,2714221,125,125.0
ERR2723490,305343,125,125.0
ERR2723491,516308,125,125.0
ERR2723492,1039414,125,125.0
ERR2723493,689349,125,125.0
ERR2723494,1502032,125,125.0
ERR2723495,1240119,125,125.0
ERR2723496,2898516,125,125.0
ERR2723497,855205,125,125.0
ERR2723498,3047573,125,125.0
ERR2723499,1491072,125,125.0
ERR2723500,641558,125,125.0
ERR2723501,297448,125,125.0
ERR2723502,1023788,125,125.0
ERR2723503,1014721,125,125.0
ERR2723504,1312189,125,125.0
ERR2723505,1581227,125,125.0
ERR2723506,947436,125,125.0
ERR2723507,659318,125,125.0
ERR2723508,1406620,125,125.0
ERR2723509,2182362,125,125.0
ERR2723510,3329031,125,125.0
ERR2723511,4045502,125,125.0
ERR2723512,6609438,125,125.0
ERR2723513,3312361,125,125.0
ERR2723514,5155121,125,125.0
ERR2723515,1358392,125,125.0
ERR2723516,396215,125,125.0
ERR2723517,156723,125,125.0
ERR2723518,396668,125,125.0
ERR2723519,1005413,125,125.0
ERR2723520,937647,125,125.0
ERR2723521,1179155,125,125.0
ERR2723522,1508062,125,125.0
ERR2723523,737903,125,125.0
ERR2723524,3096523,125,125.0
ERR2723525,685624,125,125.0
ERR2723526,249339,125,125.0
ERR2723527,197944,125,125.0
ERR2723528,258774,125,125.0
ERR2723529,406286,125,125.0
ERR2723530,539545,125,125.0
ERR2723531,724496,125,125.0
ERR2723532,367734,125,125.0
ERR2723533,1112634,125,125.0
ERR2723534,500163,125,125.0
ERR2723535,368712,125,125.0
ERR2723536,129914,125,125.0
ERR2723537,197693,125,125.0
ERR2723538,104940,125,125.0
ERR2723539,75552,125,125.0
ERR2723540,63124,125,125.0
ERR2723541,52128,125,125.0
ERR2723542,77820,125,125.0
ERR2723543,858722,125,125.0
ERR2723544,227858,125,125.0
ERR2723545,2623948,150,150.0
ERR2723546,1734072,150,150.0
ERR2723547,447427,150,150.0
ERR2723548,2200437,150,150.0
ERR2723549,2709769,150,150.0
ERR2723550,367034,150,150.0
ERR2723551,1225636,150,150.0
ERR2723552,328081,150,150.0
ERR2723553,332331,150,150.0
ERR2723554,2812949,150,150.0
ERR2723555,2750991,150,150.0
ERR2723556,1736319,150,150.0
ERR2723557,217903,125,125.0
ERR2723558,595793,125,125.0
ERR2723559,360073,125,125.0
ERR2723560,508042,125,125.0
ERR2723561,955666,125,125.0
ERR2723562,1304897,125,125.0
ERR2723563,1011619,125,125.0
ERR2723564,755041,125,125.0
ERR2723565,531047,125,125.0
ERR2723566,619088,125,125.0
ERR2723567,499816,125,125.0
ERR2723568,773787,125,125.0
ERR2723569,716901,125,125.0
ERR2723570,1617657,125,125.0
ERR2723571,917690,125,125.0
ERR2723572,1547091,125,125.0
ERR2723573,3180199,125,125.0
ERR2723574,935973,125,125.0
ERR2723575,518306,125,125.0
ERR2723576,968498,125,125.0
ERR2723577,791766,125,125.0
ERR2723578,325,125,125.0
ERR2723579,874307,125,125.0
ERR2723580,2016648,125,125.0
ERR2723581,1086924,125,125.0
ERR2723582,2800433,125,125.0
ERR2723583,314582,125,125.0
ERR2723584,2799340,125,125.0
ERR2723585,646625,125,125.0
ERR2723586,2471553,125,125.0
ERR2723587,2579429,125,125.0
ERR2723588,2656343,125,125.0
ERR2723589,2869759,125,125.0
ERR2723590,4573698,125,125.0
ERR2723591,331089,125,125.0
ERR2723592,403190,125,125.0
ERR2723593,2224187,125,125.0
ERR2723594,1746847,125,125.0
ERR2723595,3041629,125,125.0
ERR2723596,2638500,125,125.0
ERR2723597,3604078,125,125.0
ERR2723598,1364450,125,125.0
ERR2723599,4258911,125,125.0
ERR2723600,837997,125,125.0
ERR2723601,20756,125,125.0
ERR2723602,335681,125,125.0
ERR2723603,469257,125,125.0
ERR2723604,777648,125,125.0
ERR2723605,419227,125,125.0
ERR2723606,244895,125,125.0
ERR2723607,1624438,125,125.0
ERR2723608,344203,125,125.0
ERR2723609,309963,125,125.0
ERR2723610,785118,125,125.0
ERR2723611,895222,125,125.0
ERR2723612,441955,125,125.0
ERR2723613,309494,125,125.0
ERR2723614,86315,125,125.0
ERR2723615,159753,125,125.0
ERR2723616,89398,125,125.0
ERR2723617,33009,125,125.0
ERR2723618,32912,125,125.0
ERR2723619,32502,125,125.0
ERR2723620,25680,125,125.0
ERR2723621,28347,125,125.0
ERR2723622,201661,125,125.0
ERR2723623,90249,125,125.0
ERR2723624,143080,125,125.0
ERR2723625,2378290,125,125.0
ERR2723626,1055780,125,125.0
ERR2723627,918585,125,125.0
ERR2723628,742844,125,125.0
ERR2723629,711172,125,125.0
ERR2723630,737785,125,125.0
ERR2723631,1289556,125,125.0
ERR2723632,846059,125,125.0
ERR2723633,900798,125,125.0
ERR2723634,970284,125,125.0
ERR2723635,864497,125,125.0
ERR2723636,693810,125,125.0
ERR2723637,1090166,125,125.0
ERR2723638,572876,125,125.0
ERR2723639,895402,125,125.0
ERR2723640,665173,125,125.0
ERR2723641,426335,125,125.0
ERR2723642,397681,125,125.0
ERR2723643,89739,125,125.0
ERR2723644,93278,125,125.0
ERR2723645,90890,125,125.0
ERR2723646,109758,125,125.0
ERR2723647,142351,125,125.0
ERR2723648,654156,125,125.0
ERR2723649,164243,150,150.0
ERR2723650,955206,150,150.0
ERR2723651,787621,150,150.0
ERR2723652,597619,150,150.0
ERR2723653,1069210,150,150.0
ERR2723654,678010,150,150.0
ERR2723655,495963,150,150.0
ERR2723656,769993,150,150.0
ERR2723657,573784,150,150.0
ERR2723658,667037,150,150.0
ERR2723659,1045714,150,150.0
ERR2723660,888134,150,150.0
ERR2723661,744502,150,150.0
ERR2723662,133473,150,150.0
ERR2723663,949259,150,150.0
ERR2723664,1763,150,150.0
ERR2723665,827200,150,150.0
ERR2723666,1123556,150,150.0
ERR2723667,873825,150,150.0
ERR2723668,1065492,150,150.0
ERR2723669,808700,150,150.0
ERR2723670,825610,150,150.0
ERR2723671,1215127,150,150.0
ERR2723672,980861,150,150.0
ERR2723673,40409,150,150.0
ERR2723674,1169855,150,150.0
ERR2723675,106568,150,150.0
ERR2723676,41925,150,150.0
ERR2723677,44231,150,150.0
ERR2723678,43647,150,150.0
ERR2723679,695162,150,150.0
ERR2723680,935296,150,150.0
ERR2723681,439055,150,150.0
ERR2723682,715447,150,150.0
ERR2723683,444753,150,150.0
ERR2723684,649400,150,150.0
ERR2723685,1200587,150,150.0
ERR2723686,661988,150,150.0
ERR2723687,594354,150,150.0
ERR2723688,543462,150,150.0
ERR2723689,434946,150,150.0
ERR2723690,624259,150,150.0
ERR2723691,979109,150,150.0
ERR2723692,546719,150,150.0
ERR2723693,684501,150,150.0
ERR2723694,460773,150,150.0
ERR2723695,857728,150,150.0
ERR2723696,902880,150,150.0
ERR2723697,513438,150,150.0
ERR2723698,1266600,150,150.0
ERR2723699,1349034,150,150.0
ERR2723700,1169684,150,150.0
ERR2723701,1313293,150,150.0
ERR2723702,650053,150,150.0
ERR2723703,87411,150,150.0
ERR2723704,129810,150,150.0
ERR2723705,244901,150,150.0
ERR2723706,228646,150,150.0
ERR2723707,176239,150,150.0
ERR2723708,74784,150,150.0
ERR2723709,305079,150,150.0
ERR2723710,214194,150,150.0
ERR2723711,293923,150,150.0
ERR2723712,322786,150,150.0
ERR2723713,166936,150,150.0
ERR2723714,682552,150,150.0
ERR2723715,555077,150,150.0
ERR2723716,517373,150,150.0
ERR2723717,407577,150,150.0
ERR2723718,450519,150,150.0
ERR2723719,286754,150,150.0
ERR2723720,604668,150,150.0
ERR2723721,413158,150,150.0
ERR2723722,313702,150,150.0
ERR2723723,366849,150,150.0
ERR2723724,540650,150,150.0
ERR2723725,564386,150,150.0
ERR2723726,362736,150,150.0
ERR2723727,243371,150,150.0
ERR2723728,155453,150,150.0
ERR2723729,498417,150,150.0
ERR2723730,576766,150,150.0
ERR2723731,161595,150,150.0
ERR2723732,662548,150,150.0
ERR2723733,286838,150,150.0
ERR2723734,384457,150,150.0
ERR2723735,156071,150,150.0
ERR2723736,379693,150,150.0
ERR2723737,248629,150,150.0
ERR2723738,267878,150,150.0
ERR2723739,485982,150,150.0
ERR2723740,449459,150,150.0
ERR2723741,230556,150,150.0
ERR2723742,437338,150,150.0
ERR2723743,424496,150,150.0
ERR2723744,233594,150,150.0
ERR2723745,437957,150,150.0
ERR2723746,622331,150,150.0
ERR2723747,612091,150,150.0
ERR2723748,297116,150,150.0
ERR2723749,518923,150,150.0
ERR2723750,779267,150,150.0
ERR2723751,747735,150,150.0
ERR2723752,453058,150,150.0
ERR2723753,528174,150,150.0
ERR2723754,546572,150,150.0
ERR2723755,237027,150,150.0
ERR2723756,306349,150,150.0
ERR2723757,313895,150,150.0
ERR2723758,281527,150,150.0
ERR2723759,511463,150,150.0
ERR2723760,533023,150,150.0
ERR2723761,356276,150,150.0
ERR2723762,601750,150,150.0
ERR2723763,540567,150,150.0
ERR2723764,432595,150,150.0
ERR2723765,835574,150,150.0
ERR2723766,556732,150,150.0
ERR2723767,287559,150,150.0
ERR2723768,454630,150,150.0
ERR2723769,224132,150,150.0
ERR2723770,510117,150,150.0
ERR2723771,228100,150,150.0
ERR2723772,571841,150,150.0
ERR2723773,246008,150,150.0
ERR2723774,445269,150,150.0
ERR2723775,375050,150,150.0
ERR2723776,274214,150,150.0
ERR2723777,222762,150,150.0
ERR2723778,240241,150,150.0
ERR2723779,189612,150,150.0
ERR2723780,1146452,150,150.0
ERR2723781,828554,150,150.0
ERR2723782,1127971,150,150.0
ERR2723783,998510,150,150.0
ERR2723784,127049,150,150.0
ERR2723785,129535,150,150.0
ERR2723786,1278387,150,150.0
ERR2723787,106533,150,150.0
ERR2723788,2057,150,150.0
ERR2723789,539,150,150.0
ERR2723790,530566,150,150.0
ERR2723791,717161,150,150.0
ERR2723792,717795,150,150.0
ERR2723793,518905,150,150.0
ERR2723794,86428,150,150.0
ERR2723795,521724,150,150.0
ERR2723796,496279,150,150.0
ERR2723797,78499,150,150.0
ERR2723798,64510,150,150.0
ERR2723799,111830,150,150.0
ERR2723800,200326,150,150.0
ERR2723801,652243,150,150.0
ERR2723802,686815,150,150.0
ERR2723803,933950,150,150.0
ERR2723804,212531,150,150.0
ERR2723805,354973,150,150.0
ERR2723806,1049153,150,150.0
ERR2723807,740376,150,150.0
ERR2723808,1020774,150,150.0
ERR2723809,1050217,150,150.0
ERR2723810,416523,150,150.0
ERR2723811,1039999,150,150.0
ERR2723812,762227,150,150.0
ERR2723813,683980,150,150.0
ERR2723814,792584,150,150.0
ERR2723815,585095,150,150.0
ERR2723816,1080083,150,150.0
ERR2723817,510620,150,150.0
ERR2723818,865549,150,150.0
ERR2723819,480177,150,150.0
ERR2723820,622863,150,150.0
ERR2723821,463009,150,150.0
ERR2723822,903393,150,150.0
ERR2723823,1001315,150,150.0
ERR2723824,724011,150,150.0
ERR2723825,569316,150,150.0
ERR2723826,171956,150,150.0
ERR2723827,1769,150,150.0
ERR2723828,644239,150,150.0
ERR2723829,390999,150,150.0
ERR2723830,653453,150,150.0
ERR2723831,633501,150,150.0
ERR2723832,465510,150,150.0
ERR2723833,939594,150,150.0
ERR2723834,795359,150,150.0
ERR2723835,903623,150,150.0
ERR2723836,467179,150,150.0
ERR2723837,210068,150,150.0
ERR2723838,354116,150,150.0
ERR2723839,351585,150,150.0
ERR2723840,839917,150,150.0
ERR2723841,590468,150,150.0
ERR2723842,846781,150,150.0
ERR2723843,206428,150,150.0
ERR2723844,513340,150,150.0
ERR2723845,123671,150,150.0
ERR2723846,893541,150,150.0
ERR2723847,681605,150,150.0
ERR2723848,155864,150,150.0
ERR2723849,365423,150,150.0
ERR2723850,364816,150,150.0
ERR2723851,698469,150,150.0
ERR2723852,639619,150,150.0
ERR2723853,343663,150,150.0
ERR2723854,661436,150,150.0
ERR2723855,832334,150,150.0
ERR2723856,561384,150,150.0
ERR2723857,632359,150,150.0
ERR2723858,893481,150,150.0
ERR2723859,358781,150,150.0
ERR2723860,720866,150,150.0
ERR2723861,612855,150,150.0
ERR2723862,722458,150,150.0
ERR2723863,457612,150,150.0
ERR2723864,433889,150,150.0
ERR2723865,350446,150,150.0
ERR2723866,554748,150,150.0
ERR2723867,222417,150,150.0
ERR2723868,677812,150,150.0
ERR2723869,403331,150,150.0
ERR2723870,760050,150,150.0
ERR2723871,994271,150,150.0
ERR2723872,576916,150,150.0
ERR2723873,466816,150,150.0
ERR2723874,701533,150,150.0
ERR2723875,406091,150,150.0
ERR2723876,654592,150,150.0
ERR2723877,235698,150,150.0
ERR2723878,680602,150,150.0
ERR2723879,1068354,150,150.0
ERR2723880,586684,150,150.0
ERR2723881,468006,150,150.0
ERR2723882,756505,150,150.0
ERR2723883,24247,150,150.0
ERR2723884,292347,150,150.0
ERR2723885,213919,150,150.0
ERR2723886,728359,150,150.0
ERR2723887,464834,150,150.0
ERR2723888,207793,150,150.0
ERR2723889,478894,150,150.0
ERR2723890,263811,150,150.0
ERR2723891,573055,150,150.0
ERR2723892,621205,150,150.0
ERR2723893,448419,150,150.0
ERR2723894,66379,150,150.0
ERR2723895,201102,150,150.0
ERR2723896,284497,150,150.0
ERR2723897,313530,150,150.0
ERR2723898,276373,150,150.0
ERR2723899,629838,150,150.0
ERR2723900,403707,150,150.0
ERR2723901,414883,150,150.0
ERR2723902,379881,150,150.0
ERR2723903,575718,150,150.0
ERR2723904,539823,150,150.0
ERR2723905,249546,150,150.0
ERR2723906,308012,150,150.0
ERR2723907,266141,150,150.0
ERR2723908,246949,150,150.0
ERR2723909,327776,150,150.0
ERR2723910,510998,150,150.0
ERR2723911,83758,150,150.0
ERR2723912,439749,150,150.0
ERR2723913,413436,150,150.0
ERR2723914,726960,150,150.0
ERR2723915,560735,150,150.0
ERR2723916,101856,150,150.0
ERR2723917,180853,150,150.0
ERR2723918,506258,150,150.0
ERR2723919,202859,150,150.0
ERR2723920,276502,150,150.0
ERR2723921,345056,150,150.0
ERR2723922,120335,150,150.0
ERR2723923,700273,150,150.0
ERR2723924,532809,150,150.0
ERR2723925,435421,150,150.0
ERR2723926,490639,150,150.0
ERR2723927,158950,150,150.0
ERR2723928,394904,150,150.0
ERR2723929,260053,150,150.0
ERR2723930,225672,150,150.0
ERR2723931,248422,150,150.0
ERR2723932,399385,150,150.0
ERR2723933,280685,150,150.0
ERR2723934,562164,150,150.0
ERR2723935,356455,150,150.0
ERR2723936,400524,150,150.0
ERR2723937,556562,150,150.0
ERR2723938,455143,150,150.0
ERR2723939,211409,150,150.0
ERR2723940,127672,150,150.0
ERR2723941,110020,150,150.0
ERR2723942,456473,150,150.0
ERR2723943,345987,150,150.0
ERR2723944,149996,150,150.0
ERR2723945,550312,150,150.0
ERR2723946,460810,150,150.0
ERR2723947,317741,150,150.0
ERR2723948,511266,150,150.0
ERR2723949,322484,150,150.0
ERR2723950,205710,150,150.0
ERR2723951,266029,150,150.0
ERR2723952,202420,150,150.0
ERR2723953,316377,150,150.0
ERR2723954,273669,150,150.0
ERR2723955,305865,150,150.0
ERR2723956,426529,150,150.0
ERR2723957,505693,150,150.0
ERR2723958,314531,150,150.0
ERR2723959,474020,150,150.0
ERR2723960,523893,150,150.0
ERR2723961,440734,150,150.0
ERR2723962,196706,150,150.0
ERR2723963,548761,150,150.0
ERR2723964,333020,150,150.0
ERR2723965,161620,150,150.0
ERR2723966,182647,150,150.0
ERR2723967,372000,150,150.0
ERR2723968,594295,150,150.0
ERR2723969,542580,150,150.0
ERR2723970,400252,150,150.0
ERR2723971,591238,150,150.0
ERR2723972,588507,150,150.0
ERR2723973,690384,150,150.0
ERR2723974,1360,150,150.0
ERR2723975,307428,150,150.0
ERR2723976,334273,150,150.0
ERR2723977,317561,150,150.0
ERR2723978,183073,150,150.0
ERR2723979,377989,150,150.0
ERR2723980,768508,150,150.0
ERR2723981,578657,150,150.0
ERR2723982,476935,150,150.0
ERR2723983,696676,150,150.0
ERR2723984,636190,150,150.0
ERR2723985,867227,150,150.0
ERR2723986,435952,150,150.0
ERR2723987,929950,150,150.0
ERR2723988,566938,150,150.0
ERR2723989,629547,150,150.0
ERR2723990,900,150,150.0
ERR2723991,463044,150,150.0
ERR2723992,765140,150,150.0
ERR2723993,509186,150,150.0
ERR2723994,755577,125,125.0
ERR2723995,125893,125,125.0
ERR2723996,1090801,125,125.0
ERR2723997,1027460,125,125.0
ERR2723998,780587,125,125.0
ERR2723999,135725,125,125.0
ERR2724000,384393,125,125.0
ERR2724001,417113,125,125.0
ERR2724002,838146,125,125.0
ERR2724003,587046,125,125.0
ERR2724004,1245955,125,125.0
ERR2724005,528143,125,125.0
ERR2724006,396756,125,125.0
ERR2724007,949932,125,125.0
ERR2724008,1986551,125,125.0
ERR2724009,1217308,150,150.0
ERR2724010,876013,150,150.0
ERR2724011,155991,150,150.0
ERR2724012,127195,150,150.0
ERR2724013,410704,150,150.0
ERR2724014,529952,150,150.0
ERR2724015,493629,150,150.0
ERR2724016,356489,150,150.0
ERR2724017,412999,150,150.0
ERR2724018,49377,150,150.0
ERR2724019,40850,150,150.0
ERR2724020,32431,150,150.0
ERR2724021,28965,150,150.0
ERR2724022,27828,150,150.0
ERR2724023,89640,150,150.0
ERR2862349,55892303,100,100.0
ERR2862350,62422870,100,100.0
ERR2862351,51755147,100,100.0
ERR2862352,57174402,100,100.0
ERR2862353,71068639,100,100.0
ERR2862354,61338696,100,100.0
ERR2865434,10411887,100,100.0
ERR2865435,14971513,100,100.0
ERR2865436,16895828,100,100.0
ERR2865437,24988089,100,100.0
ERR2865438,20123996,100,100.0
ERR2865439,13481754,100,100.0
ERR2983448,16002707,100,100.0
ERR2983449,17004144,100,100.0
ERR2983450,17010136,100,100.0
ERR2983451,20402982,100,100.0
ERR2983452,17227041,100,100.0
ERR2983453,18759993,100,100.0
SRR11699721,13329340,56,
SRR11699722,16110540,56,
SRR11699723,17588715,58,
SRR11699724,16936011,56,
SRR11699725,14982131,56,
SRR11699726,31847214,56,
SRR11699727,19157548,56,
SRR11699728,16898776,56,
SRR11699729,14945887,56,
SRR11699730,5938969,53,
SRR11699731,12530232,56,
SRR11699732,12150183,56,
SRR11699733,12530026,56,
SRR11699734,13186916,56,
SRR11699735,12632052,56,
SRR11699736,12404278,56,
SRR11699737,11316398,56,
SRR11699738,10388139,56,
SRR11699739,9922510,56,
SRR11699740,9980800,58,
SRR11699741,11333173,56,
SRR11699742,8935088,58,
SRR11812054,172411665,150,
SRR11812065,335036348,145,
SRR5666979,12164622,75,75.0
SRR5666980,10024722,75,75.0
SRR5666981,13123141,75,75.0
SRR5666982,10765333,75,75.0
SRR5666985,25438359,75,75.0
SRR5666986,19776901,75,75.0
SRR5893042,18447212,76,76.0
SRR5893043,14815579,76,76.0
SRR5893044,15079961,76,76.0
SRR5893045,16272090,76,76.0
SRR5893046,13846785,76,76.0
SRR5893047,14938529,76,76.0
SRR5893048,14446408,76,76.0
SRR5893049,12553692,76,76.0
SRR5893050,14177729,76,76.0
SRR5893051,7421778,76,76.0
SRR5893064,14262146,76,76.0
SRR5893065,15822311,76,76.0
SRR5893066,10008658,76,76.0
SRR5893067,15568965,76,76.0
SRR5893068,4193168,76,76.0
SRR5893069,12858781,76,76.0
SRR5893070,12350692,76,76.0
SRR5893071,15595938,76,76.0
SRR5893161,18637276,76,76.0
SRR5893162,13746577,76,76.0
SRR5893163,9680459,76,76.0
SRR5893164,10823262,76,76.0
SRR5893165,14965830,76,76.0
SRR5893166,18611879,76,76.0
