GeneID,reads
ERR525335,2075007
ERR3301003,28976034
SRR13839969,18399200
ERR145650,578009
SRR12661761,7406470
ERR4691987,32722906
ERR1621406,845535
SRR1062600,3486402
ERR1218432,340175
ERR1415056,606906
SRR3679511,20177677
ERR1730745,1520644
ERR959040,473345
ERR1888579,118595
SRR9854030,2786761
SRR12874648,13146059
ERR492334,1455434
SRR10127667,21108665
ERR1396876,3547553
SRR7041871,29137863
ERR1757641,723945
SRR10070675,895622
ERR1215799,17922
ERR871523,13295
SRR7299201,24570797
ERR759368,2548272
SRR11302999,688479
SRR8928784,19999959
SRR9850665,2383546
SRR10312406,19248101
ERR015565,5894901
ERR659780,993270
ERR1124419,1168421
ERR1415229,942373
ERR2723630,200939
SRR7268895,10061967
SRR11302331,340726
SRR7868771,19058784
SRR3381831,10329141
SRR1872358,359860
ERR1099557,486792
SRR10010348,7696115
SRR15626562,23246246
SRR3381734,11459011
SRR6261588,36276734
SRR13759084,10431617
ERR1205358,600843
SRR6654280,971922
SRR16299410,364713
ERR871503,1966748
SRR9872828,16781193
ERR960930,0
SRR1872970,118925
SRR870905,352541
ERR596593,2020157
SRR16298967,281746
ERR1475656,1578420
ERR1374352,950
SRR10151946,1424258
SRR18220755,11785984
SRR22018605,20190753
SRR6020379,1233536
SRR6469244,1477382
ERR2723672,542982
ERR1124436,493452
SRR8558589,29396294
SRR11033784,36911591
SRR1793800,2752234
SRR17642810,46002044
ERR1215529,371690
SRR11537843,425016796
SRR10887509,213181
ERR1888255,582627
ERR1107926,677043
ERR1889549,96800
SRR7008279,1458166
ERR2723712,261755
ERR959464,30462
SRR10070593,1403743
SRR8784174,1613662
ERR1857571,2494046
ERR959657,10216
ERR871326,1080431
ERR1891639,4682957
SRR16298964,375585
SRR6468965,927853
SRR7299179,14571901
ERR960242,6474
ERR2723386,673469
SRR14924011,9926979
SRR17247014,16544424
ERR960059,95595
SRR3231257,571212
ERR1888217,498769
SRR10323914,10563555
ERR1204484,455775
SRR5921040,46038478
SRR6268072,4867033
SRR7801950,4065034
ERR1124430,240455
SRR15910154,27943111
ERR023143,4324806
ERR1857891,2460631
SRR15626558,22436462
ERR999326,9092
SRR16299312,399356
SRR14217715,25607799
ERR1888455,7207
SRR8883840,398303
SRR13708183,17557959
SRR1062425,3554295
ERR1108198,1272845
SRR4330937,26897006
SRR14285951,46418741
SRR10951081,33127575
SRR11303214,125007
ERR1427125,264040
SRR5810941,10739733
ERR4910720,31285204
ERR2154637,120819
SRR12661591,23532133
SRR870960,620958
SRR22018579,21567492
ERR1395839,514802
ERR968063,2010941
ERR1396812,702190
ERR1621488,763042
ERR1415125,929122
SRR1062680,3496969
ERR738246,2143033
SRR10836789,10763395
ERR1122667,902269
SRR10887464,687281
ERR1427340,333599
ERR657556,2567130
SRR12661569,12816174
ERR582927,94166
ERR1888205,541131
SRR9622318,6619245
SRR17026710,18834158
SRR7119793,18601240
SRR11801331,23650354
ERR1216540,872188
SRR1736716,8626135
SRR8485418,3439790
SRR12749592,43136583
ERR960347,37
ERR1415003,634088
ERR1374322,783
SRR3228704,11722141
SRR12890229,62744485
ERR1205229,4993
SRR5931547,645218
SRR5382047,15691207
SRR5006028,28337320
ERR1252062,1169118
ERR738228,2447828
SRR6469145,801076
ERR1475747,1494789
SRR11851893,81736032
SRR1871999,88617
SRR16530663,11255613
SRR6020308,1575667
SRR5626506,53114071
SRR7892001,1953095
ERR999205,13431
SRR14217659,11583727
ERR1414907,676522
SRR11684021,12576686
SRR6654809,344331
SRR12173589,28111327
ERR1891713,5845197
SRR22129131,21385883
SRR10126229,102230
SRR6654982,382601
SRR12037493,677920
ERR1821549,1682771
SRR12874641,11582495
ERR960419,100304
SRR13015625,19918144
SRR9207190,8801358
SRR941753,39071743
SRR10125967,411172
ERR1108212,1650328
SRR7662053,852994
ERR1888417,71996
SRR7896796,17360196
SRR3355801,6398320
ERR1442872,1409664
SRR11033826,36544416
ERR2724009,730289
ERR1414837,691470
SRR5378557,17966602
ERR303223,1040267
SRR6374797,19782977
ERR959708,33007
SRR7942617,53076565
SRR11302900,335407
SRR19661775,2192792
SRR15662004,28135209
SRR12661804,9509712
SRR20083923,24253926
SRR6289687,3945406
SRR1062320,65060
ERR1442727,1344980
ERR1427223,360183
ERR1415158,955581
SRR8784178,483165
ERR689876,2023158
SRR516137,11468334
ERR962989,996207
SRR6289799,4434606
SRR12436765,6239391
SRR6289759,2587344
SRR7662134,461846
SRR6289659,3760294
SRR10974087,2869290
SRR12661899,30314058
ERR1396800,3857045
ERR015566,5414269
ERR1888150,122083
ERR1205088,4394024
ERR871376,17558
SRR6468968,860237
SRR11040630,45678516
ERR780138,1994454
SRR9735184,25067221
ERR959585,13210
SRR7662096,427934
SRR10151938,4515348
SRR10070548,120678
SRR5044683,6786820
SRR8928923,1123566
ERR1204537,379289
ERR1888147,416201
ERR1692515,1754327
ERR1373712,1057118
SRR14713037,122669018
ERR1215793,6244
SRR6020329,6
DRR032751,30851215
SRR9164639,13757364
ERR1821490,1915359
SRR9728744,301714
SRR1265765,40380
SRR3038041,34618990
ERR1416020,821993
ERR716873,1595230
SRR17642806,46386243
ERR697896,932444
ERR1889822,463523
ERR1888805,8686
ERR1888178,1189493
ERR517850,2565675
ERR960577,0
SRR7119825,901040
SRR7789563,3528468
ERR1889849,479025
SRR6469496,1331738
ERR1757416,1239910
ERR582882,4995
SRR1062429,3532435
SRR15626553,21395033
SRR10956572,28858437
ERR1475633,1165498
SRR7789560,2475852
SRR10916848,18988036
SRR22318719,5252387
ERR1426831,1001822
SRR10070589,493757
SRR8811917,6875131
ERR960939,17
SRR1872796,692302
ERR1108164,1700771
SRR578909,4557827
SRR6144823,9343086
ERR1821585,2057564
ERR1374131,809
ERR1889115,311557
SRR6908652,136726
SRR8928874,956413
SRR8298679,23618833
SRR3932192,6646229
SRR1872886,165727
ERR780025,2386108
ERR1108045,870497
SRR10126275,536125
SRR3342391,29458994
SRR9199032,662285
ERR1415105,819853
ERR1475636,1316406
ERR1888883,2059
SRR9735192,30644740
ERR1427354,158648
ERR1374359,937
SRR7089632,59217311
SRR21526552,11681205
SRR6468926,820281
SRR12999266,29196494
SRR6250253,10
SRR2125734,2566256
SRR9693179,24188093
SRR5099112,4617263
SRR13972075,14542226
ERR960807,4856
SRR6890865,53896090
ERR959705,205386
ERR1251939,1261940
SRR6468758,874332
SRR12287396,12762256
SRR10070789,819912
SRR6387406,10892684
ERR1252235,1425280
ERR697970,2780487
ERR1374843,615
ERR492300,1444785
SRR1872989,138886
ERR1374724,3403
SRR6250168,732507
ERR1888665,150836
SRR11303265,255054
SRR9207176,10393987
ERR1757696,1410941
ERR1415431,615982
SRR17386280,22265761
SRR10916817,26259521
SRR594771,58310095
ERR1108136,1338535
ERR1124802,126034
SRR12492977,26792333
SRR21120217,53993301
ERR667410,1077434
ERR1216664,600935
SRR9674343,661972
SRR11206293,11087053
SRR16195450,9893460
ERR718644,6533359
ERR202526,718552
SRR658541,33932762
ERR202500,32835316
SRR6144829,13089356
SRR1062805,3529966
ERR1124662,380497
SRR6176736,30966899
ERR959836,15
ERR960690,3113
SRR8587738,13925384
ERR1124704,307950
SRR11302934,215493
ERR1889850,601573
ERR1892065,6423728
SRR12578021,21090284
SRR6469042,717676
ERR1821810,2020181
SRR6654737,706149
ERR3931361,36888738
SRR6469738,1459086
SRR19661784,2758414
ERR1124939,810144
SRR1062522,3110629
SRR17818761,9752924
ERR1816567,1511945
SRR10230306,66932553
SRR12037501,691467
SRR17714702,24115347
ERR2723644,79682
SRR6654498,5340
ERR1124689,66550
ERR1218352,486518
ERR960480,3432
SRR8798893,27273770
SRR8787736,828196
ERR1124602,1494196
SRR6211481,14619
ERR232294,302215
ERR1251964,1199474
ERR737704,1655942
ERR1889297,325948
ERR2723316,84236
ERR1888116,163240
SRR14217720,31704153
SRR16299131,690818
SRR6798775,20603556
SRR6176681,31196267
SRR15362159,85634115
SRR9849264,35878511
SRR12628233,263
SRR10126142,266600
ERR1757592,1235975
ERR659983,1578527
ERR871507,248190
SRR12998959,34592865
SRR1872573,143
SRR12443335,31755362
SRR22561325,20658862
DRR189361,15592535
ERR854778,1149619
SRR7468684,5520779
ERR2154706,2797
ERR10034050,45777088
SRR16964690,23001444
ERR1124903,1939175
ERR999249,894299
SRR9875020,3266140
SRR14233929,17161893
SRR9182370,34165387
SRR1062309,3461516
ERR1218383,284188
ERR1889501,70639
SRR9320539,8574146
ERR1426770,1870647
SRR1146565,2669880
SRR8928806,23810
SRR870901,1615879
SRR15097772,12772483
ERR2723151,246767
ERR960261,42513
ERR1205414,428677
SRR1062256,43374
ERR1216642,612092
SRR23060061,15405301
SRR10070662,937535
SRR12436789,13619775
SRR392992,358
SRR15204087,8275783
SRR18042680,20040817
SRR15813433,118943294
SRR6654676,478849
ERR4132487,43999060
ERR1888667,305844
SRR749514,35879635
ERR999392,568784
ERR853550,829516
ERR1108814,1144855
ERR1415108,939372
SRR12661647,12608964
SRR19086707,34149323
SRR7751613,16042093
ERR1069073,1268515
ERR582933,90545
SRR8244106,18306339
SRR835173,3433723
ERR1475757,335931
SRR13724915,513942
SRR5821999,28441036
SRR16905270,16135080
SRR6469655,1186020
SRR5382036,14275342
SRR6468969,943937
ERR968056,19434
SRR11427351,34265021
SRR12037462,886914
ERR517856,2441502
SRR21034904,18672767
SRR14217612,29734753
ERR2723594,858724
ERR1857937,3043297
ERR1426943,147320
ERR1888913,1085399
SRR3381824,6241282
SRR6250260,7
SRR16299347,577424
SRR6469762,506092
SRR5818017,12851335
SRR10070822,107682
ERR960250,102
SRR11302834,398960
SRR6469661,1423716
SRR870844,832138
ERR1204401,475241
SRR633541,26841
SRR8106408,780054
ERR1757394,1631518
ERR960631,1553
ERR1415165,1016598
ERR1621452,852595
ERR1427392,417238
SRR7882027,69311827
SRR6250048,20735
SRR633555,11859378
SRR7789616,2137787
SRR21526556,12723508
ERR959216,353
ERR1620409,698
ERR273897,7067467
ERR1251935,1146467
SRR7905404,11077635
ERR1621503,896704
ERR9077178,8393424
ERR1757642,702817
SRR5810901,1959362
SRR7662097,173334
SRR6025610,30944623
ERR1621483,927279
SRR10366887,20385086
ERR667447,592656
SRR14066769,152551
ERR962923,11761
SRR1555558,121719
SRR8784483,1571196
ERR759365,1452636
ERR960913,221
ERR697888,1035550
SRR8293715,23443474
ERR1889350,40379
ERR2146960,3213458
ERR853653,868392
SRR1551796,12481482
SRR6469124,1045911
SRR10125997,342919
SRR8883782,2267498
ERR1888080,259036
SRR7764534,24274009
SRR11302280,382429
ERR1216668,386734
SRR9198911,671064
SRR6469748,1868861
ERR1415119,704823
ERR1858125,2716817
SRR10151847,1957949
SRR6176645,16599
ERR960982,0
SRR8787723,879136
ERR1415095,122308
ERR1889260,1187357
SRR5443705,9209455
SRR998915,3561519
SRR21518670,41573168
ERR667374,1654160
SRR5921075,53072526
SRR12774376,101576607
ERR1442819,1622053
ERR1108752,889496
SRR6468954,794803
SRR17691949,27248236
ERR1218438,590093
SRR18220779,6552744
SRR11303352,322918
ERR1204422,729068
SRR12338625,19133245
ERR1821873,2021095
SRR3932201,6320024
SRR6268085,565491
ERR1204435,650515
SRR1062544,3106055
SRR5312198,18660841
ERR10034112,34574138
SRR19641870,21221278
ERR959105,88062
SRR2227658,23160538
SRR2834972,2616307
SRR1797745,8095864
SRR11542109,29824204
SRR6289807,4119344
ERR1889171,72736
SRR8928897,930866
ERR492368,1383375
SRR12892307,101547344
SRR11302321,473825
SRR6469502,1118646
SRR2541823,8467528
SRR11293494,21081102
ERR1216660,414692
SRR12055987,33910255
SRR5893115,35796192
SRR9198870,452213
SRR11267504,18290288
SRR13297038,11659772
ERR871426,65922
SRR13780561,20648669
SRR4375095,374364
SRR5810872,899298
ERR960169,10489
SRR7637838,28112068
SRR10151792,464902
ERR1757651,538097
ERR1216184,444631
ERR1374347,717
SRR8787802,32113743
ERR1251920,1079320
SRR7292737,30303695
ERR022483,12924900
SRR8787741,491056
ERR1215514,4800
ERR1374455,433
SRR8526648,13388851
ERR273845,23962857
ERR1475551,1266973
ERR1215763,43915
SRR8526644,12962089
SRR11427459,30191376
ERR1122734,1083494
ERR1410181,997999
SRR6921827,21752735
SRR14213391,7678977
SRR1299127,29263218
SRR7662082,524896
SRR11302785,304116
SRR8883708,408904
ERR1620489,1302131
SRR14060970,21153895
ERR853640,790123
SRR17831295,7249593
ERR2723616,66
ERR998281,583717
SRR11869094,18874652
SRR5017065,5891214
SRR14993678,76033700
SRR5382033,17196918
ERR1396954,185739
SRR8106533,822733
SRR17745578,5849
ERR1415445,785289
ERR780078,2536902
SRR5810793,2580387
SRR1062476,3111196
SRR5810752,1224710
SRR6020398,107
ERR1857790,185594
SRR17282612,18165790
SRR11303154,294504
SRR10010365,10900535
SRR12037320,405553
SRR1872268,307559
ERR2723913,291739
ERR1889401,444873
SRR1871911,186767
ERR1205275,6484
SRR12974158,86552010
SRR13938377,3725371
SRR12005391,61762794
SRR8106446,812828
SRR11302826,269247
SRR19638110,32419675
ERR1397041,29650
ERR1889185,1519639
SRR870826,782842
ERR959437,31013
SRR836197,86352317
ERR960256,18479
SRR6468867,269
SRR14883461,8636914
ERR1891741,5550391
ERR968085,2055802
SRR17968066,29492580
SRR8959882,19329426
ERR958971,122492
SRR1872519,274544
SRR959337,3706118
ERR1215707,19258
SRR10434659,16371933
SRR1062197,3556025
ERR1374477,306
SRR11427464,46524301
ERR670996,3275132
SRR10070583,1297606
SRR10323885,9124017
SRR14217673,27903537
SRR3231355,814377
ERR4029235,15115897
ERR340734,5105722
ERR960831,80
SRR11267513,19353436
ERR960418,6688
ERR1416039,951271
SRR12661807,9843234
SRR8928924,580435
ERR780070,2214021
SRR13724919,995065
SRR7299194,28668909
ERR1099409,489501
ERR959280,33464
SRR392974,11
SRR12672456,20471762
ERR1099428,929325
SRR9674248,11212488
SRR16299348,506027
SRR6655260,35630
SRR12661628,10239601
SRR3381806,12477578
SRR13780562,21980257
ERR960737,2237
ERR4140034,24640798
ERR1373751,529975
SRR12446290,41590012
SRR17600930,16055306
ERR1888204,97675
ERR1816508,1742317
ERR871328,1165099
SRR14308850,34089505
SRR9669993,15300381
ERR1692563,1162159
SRR14139665,31690135
SRR11090042,2241974
SRR14428568,37193024
SRR6250101,92517
SRR13646775,59911244
SRR10151969,2344115
SRR5942257,9234244
SRR9198895,922699
SRR1569494,16819861
SRR8928797,632872
ERR659972,1979357
SRR1531481,498427
ERR963177,5805
ERR1730787,1771608
SRR11881512,41077489
ERR1475710,1191904
ERR1396974,516390
SRR12113710,49982917
SRR14139675,25343384
SRR8298686,30880785
SRR1785166,66796372
ERR1374629,594
ERR1108091,1351107
SRR1062775,3485568
ERR1821638,2025094
SRR11303169,240735
ERR3300998,27745408
ERR2723373,527036
ERR1821543,2025006
ERR1821699,1994027
SRR8106404,944343
ERR569509,0
SRR8106264,233721
SRR6469643,1327661
ERR737738,2379977
SRR7444127,43966520
SRR12287390,28795730
SRR18687242,14335419
ERR1216544,647768
SRR870770,1482758
SRR15338439,25346389
ERR1889566,398605
ERR659892,1435091
SRR1062406,2135874
SRR7883076,6071235
SRR8784484,1802516
SRR1551782,11365118
SRR11542100,32552475
ERR1374355,787
SRR8383280,1923562
SRR10323911,22619327
SRR11365241,58931833
SRR5270231,33595448
ERR960435,24
ERR1730801,1165858
SRR3624459,37470140
ERR959992,57331
ERR1888975,718380
SRR2989572,30268748
SRR15338441,21774628
SRR10070595,250839
SRR392991,1018
ERR959048,4
ERR1757656,1434896
ERR1252258,1397729
SRR13181525,24886360
ERR2723899,333027
SRR10125970,435290
ERR1215895,401788
SRR13115050,6681378
ERR340680,6806396
ERR1475561,1589193
SRR6289794,5515884
ERR492375,1399347
SRR5443682,12778681
ERR1442576,1404565
SRR7813747,34160141
SRR19671819,11313281
SRR6469875,1325044
SRR7746633,7506264
SRR9849274,15998028
ERR999365,19715
SRR1062719,3499312
ERR1373700,947591
ERR1216719,698569
SRR10151879,217161
ERR962919,567599
ERR1108114,1196494
ERR023145,3127644
ERR1216435,537725
SRR10735825,11320542
ERR1122710,726507
SRR18788797,10681109
SRR13528198,47101306
ERR2723185,620464
ERR1216186,532378
ERR1442912,1760906
SRR12037326,536303
SRR6469361,1645800
SRR1062226,3184798
ERR1124729,804649
SRR11303206,423334
SRR5639267,45355187
SRR10070632,1041648
ERR1215945,323169
ERR999473,5868
ERR1888273,329226
ERR659868,1545346
SRR6469775,1026477
SRR17224784,18705616
ERR596648,1214816
ERR223599,3118207
ERR1218490,223026
SRR6250146,675862
SRR2968431,4157749
ERR959641,129028
SRR1791570,23776720
ERR1621586,961980
SRR6289667,4531219
SRR16490787,96070
ERR202548,13359555
SRR6654766,368687
SRR1555566,2162426
SRR6811829,176003566
SRR11427348,36087929
SRR22124142,27940884
ERR959388,0
ERR1108048,872270
ERR737697,2155958
SRR18352693,3184954
SRR11214412,63234052
SRR1872453,43
SRR7662161,419779
SRR13388642,65298059
SRR942768,7469712
SRR13594979,78572
SRR13437199,22924331
ERR4910718,23928284
SRR12831465,17897435
SRR11974578,8045727
ERR1124979,1745676
SRR20218327,40219936
SRR5342799,29534567
SRR4124038,18285144
ERR960239,9323
ERR960920,0
ERR871600,2167833
SRR1062494,3115013
SRR16299589,151025
SRR9861062,17194426
ERR8058367,45343105
ERR1373704,837328
SRR6250030,337776
SRR20869090,10133820
SRR6261601,4930436
SRR5809480,23584602
ERR960121,95542
SRR2087771,13073438
ERR959793,7195
ERR1396912,4222634
ERR1730816,2174495
SRR8867570,20495235
SRR14240236,27064502
SRR12774358,90118890
SRR13519933,55037425
ERR959661,494
SRR6655306,292673
SRR10151821,493978
SRR5342785,51923872
SRR10126068,398396
ERR958843,1812
SRR6655076,1321998
ERR1730625,657470
SRR5810853,118643
SRR15600955,4414221
ERR960235,33544
SRR12493013,32269451
ERR202493,1192918
ERR1692481,1246825
ERR2723186,389691
SRR1931761,243619
SRR8106715,152
ERR1427270,103339
ERR998400,722772
SRR5443715,8262817
SRR11302790,228563
SRR1872337,175
ERR960988,2
ERR959077,46588
ERR998450,725283
SRR1062539,2011421
SRR14923990,21192323
ERR689861,1937170
SRR11785624,9914948
ERR1888745,252616
SRR11427381,34882191
ERR1416134,924657
SRR15813421,169458761
ERR1108074,861160
SRR8883730,308546
SRR12661768,12321652
ERR202527,621712
SRR14060971,23499528
ERR1408811,1318869
SRR12654000,48083236
SRR11302426,292530
ERR1427158,731881
ERR1252199,1240232
ERR1475749,1202631
ERR1216132,565360
SRR959359,3698515
SRR3666777,34590019
SRR4240535,21871235
ERR517926,1668746
SRR1062411,3523586
ERR1414971,668486
SRR11869104,14385839
SRR12786068,22357009
SRR8526643,13143660
ERR1757389,1487807
SRR1821831,36848357
SRR13593803,16538310
SRR9198963,843323
ERR960801,41
ERR959113,25849
ERR1620447,1620620
SRR870907,1940925
SRR13339149,18020315
SRR8787698,18607
SRR6654504,85483
ERR1889379,964573
ERR1416022,838686
DRR032758,33986666
ERR1415044,706309
SRR11869110,16026357
ERR1408791,231655
ERR1730666,2280298
ERR1374531,956
ERR1108038,533784
SRR11092488,17644158
SRR10151670,293868
SRR8788687,6202842
SRR9622322,6827834
SRR2180311,20952777
SRR17714716,25408582
ERR10034109,55108691
ERR1204431,540864
SRR17085051,24963901
ERR1889657,3501343
SRR6250268,1458820
SRR1205174,26525476
SRR6654529,438723
ERR1216452,361499
ERR1475507,930201
SRR14993676,66118044
ERR871444,268317
SRR15813432,81253701
ERR854805,1113074
SRR13015587,18953481
SRR6345659,21467358
SRR11427373,14840751
ERR1889063,609747
SRR10151686,516529
ERR959272,54744
ERR1374594,2214
SRR9198737,95706
ERR667572,2348263
ERR960782,2931
SRR870975,637803
SRR11684008,16410229
ERR1816507,1910853
SRR1871992,292638
ERR853763,815258
SRR3923686,9619020
SRR7612979,399226
SRR13339165,18853944
SRR12493024,33842931
SRR11031289,916680681
SRR10974016,3255110
SRR9674298,13569862
SRR3083705,11606556
SRR870806,281816
ERR1215996,806165
SRR5934157,22282929
ERR1203500,1086022
ERR1205351,5673
SRR10312412,16395636
SRR3231303,20863
SRR7902420,36236312
SRR17499146,15498227
ERR959677,1
SRR7947908,445407572
ERR853546,1035337
ERR1416121,965421
SRR13646730,55713010
SRR6671794,14869666
SRR13181585,20733668
SRR11213706,13322963
ERR1621509,398116
ERR1374616,907
SRR12903379,29087947
SRR6654345,1267538
ERR4132482,20075615
ERR1889073,742152
ERR1216682,295518
SRR14270308,6075437
ERR960269,33260
SRR6468959,665838
SRR17413287,26523673
SRR15376941,24857586
SRR12774394,63352
ERR1475692,1033211
SRR5127977,14724782
ERR4029247,24360794
SRR6250216,670349
SRR14233943,17869103
SRR12070757,12387441
ERR1442814,1390318
ERR1124949,991171
ERR1218403,480079
ERR871345,9926
SRR6655079,602721
ERR1395943,843086
ERR998319,737785
ERR2723153,260762
ERR999368,6655
SRR5810728,1007346
SRR6654819,286176
SRR870908,475335
SRR10070609,1109683
SRR1062355,3216522
ERR999206,735972
SRR11302721,461064
SRR20002716,25322368
SRR6654564,559257
SRR12340117,19586093
SRR6655100,1627436
SRR12661640,12285698
SRR8106352,79500
ERR1215602,63195
SRR13796913,10057826
SRR1062485,3123351
ERR1099480,613513
ERR960027,5702
ERR871486,10877
ERR2723603,2111
SRR13724983,4234206
ERR594422,13799266
SRR10060614,27522262
ERR1427174,272415
SRR6025587,37442974
ERR5056255,7677415
ERR949655,1237215
ERR411476,18964717
SRR1872766,435935
SRR1872084,314008
ERR960997,59
ERR1099553,550269
SRR6289702,5268324
SRR5809469,18687109
SRR6654366,1613778
SRR10126164,263548
ERR959516,30656
SRR7883082,6468809
SRR1872027,233531
SRR9312981,11767648
SRR1872567,109
