GeneID,reads
ERR1108780,1580572
ERR960227,44457
SRR13181588,19840620
SRR9198881,388965
ERR1426764,2623143
SRR11302385,318442
SRR12194814,6145
SRR9849263,17321668
ERR1415248,886058
SRR6468769,986068
SRR1062520,3114872
ERR2723052,538644
ERR2723662,74047
ERR1475589,762349
ERR1889747,877659
ERR1373720,931787
SRR8787701,8510
ERR1892036,2291825
SRR1062663,3461204
SRR13115039,10917327
SRR19086703,34491513
ERR1415235,1016206
SRR16298934,469152
SRR15813414,135526939
ERR7720654,36213278
SRR3231352,17787
ERR1251974,1103672
SRR6654957,271294
ERR780108,2568327
ERR959994,57980
SRR6654582,853553
SRR12493026,25524145
ERR1395857,503867
SRR5443680,13331135
ERR1821913,1926189
ERR1124831,106708
ERR1215561,7641
ERR1215539,461797
ERR1757450,763320
SRR16299573,34366
ERR1442596,1229815
SRR535978,30540958
SRR1062801,3522000
ERR1416165,828540
SRR10550539,24260574
ERR1215697,318194
ERR1757392,1905615
SRR8106648,1196611
ERR1108799,977981
SRR6956077,32166471
SRR11302719,262507
ERR2723725,360479
ERR1396996,176744
ERR960288,1
SRR10868198,28869889
ERR1730649,839933
SRR953569,557476
SRR12436803,19163090
SRR9198706,240350
ERR2723723,263254
SRR8982954,23546330
SRR12464100,20296425
ERR718600,7006907
SRR13979090,13488
ERR1889696,577775
SRR20283714,27971258
SRR12774373,182215509
ERR492378,1516882
SRR2532445,16065136
SRR11427347,37847471
ERR1416089,920119
ERR1294275,12577685
SRR12340475,34467679
ERR1373460,622923
SRR1872364,364
SRR8883691,457348
SRR11206278,9202487
SRR1062577,3478038
ERR1857783,2437427
SRR10151803,119334
SRR13979040,21062475
ERR1821574,1933520
ERR1888811,102913
SRR10126290,109139
SRR6469861,284263
SRR16299590,615198
ERR960035,46592
SRR9849243,19263979
ERR1857973,2520727
SRR6468921,838688
ERR1415144,659841
SRR2138287,12950853
SRR7699147,45645735
ERR1889184,684598
ERR667436,1007999
ERR926029,18868
SRR11302658,250904
SRR850595,21039796
SRR10151814,2344670
SRR1872972,53021
SRR6654506,3495
SRR1010325,9447
ERR1374712,1276
SRR15712668,68661
SRR2138298,18660841
ERR1204508,471707
ERR7131137,8837423
SRR6384889,19751853
SRR7789565,2530420
ERR960143,163
ERR517854,2687602
SRR10550512,21924687
ERR1216609,559257
ERR1692538,1090439
ERR1857862,83327
SRR19846953,22218527
SRR6289816,4470031
ERR590759,2052527
SRR11427475,30148574
ERR492357,813435
ERR1374406,1195
ERR1427424,296084
ERR1374233,1574
ERR1821520,1996494
SRR8784159,1068338
ERR871532,41423
SRR10126138,346877
SRR6289743,6036368
SRR10070637,936589
SRR12037366,600556
SRR6469397,5
ERR1426976,50139
ERR1204518,533107
SRR5809472,15908230
SRR13417611,52122723
SRR6654811,431836
ERR2723301,500352
SRR5810717,435665
SRR6654816,408661
ERR1108173,901989
ERR1124616,130614
SRR11303143,314480
ERR2722973,654558
SRR11303093,180996
ERR232349,5166596
ERR1215881,101211
SRR20283711,24483957
SRR12037378,10706
SRR13115081,1084205
SRR7942637,26832793
SRR1872151,378337
ERR697897,869263
SRR11427244,30603072
ERR697989,2461519
ERR1427116,215143
ERR960769,60
SRR7119829,441266
SRR10151605,1568852
SRR12340457,43965912
SRR1872004,215553
SRR10753242,1673207
ERR1475624,999382
SRR17630942,8743671
SRR15626542,20549349
ERR1215888,56389
ERR1374247,2138
SRR10040080,10065936
ERR999419,410784
SRR5931501,7704316
ERR1892040,6215734
SRR17218096,53219152
SRR9198755,599279
SRR1872437,16
ERR3838742,5658932
SRR19117216,22972743
SRR11427214,32896333
SRR8883787,2920044
SRR1821830,36024692
SRR6032101,39021079
SRR12492995,33634165
DRR334962,14475784
SRR7299195,28461121
SRR11302454,146703
SRR21966818,21298271
ERR1889003,491377
ERR960241,1428
SRR17745569,9041
ERR960745,485
SRR12661711,11166846
ERR1374148,448
ERR1416071,588545
DRR162484,4207952
SRR1872862,118536
SRR10887613,216019
SRR7264574,3426
SRR11214435,26239476
SRR8883794,13635755
ERR1069092,1879053
SRR11856747,9734652
ERR517974,2900760
SRR12037385,537758
ERR7131126,9229966
SRR13972071,16434392
SRR9198660,622554
SRR10199502,20245712
ERR1692580,950735
ERR1216399,646715
SRR10151754,1052559
ERR962933,694363
ERR1410210,2425251
SRR1871978,173
SRR6655332,368166
ERR1888379,825379
SRR13724982,3237673
SRR8377225,3569673
ERR1442597,1205674
ERR1124548,3420562
SRR3231363,34696886
SRR7764533,21775338
ERR1252173,1320076
SRR7989639,28458108
ERR830291,1630097
ERR1427023,150115
SRR17219923,1059018
ERR2146945,2669652
SRR835166,3121502
SRR8106397,403455
SRR10126108,71662
SRR6661144,14854237
SRR16339850,25730750
SRR5004954,42079606
SRR10151857,3528714
SRR8106380,806535
ERR1373723,874834
SRR13115041,4815371
ERR959286,44826
SRR6289812,4464177
ERR1426789,1354001
SRR6020341,1462713
SRR17745564,46110
ERR411518,5511022
ERR1888239,582574
SRR5855251,26554789
SRR11214447,28598937
SRR9312994,11511932
SRR3179618,9533821
ERR1730603,1679490
ERR1821494,2108710
SRR12661556,19349881
ERR871314,1291976
SRR12874654,12605581
ERR1889211,413542
SRR8106670,793567
ERR968058,15018
SRR11302729,286238
ERR1124539,239877
SRR15424375,7355
SRR17007607,4956519
ERR1216613,599454
ERR1621458,908273
ERR1821510,2113253
SRR12661516,5491454
SRR2541817,7914848
ERR590780,918165
ERR202530,5689614
SRR6654303,452660
SRR1871872,116
SRR16299400,360176
ERR1216363,698847
ERR960856,5064
SRR11303350,220510
ERR759371,2405056
SRR11302467,444660
ERR1858025,2795987
SRR8867578,19012688
ERR1427103,154447
ERR1857643,2289759
SRR20869105,11930608
ERR960146,1150
SRR7444120,40779377
ERR1124987,810073
SRR1872597,553825
ERR1857866,2580435
ERR1204562,736590
SRR11610425,22510269
SRR5125201,16373630
SRR6468853,985531
SRR6469483,32519
ERR1475783,969466
ERR998289,708259
ERR1108217,1223316
SRR12974162,83437904
ERR1427224,381647
ERR1204268,469119
ERR960339,2
ERR2983449,16132422
SRR11302308,492385
SRR9198817,686356
ERR1204612,543817
SRR20746130,95589993
ERR1620534,366031
SRR1872341,282548
SRR1872802,243571
SRR5810826,792638
SRR10151840,209982
SRR10070698,394070
SRR9961219,19595405
SRR13716598,17605748
SRR6268092,8166210
ERR959875,47990
SRR7662094,31320
SRR6654989,359213
ERR1408858,1259366
ERR1892037,6594332
ERR1730509,1463765
SRR9849242,19375079
SRR11303348,227876
ERR1475799,749960
SRR19661767,1759794
SRR1062787,3086487
SRR2735233,42280506
SRR13376248,21807297
ERR963205,5808
ERR1730749,1059225
ERR738238,2328603
SRR3393529,24592794
ERR2154817,1041
SRR12037470,614609
SRR3393533,18804445
SRR13437206,31257933
SRR3381826,6958821
SRR1062790,3085675
SRR19571679,15547489
SRR12492971,31299069
ERR1888887,483157
ERR1396918,2413766
SRR11302888,302852
ERR1432011,420023
SRR5017063,5218395
SRR6469471,604278
ERR959552,17953
SRR13076836,9113503
SRR21518674,44545283
ERR718573,7057362
SRR5921028,35132275
ERR1216638,479062
ERR1251936,1230111
SRR6152620,21485116
SRR11302497,248442
ERR1108222,864123
ERR1730586,1606453
ERR1124576,2535529
ERR1099436,440428
ERR1415157,951408
SRR13426332,15740363
SRR19667663,20066531
ERR1730717,2096647
ERR759376,1822966
SRR12964278,28405874
SRR15927831,44547693
SRR6469112,1445419
ERR1426901,2101174
SRR13115066,2019599
SRR15831100,18814423
SRR870760,321158
SRR22428446,13518744
ERR1414926,776802
SRR13450054,27723876
SRR6654426,22017
SRR11519041,27589207
SRR13970398,60363815
ERR968114,19708
ERR960980,15
ERR1858095,2556886
ERR1374860,391
SRR5115717,31046290
SRR11427299,28372121
ERR659858,3019621
ERR999361,8808
SRR6506181,21691262
ERR1427184,252796
ERR7720658,52609820
SRR5443695,9375567
SRR16195467,3404810
SRR10323906,25484028
SRR9906797,26818828
ERR959827,5750
SRR6654680,404944
SRR14217657,11416857
ERR2723587,1374643
ERR1205322,18423
SRR10765084,8435124
SRR12194961,3856
ERR2723724,390827
SRR519750,144711664
SRR13091265,38201060
SRR12201313,30530435
ERR1730744,1237510
SRR8928775,15103600
ERR1395826,433255
SRR580558,4081838
ERR1252053,1338142
SRR870856,1819060
SRR10887498,227429
ERR830329,1848079
ERR871466,1361064
SRR6655284,285608
ERR853526,846239
ERR697924,2550093
SRR17247906,26845012
SRR12661618,24177484
SRR7699145,40337145
SRR7292739,30684363
ERR1889062,555026
SRR11039784,14629552
ERR998241,51397
ERR853549,775816
ERR2724002,538596
ERR998240,63367
ERR998293,460066
ERR960777,4
SRR13402907,21195180
ERR1889585,61190
ERR830348,1706648
ERR2723235,295777
SRR9198900,679145
SRR17723098,18249005
ERR1442918,1331091
SRR18516717,8614206
SRR2087778,11377433
ERR1396889,1806807
SRR10151926,132527
SRR11563217,12008445
SRR9198939,608469
ERR4648665,8511493
ERR958984,4
SRR6176738,34002106
ERR1216003,701693
SRR1062460,3111876
ERR1124691,106564
SRR17529063,38779946
SRR1062459,3118468
ERR1374445,485
ERR202576,406058
ERR960508,17028
SRR12650407,15855368
ERR1374680,808
SRR870952,618617
SRR11362970,17802710
ERR871574,2806367
SRR8255921,27392617
SRR18516707,1422398
ERR1431999,2430085
ERR1374227,2831
ERR1888226,24764
SRR17654918,26077567
SRR9198921,370466
SRR5687191,1638698
SRR10151638,278401
SRR13076828,8244666
SRR6654614,409790
SRR16530666,10646876
SRR8106278,436093
SRR9211489,28242773
SRR17720622,21853741
SRR8135955,18537898
ERR2154657,1107019
ERR949646,264146
SRR6494604,36973043
ERR1408859,403015
ERR1889128,193677
ERR871363,13553
SRR7789613,481336
SRR7299175,12801692
SRR1062275,582666
SRR1062792,3089279
SRR11684019,6376022
SRR1821844,35889171
SRR13450052,25310672
ERR1427396,281960
SRR10550576,19342702
ERR1475822,1186416
ERR1442849,1290167
ERR1374192,212
ERR1216423,374566
ERR853522,953207
SRR16299521,696287
ERR960180,328
SRR1872300,164
SRR21966826,16191825
SRR16299277,776589
SRR13979112,11698
SRR6250223,857419
ERR1475732,1247685
SRR14213381,14533904
ERR780295,1740790
SRR3381821,3702552
SRR11303118,132349
SRR6469297,913518
SRR11303043,294927
SRR6250213,504658
SRR6289710,4523218
SRR6655109,1176690
SRR10070809,873618
SRR1062386,3116396
ERR2146901,3848038
SRR8706242,8824475
SRR7535441,29534940
ERR2723461,477667
SRR6468844,696516
ERR962951,20698
SRR12874637,11546809
SRR12967073,18818424
ERR1373408,896533
SRR13074829,658888
SRR1062752,3109955
SRR15691871,0
SRR12493009,26308127
SRR18053105,41696264
ERR1889293,223364
SRR10323881,14868369
ERR2722998,393
ERR1415385,643461
ERR871307,2098607
SRR18042702,19229877
ERR718604,7255937
SRR11090053,3146937
ERR959700,26011
ERR1821825,2061292
SRR997333,2168800
SRR3655799,15862597
ERR1757566,1439423
SRR3113944,107548659
SRR1062737,3495806
ERR960678,0
SRR6468859,940511
SRR12492978,24996691
SRR1062558,3472305
SRR12045006,41220890
SRR1062219,3403704
SRR7119856,919936
SRR10974046,3153373
SRR1062338,3468060
SRR10436025,22704869
ERR2723132,384296
SRR5520646,28255515
ERR853631,774833
ERR959692,12796
SRR5342766,60843033
SRR10199505,18984263
SRR8457166,39899817
ERR1427031,144908
SRR8106633,861915
SRR1872525,97
SRR5382005,13546927
ERR1107961,764815
SRR13074869,465790
SRR11427324,27832825
SRR6908683,162129
ERR596622,2415425
SRR5942258,11849444
ERR1757704,1165135
ERR854796,1517981
ERR1218348,415937
SRR6469665,1652111
ERR1204307,468332
ERR1821764,1836049
SRR14693495,21240580
ERR667534,1092932
SRR1821837,36973914
ERR1215915,323729
SRR1872051,317108
ERR998223,11276
ERR1414813,875551
ERR1124438,1808579
SRR15927804,19546321
ERR1621571,929563
SRR5485630,24153826
ERR1408810,23139
ERR7131130,9690495
ERR1414827,897983
ERR667537,578304
ERR1415128,913549
ERR1204390,569809
ERR492322,1475218
SRR10550547,23145119
ERR958861,15939
ERR2723549,851491
SRR15662005,25006013
SRR22428444,17280860
ERR1888615,43
ERR1218458,254063
ERR1396944,34972
ERR1595116,6895980
SRR19594532,10636473
SRR12964279,20694674
SRR18516951,37620307
SRR5921095,43598233
SRR8106400,95539
SRR10151569,782827
ERR1216017,651996
ERR1408836,1174517
SRR9198932,778539
ERR1124703,62907
SRR13181572,24885866
ERR1892046,6161390
SRR16299296,190784
SRR3498281,6039010
SRR8787583,30974557
ERR960786,485
ERR1757468,1459339
SRR12974173,100034495
ERR1204338,718651
ERR1204235,808997
SRR9944759,59748869
SRR7535423,40857385
SRR6655296,358330
ERR1216315,932752
ERR1067171,2795054
ERR958788,161468
SRR18927206,8307391
SRR22018580,21902219
SRR18053125,41599312
SRR9899207,25193673
SRR12661594,20588833
SRR6784685,16173975
SRR13339154,19901850
SRR6469262,983481
SRR5683293,54607294
SRR10040064,6447364
ERR959482,10
ERR716920,2121249
ERR871443,49334
SRR6655011,132641
ERR1857629,2642151
ERR1215786,345421
SRR3581674,23469956
ERR232362,1071046
SRR5666982,10196544
ERR582943,89851
ERR1373426,787044
ERR854843,1450102
SRR2751002,38361771
SRR1872975,144369
ERR1108791,1558914
SRR1872069,201635
SRR7746632,7725371
SRR17547508,4041646
SRR519740,136883552
ERR1475834,1089109
SRR11140706,32158843
SRR5921074,53617380
ERR2723801,442035
SRR11951236,33788767
ERR7131152,9918993
ERR3266362,8923789
ERR1373554,783928
SRR10040068,7386114
SRR3923674,7799955
ERR926050,1710233
SRR6654261,724635
SRR9198930,576134
DRR032737,37273454
SRR13429146,37156062
SRR7883077,5942980
ERR1889298,2018995
SRR10136109,5267660
SRR12194811,6939
ERR1374751,592
ERR1099418,549024
SRR13115054,7557833
ERR1251977,1278273
SRR9198978,423865
SRR8305610,2496301
SRR6469729,1604701
ERR1216030,723205
ERR1395889,1502
SRR1062238,3106712
SRR6469638,532550
ERR1216568,650073
SRR7268827,9705258
SRR6072793,27139267
ERR959975,6
SRR6655264,587771
SRR7236658,1734825
SRR7886630,6530048
SRR18788788,5888681
ERR716899,1736267
SRR7410429,17858197
ERR1108527,1575441
ERR2723628,283958
SRR12661653,12989882
SRR6469269,3956
SRR11302829,595623
SRR11302460,418923
ERR2154735,768714
SRR16299599,158679
SRR16574818,24320939
SRR12786078,22577348
ERR1757532,1046645
SRR3083736,13495711
SRR13970397,58380744
SRR20283705,26186623
SRR5921046,38228601
SRR22805241,24611584
ERR1215929,440950
SRR3498289,1
ERR1410205,2286229
SRR16195494,8950066
SRR5163037,76269264
SRR5626510,68581424
ERR1821500,1909493
SRR12424273,82606
ERR596704,1457804
SRR8106656,1310269
SRR10126265,520477
SRR6469524,2058880
ERR1821586,1707818
ERR1395895,420729
SRR18192310,1019361
ERR1108068,446771
ERR853524,840904
ERR1888460,67580
SRR6469669,1135797
SRR2180313,23046820
SRR6654319,371458
ERR1730776,1544887
ERR1888076,136315
SRR13646758,63404861
SRR7801959,6185707
SRR6268040,2059498
ERR1215723,315310
ERR1442798,1621294
SRR535852,15497735
SRR9674276,13202061
SRR9211499,25483782
ERR1374248,1858
SRR11590405,24125727
SRR10990417,9899156
ERR697880,3113385
SRR5507581,12020575
SRR11801330,26102545
ERR1216784,367448
SRR8928881,923944
SRR13039586,20331179
SRR1028003,16591808
SRR10151822,2725365
ERR1215815,15389
SRR8526653,12936203
ERR1821657,1919572
ERR1889716,815510
ERR958783,3400
SRR13729827,23975126
SRR6468882,797778
ERR1373644,849456
ERR959755,0
ERR5005141,52918069
SRR5382038,11436208
SRR12877273,9446259
ERR960116,0
ERR1407544,15574
SRR14710789,17023127
SRR11427291,28397077
SRR11917488,16689389
ERR1821544,2031242
SRR7063576,35863285
SRR1871922,116029
ERR998204,569682
ERR1122837,1276819
SRR870891,629115
SRR11575113,8417841
SRR6469394,605919
ERR689866,2223075
SRR6268112,4174914
SRR11427206,20155927
ERR1215606,591963
SRR22129109,19212014
ERR968109,1189645
SRR19086719,23509578
ERR960048,167305
SRR11427386,26884251
SRR10988547,5340437
SRR9320538,8409085
ERR1620515,1854449
ERR998262,38368
ERR1205383,3985
ERR3266360,8796112
SRR13115084,11828708
SRR13729828,14640266
SRR13646771,57592967
SRR6469201,1101580
SRR13646786,63922148
ERR1892041,6077549
SRR1062607,3489453
SRR5934164,31165045
SRR16299529,266703
ERR1216409,655912
SRR13176107,20305894
ERR959545,0
SRR15712665,98314
SRR19571651,18183147
ERR998260,987442
ERR2723289,1808949
ERR600681,6202864
SRR8811931,8860874
ERR1205331,6386
SRR5893066,6200334
SRR13234646,4715795
SRR1872630,198138
ERR959486,7947
ERR1888717,887190
ERR689878,1940627
SRR14139674,27489145
ERR202592,388981
SRR3183438,24314157
ERR1218486,345272
SRR7268945,9632115
SRR5483544,9288268
ERR1415173,786205
SRR6250086,1154819
ERR2723505,749838
ERR1215532,449384
ERR2723667,432052
ERR1396935,3953674
SRR12083052,4012422
SRR6039229,11872785
ERR1757449,778926
SRR6268152,2491354
SRR6250192,688280
SRR1821801,52404749
SRR11923000,17078553
SRR10070689,193250
SRR6654758,362862
SRR10151807,1813075
SRR1872589,280640
ERR960009,7295
SRR3231266,74110
ERR1431997,1094598
SRR12194805,4719
ERR999215,473088
SRR12661677,90
SRR9198996,819286
ERR960799,2140
SRR14075695,21331801
ERR755666,1742727
SRR13074810,514388
SRR10735832,10438857
SRR8377211,3765931
ERR999340,12485
SRR13972065,14957830
ERR411472,16017170
SRR6469358,795786
ERR1215836,252004
SRR15564531,26411021
ERR963194,6664
SRR3231298,18386
SRR11302955,294049
SRR6814886,14152386
SRR6250078,828700
SRR15813416,175714174
ERR1216488,256481
ERR1889279,1427650
ERR959533,5578
SRR11293503,16916392
ERR1252071,1224102
ERR716791,4365
ERR1816513,1513042
ERR1124956,474937
ERR4140029,31490360
ERR3446744,4683240
ERR998255,653279
ERR1216024,871251
SRR17818765,7967843
SRR516551,4123121
SRR17630946,28044632
SRR9735176,29036885
ERR3266365,8005168
SRR17723103,22417846
SRR11107235,56566667
ERR1889706,598642
ERR998423,591706
ERR2146975,2406398
SRR12464082,22581828
ERR1888673,652586
SRR1555515,3309882
ERR1427021,119499
ERR2723230,1283
ERR667445,1459351
SRR8106489,819031
SRR5810743,165921
ERR1427299,245865
SRR8106377,88985
SRR5127983,18133759
SRR21617358,18031884
SRR18745503,11419931
SRR3470781,21095695
SRR11303064,158142
SRR12194854,5347
SRR16097999,284892070
SRR11303102,251839
SRR14902693,30315232
ERR2723411,485238
ERR667588,1406148
SRR1872367,466174
ERR1373589,771055
ERR1204389,544124
ERR959007,25412
ERR1888710,340549
SRR5921023,29579761
ERR1757591,1417085
SRR9850667,227049
ERR1858016,2264894
SRR15606833,30571993
ERR960152,44
ERR1373510,708612
SRR6760978,29730908
SRR17654951,10181278
SRR11448256,21451214
ERR1889631,517127
SRR18927188,8040750
ERR1374609,720
ERR1204456,754280
SRR18192320,3683320
SRR13074866,477836
SRR1872380,450695
SRR1872354,309763
SRR6468831,638490
ERR1124935,916841
SRR8787591,7212035
SRR17218098,127676583
ERR2723556,1066159
SRR959357,3704949
SRR16299584,807302
ERR2146887,3742981
SRR12194864,2187
ERR1216413,550823
SRR7119850,414391
ERR4968952,35585200
ERR1821556,1973196
ERR1252039,1214686
SRR12774365,132006954
ERR960224,11477
SRR6908621,26854
ERR998266,29817
ERR1857747,549863
ERR2723525,289883
SRR3381851,5989124
SRR1872762,30994
ERR3266391,7268848
SRR6654651,431048
ERR999223,7234
SRR6289715,4613225
ERR1730842,2061046
SRR6469695,1259498
SRR14428547,60686405
SRR17210876,31839990
SRR998902,3334039
ERR1621543,778856
ERR1252121,1492323
ERR657604,3047094
SRR13238437,964439
SRR7699162,33460900
SRR7746643,7593938
SRR11951247,31047514
ERR959022,1619
ERR1427250,383557
SRR1872275,237655
ERR1216012,740493
SRR3095294,33644904
ERR1374532,1531
SRR8135917,12123960
SRR5086600,33332845
ERR1373437,1083106
SRR10126325,237158
ERR999555,631379
SRR12661564,13389223
SRR6250100,41376
SRR15048107,8239245
ERR1124793,185555
SRR8305653,4582167
ERR960607,77
SRR17218118,116365181
ERR1124570,1061302
SRR12037343,570530
SRR10127646,19049601
SRR8106522,721666
SRR5893159,10489555
ERR2154682,1048709
SRR11185418,15611673
ERR999331,548109
SRR1821807,44350638
DRR162522,8492661
SRR13388644,57223519
SRR7410426,33131493
SRR9962803,14656142
SRR8106675,613257
SRR8106290,109232
SRR18296191,20991040
SRR14217575,28000310
ERR737703,2428155
SRR21966436,27268360
ERR1218460,409316
SRR11427423,25862632
SRR17235495,30108617
SRR12661652,12913238
SRR7905366,1005923
SRR1872253,153555
SRR11302271,155993
SRR6654588,662677
SRR12661651,10886490
SRR17714718,21557809
SRR8787716,1157232
SRR1167762,9287476
SRR13176113,19177010
SRR10038918,50817267
SRR6908691,198830
SRR12464102,20582252
SRR6469518,1058164
ERR1407573,641259
SRR6250309,67350
SRR6654431,128824
SRR8357665,25246799
ERR960305,7220
SRR6655210,606282
ERR1857976,2195958
DRR032731,35487956
SRR10776672,28240302
SRR5113039,6297710
SRR18788798,9341889
ERR1620585,348618
SRR10434085,43263126
ERR1620444,537304
DRR162493,2926903
ERR1730550,1376995
ERR659792,1744437
ERR1442780,1128449
SRR12888600,246176113
SRR13565186,423530984
ERR1475708,1256398
SRR5810868,833381
ERR959697,21870
SRR21218378,12188
ERR667468,1050895
ERR960422,3466
SRR10151844,1613056
SRR13450062,26880216
SRR8883736,182782
SRR5853082,12336943
ERR1888144,144090
SRR8782105,1798598
SRR6469200,1010783
ERR1415121,21855
ERR1621459,859327
ERR716933,2014754
ERR1108748,637387
ERR959570,47529
ERR2723161,273139
SRR5921033,35258190
ERR1889527,198509
ERR1730596,1375948
ERR1124976,1424750
SRR8928771,16270183
SRR9906820,35656282
SRR12749698,84135548
ERR853707,865563
ERR1124698,347486
ERR999378,49059
ERR573433,2041134
ERR998435,450720
SRR8787638,1530459
SRR10532693,263411342
SRR12037498,596882
SRR1062527,3124293
ERR596708,1062959
ERR2723868,382414
ERR1427268,269580
SRR6469555,1023399
SRR13979089,14723
ERR738220,2702801
SRR6039682,7112687
SRR12436773,14960488
SRR3228730,44955236
ERR3446745,5632684
ERR1475525,1065041
SRR12125398,7003455
DRR051065,80663309
SRR7535437,33852182
SRR392110,5742098
SRR10151970,1681232
ERR1125045,1037870
ERR737720,2000175
SRR3113938,121035670
SRR1062466,3119943
SRR13089283,197932366
SRR3381878,6813683
SRR12492974,36982396
SRR8298705,24708127
ERR1730506,1347094
SRR16647477,22578708
ERR1414825,673518
SRR7892006,1900793
SRR8383275,1218868
SRR6289806,4133700
SRR959372,3634115
SRR6268195,1110079
SRR5418447,6848340
ERR1407628,1224193
SRR11303076,148948
ERR1888073,255344
SRR11213703,33243109
SRR10151653,673810
SRR998887,3328689
ERR830299,2026799
ERR582906,96193
SRR18352683,1726480
SRR16298978,566071
ERR1821505,1900003
SRR5520631,23813216
SRR8305651,2494587
ERR968132,29159
SRR800046,42153659
ERR1475802,1317101
ERR1216676,404196
ERR853782,904996
SRR6469569,613003
ERR1427110,1115579
SRR5818018,10040892
ERR1107885,1610992
SRR1872537,45
SRR13015604,8847224
SRR1554479,641092
ERR2146978,18873963
ERR4910708,19792669
SRR7662154,448676
SRR11427391,22325604
SRR1062569,3480773
SRR6072783,28052614
SRR6261587,30107989
SRR10735835,12547742
SRR1797744,6092814
SRR9608474,3313805
SRR15710924,20508300
SRR22744755,20816019
ERR1757559,753531
ERR853586,1165071
SRR6654917,302177
SRR14567463,30327579
SRR6261602,13674156
SRR8928896,841689
ERR960912,0
SRR22805246,20426822
SRR10070775,857166
SRR11090028,2922416
ERR1888809,1083175
ERR959716,101141
ERR596706,1366285
ERR689848,1903862
SRR7789570,2524513
SRR11302601,308682
SRR14213374,12433160
SRR7886614,150006
SRR6908746,472099
ERR830303,1680802
ERR1857577,2141938
SRR8383261,7748864
SRR6654814,290120
SRR9849229,24615358
ERR1416096,690053
ERR1108118,710382
SRR6654590,1088
ERR1621554,897101
ERR737769,1825968
SRR13388649,72409991
ERR871305,1356828
ERR1416142,977656
ERR1821599,1831491
SRR5921169,35457941
ERR697947,2985692
ERR1816523,1985730
ERR1205359,74062
ERR1730557,757537
ERR1857615,2645315
SRR6921817,17826569
ERR1427375,214424
SRR8928947,598880
SRR6176690,24712812
ERR959509,5414
ERR1889177,1496574
SRR6818816,22486743
SRR13652353,16649582
SRR6289698,3232325
ERR1397013,70589
SRR10753200,990639
ERR1414918,768023
SRR6469777,1458447
ERR667492,2194652
SRR11542118,33056279
SRR13393449,17895983
SRR9854027,40010272
ERR998415,569322
ERR958812,240
SRR6654263,601072
SRR953576,95508
SRR18220777,4371321
ERR2723402,418798
SRR13242474,14773763
ERR590768,1993396
ERR4568381,25314441
ERR1124767,316211
SRR2180294,19992322
SRR17375069,250313248
ERR1204244,709630
SRR5810841,243083
SRR6249971,344454
SRR8106602,921029
SRR11303095,266009
ERR1408816,73500
SRR6232245,13314845
SRR5382004,16022615
SRR11554206,29374983
SRR18181451,3444267
ERR998299,647333
ERR1216637,684157
ERR1124564,1194997
SRR15321085,45153834
SRR6908753,560356
SRR8928776,15059686
SRR15606830,35154348
SRR16574814,24312521
SRR12083055,4489991
SRR1062398,215085
ERR1374686,7324
SRR11684026,10451875
ERR1888540,9509
SRR7041785,31101057
ERR716770,2008912
ERR1099410,377660
SRR10836790,11122395
ERR960520,185
ERR596594,2408092
ERR1122838,1798355
SRR5113028,6373241
ERR1124808,117657
ERR959329,193607
SRR15204085,11323352
SRR17547502,3246284
ERR830322,1505202
SRR18305962,17895173
SRR10956576,29369751
SRR14559687,21768222
ERR1889048,1183210
SRR9198654,632942
ERR871491,24503
SRR8106572,911435
SRR6811819,219601045
SRR15458889,24918120
SRR6814871,13024965
SRR1872468,37
SRR5683300,18609605
SRR3228720,38283982
ERR960619,33277
ERR871549,2186209
SRR10151705,228789
SRR5810761,1042812
SRR6020441,6
SRR6841458,28484622
ERR1416082,498098
ERR573415,2465827
ERR1889130,145411
SRR11303268,448040
SRR13376236,31917657
ERR1888359,287267
ERR1442830,1080376
ERR1216714,2521
ERR1475473,1003048
ERR1216756,416004
ERR999447,914150
SRR10836791,10898252
ERR1216572,419664
ERR596586,1867114
SRR10126254,536128
SRR17745594,114916
SRR1062380,3115432
ERR959401,10199
ERR1888956,58990
SRR5809482,14874542
SRR1872912,681178
SRR11302325,208456
SRR6908689,175557
SRR14713043,99503307
ERR1621499,735912
ERR853830,859298
ERR1757726,1678846
SRR2750994,38959396
ERR697911,2024076
ERR411516,4038956
ERR1621569,764603
SRR6176666,22232524
SRR10550510,21283318
SRR5810785,1029527
ERR1374790,3724
SRR7661982,799193
ERR689832,1950748
SRR9662036,18358457
SRR13238430,4633445
ERR1124858,56212
ERR853548,825666
SRR9875048,4913968
SRR1821841,33822447
SRR10989895,24092396
SRR8106619,917676
SRR3666782,43451370
SRR12083658,13523378
SRR10550549,19682909
ERR718584,6782485
ERR689811,2164870
ERR2724001,231136
ERR1857793,2535370
SRR7535407,31953734
SRR11590432,25707604
ERR1099517,356902
SRR13594963,135037
ERR960743,76
SRR6176726,27753440
ERR1431985,1554240
ERR718639,7015231
SRR14567468,20481732
SRR10887496,148892
SRR953574,11277410
ERR1373502,638924
SRR6469702,1284589
SRR16327302,13850668
SRR16299560,732602
SRR1265735,862753
ERR1216029,756663
ERR5838121,27166047
SRR11303086,424370
ERR716740,2129193
SRR6655014,374270
SRR6469796,1453555
SRR11448254,21160321
ERR1414798,746939
SRR6268057,6909652
ERR998388,11652
ERR1125073,857431
ERR1414997,563803
SRR5810753,69539
ERR1888269,655474
