fastq_name	median	unique	reads	size	compressed_size
ERR145639_2	101	1	36249462	12086474766	3764340801
ERR145646_1	101	1	4024174	1334242376	428084741
ERR145646_2	101	1	4024174	1334242376	427775683
ERR145647_1	101	1	53307647	17785506636	5471957386
ERR145647_2	101	1	53307647	17785506636	5511957333
ERR145648_1	101	1	1638387	541953140	176197321
ERR145648_2	101	1	1638387	541953140	178096143
ERR145649_1	101	1	37798878	12604819298	3663339911
ERR145649_2	101	1	37798878	12604819298	3667496649
ERR145650_1	101	1	1386327	458225646	148626964
ERR145650_2	101	1	1386327	458225646	150370205
ERR145651_1	101	1	23460236	7814865782	2265124202
ERR145651_2	101	1	23460236	7814865782	2267985115
ERR145652_1	101	1	1137666	375654776	122140541
ERR145652_2	101	1	1137666	375654776	123676888
ERR145653_1	101	1	21523243	7167798210	2085895389
ERR145653_2	101	1	21523243	7167798210	2089734079
ERR145654_1	101	1	400735	132078806	43322688
ERR145654_2	101	1	400735	132078806	43740665
ERR145655_1	101	1	31960084	10654287598	3101647239
ERR145655_2	101	1	31960084	10654287598	3108933734
ERR147026_1	101	1	14878832	4948765454	1568215970
ERR147026_2	101	1	14878832	4948765454	1577134270
ERR147027_1	101	1	17108861	5693783896	1812770260
ERR147027_2	101	1	17108861	5693783896	1812461176
ERR147028_1	101	1	15827247	5265700042	1679342952
ERR147028_2	101	1	15827247	5265700042	1676565337
ERR1475473_1	55	1	494592	90560508	18884036
ERR1475473_2	75	1	494592	110344188	29183624
ERR1475474_1	55	1	48128	8618616	1978451
ERR1475474_2	75	1	48128	10543736	2862272
ERR1475475_1	55	1	1641077	304078060	69524899
ERR1475475_2	75	1	1641077	369721140	104565104
ERR1475476_1	55	1	1208421	222738732	50675475
ERR1475476_2	75	1	1208421	271075572	76915334
ERR1475477_1	55	1	1204454	221992936	50746103
ERR1475477_2	75	1	1204454	270171096	76239846
ERR1475478_1	55	1	826722	151672428	34909187
ERR1475478_2	75	1	826722	184741308	52386007
ERR1475479_1	55	1	863565	158451540	36355607
ERR1475479_2	75	1	863565	192994140	54542770
ERR1475480_1	55	1	2422698	451022808	100047016
ERR1475480_2	75	1	2422698	547930728	151355719
ERR1475481_1	55	1	897916	164772124	38246244
ERR1475481_2	75	1	897916	200688764	56959484
ERR1475482_1	55	1	122880	22165500	4818679
ERR1475482_2	75	1	122880	27080700	7260400
ERR1475483_1	55	1	270336	49297404	10476391
ERR1475483_2	75	1	270336	60110844	16034828
ERR1475484_1	55	1	1843220	342080944	77282264
ERR1475484_2	75	1	1843220	415809744	116968567
ERR1475485_1	55	1	1162872	214175520	48896499
ERR1475485_2	75	1	1162872	260690400	73568527
ERR1475486_1	55	1	423936	77559804	16411162
ERR1475486_2	75	1	423936	94517244	24481429
ERR1475487_1	55	1	719739	131987556	31163487
ERR1475487_2	75	1	719739	160777116	48065812
ERR1475488_1	55	1	50176	8987256	2050847
ERR1475488_2	75	1	50176	10994296	2906024
ERR1475489_1	55	1	83968	15069816	3332903
ERR1475489_2	75	1	83968	18428536	4723472
ERR1475490_1	55	1	1224699	225798996	51949139
ERR1475490_2	75	1	1224699	274786956	77752632
ERR1475491_1	55	1	848789	155732756	36008021
ERR1475491_2	75	1	848789	189684316	54097669
ERR1475492_1	55	1	220160	40065020	8256703
ERR1475492_2	75	1	220160	48871420	12855961
ERR1475493_1	55	1	94208	16913016	3736891
ERR1475493_2	75	1	94208	20681336	5296561
ERR1475494_1	55	1	1190090	219292504	49888965
ERR1475494_2	75	1	1190090	266896104	75051317
ERR1475495_1	55	1	1870315	347174804	81356549
ERR1475495_2	75	1	1870315	421987404	121781497
ERR1475496_1	55	1	1201793	221492668	50899666
ERR1475496_2	75	1	1201793	269564388	76855274
ERR1475497_1	55	1	1582641	293092092	68128418
ERR1475497_2	75	1	1582641	356397732	104289030
ERR1475498_1	55	1	1575962	291836440	67421829
ERR1475498_2	75	1	1575962	354874920	101140443
ERR1475499_1	55	1	913580	167654300	39454653
ERR1475499_2	75	1	913580	204197500	59480754
ERR1475500_1	55	1	1262912	232983040	54298752
ERR1475500_2	75	1	1262912	283499520	82490051
ERR1475501_1	55	1	1195579	220324436	51434792
ERR1475501_2	75	1	1195579	268147596	79558900
ERR1475502_1	55	1	1733381	321431212	73976854
ERR1475502_2	75	1	1733381	390766452	114870941
ERR1475503_1	55	1	1718055	318549924	73685933
ERR1475503_2	75	1	1718055	387272124	111486188
ERR1475504_1	55	1	1301617	240259580	54634091
ERR1475504_2	75	1	1301617	292324260	83180048
ERR1475505_1	55	1	1430765	264539404	60447283
ERR1475505_2	75	1	1430765	321770004	92168517
ERR1475506_1	55	1	1741130	322888024	74140886
ERR1475506_2	75	1	1741130	392533224	112917310
ERR1475507_1	55	1	91136	16360056	3753817
ERR1475507_2	75	1	91136	20005496	5436858
ERR1475508_1	55	1	269312	49108988	10508323
ERR1475508_2	75	1	269312	59881468	16314595
ERR1475509_1	55	1	1127549	207534796	49158945
ERR1475509_2	75	1	1127549	252636756	73862241
ERR1475510_1	55	1	1872396	347566032	84542085
ERR1475510_2	75	1	1872396	422461872	128257083
ERR1475511_1	55	1	2002043	371939668	85627724
ERR1475511_2	75	1	2002043	452021388	128430288
ERR1475512_1	55	1	36864	6591096	1534617
ERR1475512_2	75	1	36864	8065656	2220357
ERR1475513_1	55	1	32768	5853816	1334051
ERR1475513_2	75	1	32768	7164536	1914397
ERR1475514_1	55	1	1234383	227619588	53910566
ERR1475514_2	75	1	1234383	276994908	80731009
ERR1475515_1	55	1	405504	74168316	16099920
ERR1475515_2	75	1	405504	90388476	24828541
ERR1475516_1	55	1	2102556	390836112	90126536
ERR1475516_2	75	1	2102556	474938352	135896922
ERR1475517_1	55	1	2323221	432321132	100079301
ERR1475517_2	75	1	2323221	525249972	150852318
ERR1475518_1	55	1	36864	6591096	1509844
ERR1475518_2	75	1	36864	8065656	2163293
ERR1475519_1	55	1	1716657	318287100	73628323
ERR1475519_2	75	1	1716657	386953380	111303723
ERR1475520_1	55	1	29696	5300856	1268122
ERR1475520_2	75	1	29696	6488696	1771697
ERR1475521_1	55	1	1312007	242212900	57913459
ERR1475521_2	75	1	1312007	294693180	86722538
ERR1475522_1	55	1	1238803	228450548	53811526
ERR1475522_2	75	1	1238803	278002668	81342165
ERR1475523_1	55	1	1668816	309292992	71646063
ERR1475523_2	75	1	1668816	376045632	108664692
ERR1475524_1	55	1	1834066	340359992	78284967
ERR1475524_2	75	1	1834066	413722632	121965545
ERR1475525_1	55	1	1703456	315805312	72655649
ERR1475525_2	75	1	1703456	383943552	110025239
ERR1475526_1	55	1	1748559	324284676	76590930
ERR1475526_2	75	1	1748559	394227036	115644674
ERR1475527_1	55	1	1401269	258994156	61066751
ERR1475527_2	75	1	1401269	315044916	91579707
ERR1475528_1	55	1	1823836	338436752	79136101
ERR1475528_2	75	1	1823836	411390192	116889098
ERR1475529_1	55	1	1648985	305564764	69015089
ERR1475529_2	75	1	1648985	371524164	106900768
ERR1475530_1	55	1	1581497	292877020	68442683
ERR1475530_2	75	1	1581497	356136900	101559921
ERR1475531_1	55	1	2934298	547203608	123755842
ERR1475531_2	75	1	2934298	664575528	187893203
ERR1475532_1	55	1	609280	111663100	23968859
ERR1475532_2	75	1	609280	136034300	35681918
ERR1475533_1	55	1	1513456	280085312	64123465
ERR1475533_2	75	1	1513456	340623552	98094452
ERR1475534_1	55	1	1314614	242703016	56244805
ERR1475534_2	75	1	1314614	295287576	83601884
ERR1475535_1	55	1	90112	16175736	3674523
ERR1475535_2	75	1	90112	19780216	5210314
ERR1475536_1	55	1	1821147	337931220	79691313
ERR1475536_2	75	1	1821147	410777100	117876668
ERR1475537_1	55	1	39936	7144056	1621971
ERR1475537_2	75	1	39936	8741496	2258339
ERR1475538_1	55	1	1839855	341448324	79805291
ERR1475538_2	75	1	1839855	415042524	119334398
ERR1475539_1	55	1	2019307	375185300	85997684
ERR1475539_2	75	1	2019307	455957580	130272693
ERR1475540_1	55	1	2417270	450002344	101223265
ERR1475540_2	75	1	2417270	546693144	154736250
ERR1475541_1	55	1	2049928	380942048	86672553
ERR1475541_2	75	1	2049928	462939168	131317953
ERR1475542_1	55	1	2198329	408841436	94587975
ERR1475542_2	75	1	2198329	496774596	144071849
ERR1475543_1	55	1	2265597	421487820	95995651
ERR1475543_2	75	1	2265597	512111700	145676676
ERR1475544_1	55	1	1955641	363216092	83160485
ERR1475544_2	75	1	1955641	441441732	123452581
ERR1475545_1	55	1	1920458	356601688	80434904
ERR1475545_2	75	1	1920458	433420008	121905323
ERR1475546_1	55	1	1652887	306298340	70642239
ERR1475546_2	75	1	1652887	372413820	105628256
ERR1475547_1	55	1	2457404	457547536	103568885
ERR1475547_2	75	1	2457404	555843696	155768009
ERR1475548_1	55	1	2010413	373513228	84567145
ERR1475548_2	75	1	2010413	453929748	128113530
ERR1475549_1	55	1	1913953	355378748	85712500
ERR1475549_2	75	1	1913953	431936868	120387143
ERR1475550_1	55	1	2338738	435238328	99982871
ERR1475550_2	75	1	2338738	528787848	148494442
ERR1475551_1	55	1	1933900	359128784	81442126
ERR1475551_2	75	1	1933900	436484784	123222615
ERR1475552_1	55	1	1016746	186703832	43576144
ERR1475552_2	75	1	1016746	227373672	66348047
ERR1475553_1	55	1	1783385	330831964	77170683
ERR1475553_2	75	1	1783385	402167364	113841865
ERR1475554_1	55	1	2650877	493920460	113268481
ERR1475554_2	75	1	2650877	599955540	175259829
ERR1475555_1	55	1	2973318	554539368	124516097
ERR1475555_2	75	1	2973318	673472088	189926061
ERR1475556_1	55	1	1911470	354911944	81608620
ERR1475556_2	75	1	1911470	431370744	124033294
ERR1475557_1	55	1	2478703	461551748	104130660
ERR1475557_2	75	1	2478703	560699868	159565791
ERR1475558_1	55	1	2476332	461106000	105437643
ERR1475558_2	75	1	2476332	560159280	159426188
ERR1475559_1	55	1	2031650	377505784	86892104
ERR1475559_2	75	1	2031650	458771784	130392344
ERR1475560_1	55	1	2083073	387173308	87953640
ERR1475560_2	75	1	2083073	470496228	132837441
ERR1475561_1	55	1	2477327	461293060	105781375
ERR1475561_2	75	1	2477327	560386140	159447244
ERR1475562_1	55	1	537600	98473980	21395101
ERR1475562_2	75	1	537600	119977980	32641689
ERR1475563_1	55	1	1791483	332354388	76424807
ERR1475563_2	75	1	1791483	404013708	114830866
ERR1475564_1	55	1	2038071	378712932	87888639
ERR1475564_2	75	1	2038071	460235772	130701466
ERR1475565_1	55	1	2559178	476681048	108387838
ERR1475565_2	75	1	2559178	579048168	160909439
ERR1475566_1	55	1	3008505	561154524	128594242
ERR1475566_2	75	1	3008505	681494724	191046079
ERR1475567_1	55	1	666509	122193236	27348440
ERR1475567_2	75	1	666509	148853596	44056194
ERR1475568_1	55	1	1585086	293551752	66047761
ERR1475568_2	75	1	1585086	356955192	100732080
ERR1475569_1	55	1	1007718	185006568	43097651
ERR1475569_2	75	1	1007718	225315288	64867702
ERR1475570_1	55	1	27648	4932216	1100445
ERR1475570_2	75	1	27648	6038136	1543279
ERR1475571_1	55	1	1192553	219755548	49776953
ERR1475571_2	75	1	1192553	267457668	75560124
ERR1475572_1	55	1	1187500	218805584	49802936
ERR1475572_2	75	1	1187500	266305584	74853404
ERR1475573_1	55	1	816029	149704916	34310621
ERR1475573_2	75	1	816029	182346076	51478849
ERR1475574_1	55	1	97280	17465976	3712730
ERR1475574_2	75	1	97280	21357176	5619162
ERR1475575_1	55	1	2390666	445000792	98240564
ERR1475575_2	75	1	2390666	540627432	148661366
ERR1475576_1	55	1	884238	162255372	37519122
ERR1475576_2	75	1	884238	197624892	55876042
ERR1475577_1	55	1	1006079	184698436	42671268
ERR1475577_2	75	1	1006079	224941596	63867846
ERR1475578_1	55	1	1612001	298611772	67400875
ERR1475578_2	75	1	1612001	363091812	102368209
ERR1475579_1	55	1	1815780	336922224	75791718
ERR1475579_2	75	1	1815780	409553424	114775887
ERR1475580_1	55	1	1145064	210827616	47946155
ERR1475580_2	75	1	1145064	256630176	72129856
ERR1475581_1	55	1	26624	4747896	1050294
ERR1475581_2	75	1	26624	5812856	1490972
ERR1475582_1	55	1	708867	129987108	30558181
ERR1475582_2	75	1	708867	158341788	47146223
ERR1475583_1	55	1	1038581	190808812	43931337
ERR1475583_2	75	1	1038581	232352052	66163052
ERR1475584_1	55	1	1610664	298360416	67587737
ERR1475584_2	75	1	1610664	362786976	101758109
ERR1475585_1	55	1	1207770	222616344	51005280
ERR1475585_2	75	1	1207770	270927144	76366614
ERR1475586_1	55	1	836114	153400556	35311368
ERR1475586_2	75	1	836114	186845116	53104487
ERR1475587_1	55	1	1527826	282786872	62826531
ERR1475587_2	75	1	1527826	343899912	96311873
ERR1475588_1	55	1	1126830	207399624	46930540
ERR1475588_2	75	1	1126830	252472824	70347460
ERR1475589_1	55	1	1173468	216167568	48980930
ERR1475589_2	75	1	1173468	263106288	73740900
ERR1475590_1	55	1	1848547	343082420	80015954
ERR1475590_2	75	1	1848547	417024300	119915186
ERR1475591_1	55	1	1185585	218445564	49950278
ERR1475591_2	75	1	1185585	265868964	75511660
ERR1475592_1	55	1	1564914	289759416	67029619
ERR1475592_2	75	1	1564914	352355976	102752617
ERR1475593_1	55	1	1557826	288426872	66329221
ERR1475593_2	75	1	1557826	350739912	99617964
ERR1475594_1	55	1	904132	165915868	38862296
ERR1475594_2	75	1	904132	202081148	58644791
ERR1475595_1	55	1	1251296	230799232	53538986
ERR1475595_2	75	1	1251296	280851072	81487426
ERR1475596_1	55	1	1181489	217675516	50575531
ERR1475596_2	75	1	1181489	264935076	78309323
ERR1475597_1	55	1	32768	5853816	1315263
ERR1475597_2	75	1	32768	7164536	1936071
ERR1475598_1	55	1	1698498	314873208	72522848
ERR1475598_2	75	1	1698498	382813128	109810372
ERR1475599_1	55	1	1283723	236895508	53634964
ERR1475599_2	75	1	1283723	288244428	81723262
ERR1475600_1	55	1	1410164	260666416	59288685
ERR1475600_2	75	1	1410164	317072976	90504902
ERR1475601_1	55	1	1721995	319290644	72980524
ERR1475601_2	75	1	1721995	388170444	111238831
ERR1475602_1	55	1	1457791	269620292	62270174
ERR1475602_2	75	1	1457791	327931932	94763052
ERR1475603_1	55	1	1929102	358226760	82768673
ERR1475603_2	75	1	1929102	435390840	126084146
ERR1475604_1	55	1	1112244	204657456	48334910
ERR1475604_2	75	1	1112244	249147216	72569225
ERR1475605_1	55	1	1867210	346591064	84023346
ERR1475605_2	75	1	1867210	421279464	127608172
ERR1475606_1	55	1	238592	43456508	9265861
ERR1475606_2	75	1	238592	53000188	14093256
ERR1475607_1	55	1	1130488	208087328	48674011
ERR1475607_2	75	1	1130488	253306848	73473716
ERR1475608_1	55	1	1742495	323144644	74677862
ERR1475608_2	75	1	1742495	392844444	114334270
ERR1475609_1	55	1	37888	6775416	1549865
ERR1475609_2	75	1	37888	8290936	2345366
ERR1475610_1	55	1	1530663	283320228	66148283
ERR1475610_2	75	1	1530663	344546748	99979375
ERR1475611_1	55	1	2077269	386082156	88626341
ERR1475611_2	75	1	2077269	469172916	133794943
ERR1475612_1	55	1	2301524	428242096	98660379
ERR1475612_2	75	1	2301524	520303056	148951055
ERR1475613_1	55	1	36864	6591096	1501404
ERR1475613_2	75	1	36864	8065656	2144493
ERR1475614_1	55	1	1697022	314595720	72428823
ERR1475614_2	75	1	1697022	382476600	109603988
ERR1475615_1	55	1	2063245	383445644	90655510
ERR1475615_2	75	1	2063245	465975444	132471548
ERR1475616_1	55	1	1297503	239486148	57025079
ERR1475616_2	75	1	1297503	291386268	85434008
ERR1475617_1	55	1	1226322	226104120	52979633
ERR1475617_2	75	1	1226322	275157000	80225352
ERR1475618_1	55	1	1645839	304973316	70285941
ERR1475618_2	75	1	1645839	370806876	106814928
ERR1475619_1	55	1	1809880	335813024	76892080
ERR1475619_2	75	1	1809880	408208224	119865870
ERR1475620_1	55	1	1679887	311374340	71287250
ERR1475620_2	75	1	1679887	378569820	108080511
ERR1475621_1	55	1	23552	4194936	954266
ERR1475621_2	75	1	23552	5137016	1402029
ERR1475622_1	55	1	1386094	256141256	60149240
ERR1475622_2	75	1	1386094	311585016	90313548
ERR1475623_1	55	1	1804703	334839748	77889047
ERR1475623_2	75	1	1804703	407027868	115206939
ERR1475624_1	55	1	1627384	301503776	67779136
ERR1475624_2	75	1	1627384	366599136	105166438
ERR1475625_1	55	1	1562562	289317240	67312334
ERR1475625_2	75	1	1562562	351819720	99984263
ERR1475626_1	55	1	2896670	540129544	121580242
ERR1475626_2	75	1	2896670	655996344	184891354
ERR1475627_1	55	1	1994337	370490940	84852576
ERR1475627_2	75	1	1994337	450264420	127304146
ERR1475628_1	55	1	1495304	276672736	63043409
ERR1475628_2	75	1	1495304	336484896	96569963
ERR1475629_1	55	1	1303854	240680136	55517329
ERR1475629_2	75	1	1303854	292834296	82604884
ERR1475630_1	55	1	1956168	363315168	84319932
ERR1475630_2	75	1	1956168	441561888	126716307
ERR1475631_1	55	1	1800302	334012360	78384613
ERR1475631_2	75	1	1800302	406024440	116071422
ERR1475632_1	55	1	1949123	361990708	83366586
ERR1475632_2	75	1	1949123	439955628	126027529
ERR1475633_1	55	1	1821642	338024280	78629661
ERR1475633_2	75	1	1821642	410889960	117706458
ERR1475634_1	55	1	1991742	370003080	84400896
ERR1475634_2	75	1	1991742	449672760	128035941
ERR1475635_1	55	1	686080	125794300	26420057
ERR1475635_2	75	1	686080	153237500	41003948
ERR1475636_1	55	1	2022714	375825816	85116931
ERR1475636_2	75	1	2022714	456734376	129099075
ERR1475637_1	55	1	2175101	404474572	93140691
ERR1475637_2	75	1	2175101	491478612	142051567
ERR1475638_1	55	1	2241927	417037860	94573263
ERR1475638_2	75	1	2241927	506714940	143684071
ERR1475639_1	55	1	1927847	357990820	81607152
ERR1475639_2	75	1	1927847	435104700	121223898
ERR1475640_1	55	1	82944	14885496	3314855
ERR1475640_2	75	1	82944	18203256	4771245
ERR1475641_1	55	1	1635013	302938028	69552808
ERR1475641_2	75	1	1635013	368338548	104062519
ERR1475642_1	55	1	2424658	451391288	101699153
ERR1475642_2	75	1	2424658	548377608	153071614
ERR1475643_1	55	1	1986327	368985060	83168530
ERR1475643_2	75	1	1986327	448438140	126127345
ERR1475644_1	55	1	1884814	349900616	84331393
ERR1475644_2	75	1	1884814	425293176	118078596
ERR1475645_1	55	1	2311722	430159320	98341845
ERR1475645_2	75	1	2311722	522628200	146191676
ERR1475646_1	55	1	1907630	354190024	79948567
ERR1475646_2	75	1	1907630	430495224	120989729
ERR1475647_1	55	1	1005889	184662716	42896192
ERR1475647_2	75	1	1005889	224898276	65400051
ERR1475648_1	55	1	1760759	326578276	75810065
ERR1475648_2	75	1	1760759	397008636	111951982
ERR1475649_1	55	1	2614127	487011460	111198096
ERR1475649_2	75	1	2614127	591576540	172233105
ERR1475650_1	55	1	2939039	548094916	122464988
ERR1475650_2	75	1	2939039	665656476	187106675
ERR1475651_1	55	1	1883999	349747396	80074454
ERR1475651_2	75	1	1883999	425107356	121737802
ERR1475652_1	55	1	2444860	455189264	102340383
ERR1475652_2	75	1	2444860	552983664	156766598
ERR1475653_1	55	1	2448886	455946152	103751653
ERR1475653_2	75	1	2448886	553901592	157060937
ERR1475654_1	55	1	2005392	372569280	85776854
ERR1475654_2	75	1	2005392	452784960	128237827
ERR1475655_1	55	1	2057561	382377052	86489344
ERR1475655_2	75	1	2057561	464679492	130713368
ERR1475656_1	55	1	2450692	456285680	104116188
ERR1475656_2	75	1	2450692	554313360	157112955
ERR1475657_1	55	1	1849975	343350884	79310985
ERR1475657_2	75	1	1849975	417349884	120229292
ERR1475658_1	55	1	116736	21035004	4829898
ERR1475658_2	75	1	116736	25704444	7047526
ERR1475659_1	55	1	2013650	374121784	86463173
ERR1475659_2	75	1	2013650	454667784	128664173
ERR1475660_1	55	1	2527689	470761116	106536674
ERR1475660_2	75	1	2527689	571868676	158281629
ERR1475661_1	55	1	2967672	553477920	126230628
ERR1475661_2	75	1	2967672	672184800	187731607
ERR1475662_1	55	1	658998	120811212	26897476
ERR1475662_2	75	1	658998	147171132	43424304
ERR1475663_1	55	1	1442036	266658352	58877935
ERR1475663_2	75	1	1442036	324339792	90456615
ERR1475664_1	55	1	34816	6222456	1390688
ERR1475664_2	75	1	34816	7615096	2033498
ERR1475665_1	55	1	1489832	275644000	61478167
ERR1475665_2	75	1	1489832	335237280	93328618
ERR1475666_1	55	1	1090384	200547776	44645872
ERR1475666_2	75	1	1090384	244163136	68203869
ERR1475667_1	55	1	1089864	200450016	44753609
ERR1475667_2	75	1	1089864	244044576	67794681
ERR1475668_1	55	1	747246	137048844	30768726
ERR1475668_2	75	1	747246	166938684	46566955
ERR1475669_1	55	1	776946	142513644	31920391
ERR1475669_2	75	1	776946	173591484	48264407
ERR1475670_1	55	1	2191021	407467532	88095976
ERR1475670_2	75	1	2191021	495108372	134487147
ERR1475671_1	55	1	819192	150286908	33986175
ERR1475671_2	75	1	819192	183054588	51108177
ERR1475672_1	55	1	924317	169629908	38480902
ERR1475672_2	75	1	924317	206602588	57916558
ERR1475673_1	55	1	1476231	273087012	60483048
ERR1475673_2	75	1	1476231	332136252	92519874
ERR1475674_1	55	1	52224	9355896	2057342
ERR1475674_2	75	1	52224	11444856	2998542
ERR1475675_1	55	1	1038202	190737560	42651116
ERR1475675_2	75	1	1038202	232265640	64592910
ERR1475676_1	55	1	1149610	211682264	47077330
ERR1475676_2	75	1	1149610	257666664	71452290
ERR1475677_1	55	1	645477	118323348	11140107
ERR1475677_2	75	1	645477	144142428	15696275
ERR1475678_1	55	1	947206	173841484	39267623
ERR1475678_2	75	1	947206	211729724	59620505
ERR1475679_1	55	1	1471571	272210932	60623302
ERR1475679_2	75	1	1471571	331073772	91914927
ERR1475680_1	55	1	1103257	202967900	45709328
ERR1475680_2	75	1	1103257	247098180	68898921
ERR1475681_1	55	1	775825	142307380	32077037
ERR1475681_2	75	1	775825	173340380	48654234
ERR1475682_1	55	1	1388049	256508796	55905139
ERR1475682_2	75	1	1388049	312030756	86342712
ERR1475683_1	55	1	1025835	188412564	41920348
ERR1475683_2	75	1	1025835	229445964	63182182
ERR1475684_1	55	1	1069146	196555032	43763899
ERR1475684_2	75	1	1069146	239320872	66365617
ERR1475685_1	55	1	1728336	320482752	73081854
ERR1475685_2	75	1	1728336	389616192	110893604
ERR1475686_1	55	1	1109521	204145532	45559134
ERR1475686_2	75	1	1109521	248526372	69865763
ERR1475687_1	55	1	1451399	268418596	60724446
ERR1475687_2	75	1	1451399	326474556	94302307
ERR1475688_1	55	1	102400	18397180	4123101
ERR1475688_2	75	1	102400	22493180	5916069
ERR1475689_1	55	1	841960	154476220	35441963
ERR1475689_2	75	1	841960	188154620	53974269
ERR1475690_1	55	1	1159161	213477852	48521995
ERR1475690_2	75	1	1159161	259844292	74597202
ERR1475691_1	55	1	1094077	201242060	45936790
ERR1475691_2	75	1	1094077	245005140	71771456
ERR1475692_1	55	1	1575037	291662540	65569212
ERR1475692_2	75	1	1575037	354664020	102846286
ERR1475693_1	55	1	1572922	291264920	65764460
ERR1475693_2	75	1	1572922	354181800	100540759
ERR1475694_1	55	1	1180375	217466084	48279693
ERR1475694_2	75	1	1180375	264681084	74234334
ERR1475695_1	55	1	418816	76617724	15883383
ERR1475695_2	75	1	418816	93370364	24976558
ERR1475696_1	55	1	1592612	294966640	66097264
ERR1475696_2	75	1	1592612	358671120	101693148
ERR1475697_1	55	1	25600	4563576	1032410
ERR1475697_2	75	1	25600	5587576	1485105
ERR1475698_1	55	1	1794826	332982872	75403968
ERR1475698_2	75	1	1794826	404775912	115979337
ERR1475699_1	55	1	205824	37427196	8131159
ERR1475699_2	75	1	205824	45660156	12596134
ERR1475700_1	55	1	1745654	323738536	77299658
ERR1475700_2	75	1	1745654	393564696	118130223
ERR1475701_1	55	1	1855941	344472492	77371226
ERR1475701_2	75	1	1855941	418710132	117282172
ERR1475702_1	55	1	20480	3641976	823210
ERR1475702_2	75	1	20480	4461176	1193698
ERR1475703_1	55	1	1612784	298758976	67754352
ERR1475703_2	75	1	1612784	363270336	104759664
ERR1475704_1	55	1	1136263	209173028	48314278
ERR1475704_2	75	1	1136263	254623548	73204980
ERR1475705_1	55	1	1416689	261893116	59910786
ERR1475705_2	75	1	1416689	318560676	91458243
ERR1475706_1	55	1	1928782	358166600	80439720
ERR1475706_2	75	1	1928782	435317880	122826321
ERR1475707_1	55	1	2120326	394176872	88888418
ERR1475707_2	75	1	2120326	478989912	135594662
ERR1475708_1	55	1	2046168	380235168	85004448
ERR1475708_2	75	1	2046168	462081888	132594282
ERR1475709_1	55	1	1569641	290648092	65604899
ERR1475709_2	75	1	1569641	353433732	100287102
ERR1475710_1	55	1	1911551	354927172	82033082
ERR1475710_2	75	1	1911551	431389212	121621169
ERR1475711_1	55	1	1189492	219180080	51485940
ERR1475711_2	75	1	1189492	266759760	77380079
ERR1475712_1	55	1	1137128	209335648	47940367
ERR1475712_2	75	1	1137128	254820768	73593312
ERR1475713_1	55	1	53248	9540216	2117302
ERR1475713_2	75	1	53248	11670136	3153033
ERR1475714_1	55	1	1650170	305787544	68625393
ERR1475714_2	75	1	1650170	371794344	108057272
ERR1475715_1	55	1	1555155	287924724	64485867
ERR1475715_2	75	1	1555155	350130924	98934575
ERR1475716_1	55	1	1578517	292316780	67435053
ERR1475716_2	75	1	1578517	355457460	102538959
ERR1475717_1	55	1	1285349	237201196	54676779
ERR1475717_2	75	1	1285349	288615156	82729527
ERR1475718_1	55	1	1682700	311903184	70778698
ERR1475718_2	75	1	1682700	379211184	106260665
ERR1475719_1	55	1	1481613	274098828	60392963
ERR1475719_2	75	1	1481613	333363348	94460373
ERR1475720_1	55	1	1446171	267435732	60814125
ERR1475720_2	75	1	1446171	325282572	91428566
ERR1475721_1	55	1	2652357	494198700	109058104
ERR1475721_2	75	1	2652357	600292980	167463105
ERR1475722_1	55	1	1835916	340707792	76574701
ERR1475722_2	75	1	1835916	414144432	115819789
ERR1475723_1	55	1	1383866	255722392	57183938
ERR1475723_2	75	1	1383866	311077032	88304128
ERR1475724_1	55	1	1209191	222883492	50362281
ERR1475724_2	75	1	1209191	271251132	75676218
ERR1475725_1	55	1	1810723	335971508	76552341
ERR1475725_2	75	1	1810723	408400428	115998576
ERR1475726_1	55	1	1668850	309299384	70971961
ERR1475726_2	75	1	1668850	376053384	106505847
ERR1475727_1	55	1	36864	6591096	1456292
ERR1475727_2	75	1	36864	8065656	2049848
ERR1475728_1	55	1	1678965	311201004	70854879
ERR1475728_2	75	1	1678965	378359604	107312665
ERR1475729_1	55	1	1844243	342273268	76468341
ERR1475729_2	75	1	1844243	416042988	117094118
ERR1475730_1	55	1	2185489	406427516	89300948
ERR1475730_2	75	1	2185489	493847076	137716342
ERR1475731_1	55	1	1849379	343238836	76212760
ERR1475731_2	75	1	1849379	417213996	116599168
ERR1475732_1	55	1	2014910	374358664	84253861
ERR1475732_2	75	1	2014910	454955064	130285280
ERR1475733_1	55	1	98304	17650296	3830041
ERR1475733_2	75	1	98304	21582456	5503609
ERR1475734_1	55	1	1775050	329264984	73407831
ERR1475734_2	75	1	1775050	400266984	110142071
ERR1475735_1	55	1	30720	5485176	1198964
ERR1475735_2	75	1	30720	6713976	1725554
ERR1475736_1	55	1	1495313	276674428	62299614
ERR1475736_2	75	1	1495313	336486948	94061174
ERR1475737_1	55	1	2252996	419118832	92315309
ERR1475737_2	75	1	2252996	509238672	140471092
ERR1475738_1	55	1	1837831	341067812	75227459
ERR1475738_2	75	1	1837831	414581052	115334898
ERR1475739_1	55	1	1727167	320262980	76788425
ERR1475739_2	75	1	1727167	389349660	106837130
ERR1475740_1	55	1	2119771	394072532	88243414
ERR1475740_2	75	1	2119771	478863372	132518145
