fastq_name	median	unique	reads	size	compressed_size
SRR8591736_1	151	1	22926042	8799168974	1887254503
SRR8591736_2	151	1	22926042	8799168974	2033003182
SRR8591737_1	150	1	46786116	17921424132	3802364278
SRR8591737_2	150	1	46786116	17921424132	4058018554
SRR8591738_1	150	1	26952541	10305331332	1838109508
SRR8591738_2	150	1	26952541	10305331332	1885162084
SRR8591739_1	150	1	29044172	11108517636	1899885695
SRR8591739_2	150	1	29044172	11108517636	1948283399
SRR8591740_1	150	1	44117884	16896823044	3613501014
SRR8591740_2	150	1	44117884	16896823044	3888191969
SRR8591741_1	150	1	21521327	8219745156	1497945237
SRR8591741_2	150	1	21521327	8219745156	1541304167
SRR8591742_1	150	1	23850064	9113980164	1513133663
SRR8591742_2	150	1	23850064	9113980164	1556255474
SRR8591743_1	151	1	20003506	7673714924	1652987654
SRR8591743_2	151	1	20003506	7673714924	1890584189
SRR8591744_1	150	1	45047994	17253985284	3552727323
SRR8591744_2	150	1	45047994	17253985284	3761575146
SRR8591745_1	150	1	32563229	12459835524	2298090656
SRR8591745_2	150	1	32563229	12459835524	2380158087
SRR8591746_1	150	1	28787751	11010051972	1979384222
SRR8591746_2	150	1	28787751	11010051972	2001642442
SRR8591747_1	150	1	40292751	15427971972	3292642312
SRR8591747_2	150	1	40292751	15427971972	3489883802
SRR8591748_1	150	1	24425600	10992114204	1720725261
SRR8591748_2	150	1	24425600	10992114204	1755272957
SRR8591749_1	150	1	28975669	11082212484	1901600151
SRR8591749_2	150	1	28975669	11082212484	2008907231
SRR8591750_1	150	1	34516908	13210048260	2848008196
SRR8591750_2	150	1	34516908	13210048260	3016277494
SRR8591751_1	150	1	26398624	10092627204	1797786932
SRR8591751_2	150	1	26398624	10092627204	1872493841
SRR8591752_1	150	1	37147777	14220301956	2510927128
SRR8591752_2	150	1	37147777	14220301956	2552073100
SRR8592248	147	1	75409393	33050461830	8856643857
SRR8592249	147	1	76392383	33482934168	8953688245
SRR8592250	147	1	75668855	33164642636	8869984204
SRR8592251	147	1	76703872	33619975104	8973516870
SRR8599806_1	76	1	65246962	15143635540	3048936978
SRR8599806_2	76	1	65246962	15143305194	3222658889
SRR8599807_1	76	1	63195057	14674411036	2963692231
SRR8599807_2	76	1	63195057	14667233372	3148243823
SRR8599808_1	76	1	63753352	14801889754	2962841405
SRR8599808_2	76	1	63753352	14796516562	3140382665
SRR8599809_1	76	1	63857361	14819541468	2982168604
SRR8599809_2	76	1	63857361	14820210274	3155345423
SRR8599810_1	76	1	54746632	12708947844	2551327142
SRR8599810_2	76	1	54746632	12701687044	2703072120
SRR8599811_1	76	1	64289000	14925760052	3005982193
SRR8599811_2	76	1	64289000	14921127032	3186006512
SRR8599812_1	76	1	58911690	13667440690	2831120723
SRR8599812_2	76	1	58911690	13666674992	2985936898
SRR8599813_1	76	1	64177351	14893613500	3007792981
SRR8599813_2	76	1	64177351	14893257462	3178596967
SRR8632323	50	1	1975484	469875846	87923676
SRR8632324	50	1	2021563	480888588	83886492
SRR8632325	50	1	3604330	859137842	137931210
SRR8632326	50	1	3522733	839636730	132129537
SRR8632327	50	1	2855962	680293252	111424878
SRR8632328_1	76	1	33886180	7884921708	1578116302
SRR8632328_2	76	1	33886180	7884921708	1728285377
SRR8632330_1	76	1	29110906	6767507592	1356106704
SRR8632330_2	76	1	29110906	6767507592	1492857817
SRR8632331_1	76	1	29091360	6762933828	1365463680
SRR8632331_2	76	1	29091360	6762933828	1472171976
SRR8632332_1	76	1	24830237	5765831046	1155690187
SRR8632332_2	76	1	24830237	5765831046	1276285523
SRR8632333_1	76	1	27767779	6453215874	1287353467
SRR8632333_2	76	1	27767779	6453215874	1424006022
SRR8647258_1	101	1	36011341	10254799114	1791550557
SRR8647258_2	101	1	36011341	10254799114	1864973775
SRR8647259_1	101	1	36082845	10275249258	1780548956
SRR8647259_2	101	1	36082845	10275249258	1865872592
SRR8647260_1	101	1	36215117	10313079050	1803505353
SRR8647260_2	101	1	36215117	10313079050	1892140197
SRR8647261_1	101	1	35264477	10041196010	1744330844
SRR8647261_2	101	1	35264477	10041196010	1846259992
SRR8647262_1	101	1	35836578	10204816896	1767839656
SRR8647262_2	101	1	35836578	10204816896	1859719370
SRR8647263_1	101	1	36609549	10425886602	1808028903
SRR8647263_2	101	1	36609549	10425886602	1911244010
SRR8663317_1	150	1	33105549	12668086404	2655022527
SRR8663317_2	150	1	33105549	12668086404	2902272399
SRR8663318_1	150	1	39107144	14972698884	3224585400
SRR8663318_2	150	1	39107144	14972698884	3590618718
SRR8663319_1	150	1	44270968	16955607300	3547940741
SRR8663319_2	150	1	44270968	16955607300	3887387941
SRR8663320_1	150	1	48730170	18667940868	3776568351
SRR8663320_2	150	1	48730170	18667940868	4179126324
SRR8663321_1	150	1	45554190	17448364548	3675017434
SRR8663321_2	150	1	45554190	17448364548	3987710463
SRR8663322_1	150	1	48352699	18522992004	3932363682
SRR8663322_2	150	1	48352699	18522992004	4281274840
SRR8663323_1	150	1	43820965	16782806148	3545706261
SRR8663323_2	150	1	43820965	16782806148	3774053090
SRR8663324_1	150	1	52212801	20005271172	4031808868
SRR8663324_2	150	1	52212801	20005271172	4311718551
SRR8663325_1	150	1	75214785	28838033028	5659329921
SRR8663325_2	150	1	75214785	28838033028	6507648474
SRR8663326_1	150	1	47822118	18319248900	3617364661
SRR8663326_2	150	1	47822118	18319248900	4119781565
SRR8663327_1	150	1	116881841	44905709900	8695398246
SRR8663327_2	150	1	116881841	44905709900	10007453693
SRR8663328_1	150	1	61497723	23570681220	4498989319
SRR8663328_2	150	1	61497723	23570681220	5202275263
SRR8663329_1	150	1	71950192	27584429316	5162523789
SRR8663329_2	150	1	71950192	27584429316	5687176952
SRR8663330_1	150	1	85670821	32853150852	6030207321
SRR8663330_2	150	1	85670821	32853150852	6672212310
SRR8663331_1	150	1	76662051	29393783172	5348149915
SRR8663331_2	150	1	76662051	29393783172	5837184255
SRR8663332_1	150	1	73204699	28066160004	5087507794
SRR8663332_2	150	1	73204699	28066160004	5600724316
SRR8663333_1	150	1	68027258	26078022660	4928230810
SRR8663333_2	150	1	68027258	26078022660	5486178241
SRR8663334_1	150	1	70856812	27164571396	5204775082
SRR8663334_2	150	1	70856812	27164571396	5985486214
SRR8706239_1	100	1	8789055	2994710904	615136343
SRR8706239_2	100	1	8789055	2994710904	681197517
SRR8706240_1	100	1	8825421	3007110198	615187863
SRR8706240_2	100	1	8825421	3007110198	682794761
SRR8706241_1	100	1	11228426	3828959036	792388684
SRR8706241_2	100	1	11228426	3828959036	859816984
SRR8706242_1	100	1	11285255	3848424610	793295927
SRR8706242_2	100	1	11285255	3848424610	861779197
SRR8706243_1	100	1	9735460	3317419320	668004900
SRR8706243_2	100	1	9735460	3317419320	738734841
SRR8706244_1	100	1	9762709	3326705404	667126942
SRR8706244_2	100	1	9762709	3326705404	739383683
SRR8706245_1	100	1	12096281	4126619602	834369079
SRR8706245_2	100	1	12096281	4126619602	922807282
SRR8706246_1	100	1	12155173	4146796106	835134061
SRR8706246_2	100	1	12155173	4146796106	925582673
SRR8706247_1	100	1	13025881	4445448766	892394869
SRR8706247_2	100	1	13025881	4445448766	984251447
SRR8706248_1	100	1	13039227	4450020242	889429847
SRR8706248_2	100	1	13039227	4450020242	983108987
SRR8706249_1	100	1	10845517	3697626008	726391144
SRR8706249_2	100	1	10845517	3697626008	799097477
SRR8706250_1	100	1	10894172	3714317980	726596985
SRR8706250_2	100	1	10894172	3714317980	800770861
SRR8706251_1	100	1	10740098	3661460646	690422459
SRR8706251_2	100	1	10740098	3661460646	767319090
SRR8706252_1	100	1	10777023	3674176946	689819244
SRR8706252_2	100	1	10777023	3674176946	768497623
SRR8706253_1	101	1	8049187	2758492506	502128018
SRR8706253_2	101	1	8049187	2758492506	532574958
SRR8706254_1	101	1	8035742	2753873594	498366068
SRR8706254_2	101	1	8035742	2753873594	528358266
SRR8706255_1	101	1	7680901	2632174168	475045189
SRR8706255_2	101	1	7680901	2632174168	502967726
SRR8706256_1	101	1	7739064	2652112208	477003035
SRR8706256_2	101	1	7739064	2652112208	504976372
SRR8706257_1	101	1	8350496	2861828962	523160288
SRR8706257_2	101	1	8350496	2861828962	559267099
SRR8706258_1	101	1	8388973	2875017344	523632804
SRR8706258_2	101	1	8388973	2875017344	559306084
SRR8706259_1	101	1	8324532	2852931474	538112657
SRR8706259_2	101	1	8324532	2852931474	565559731
SRR8706260_1	101	1	8361729	2865676716	538026281
SRR8706260_2	101	1	8361729	2865676716	565056570
SRR870722	76	1	4000000	1193725804	217796621
SRR870723	76	1	3768017	1124416494	207534696
SRR870724	76	1	4000000	1193691570	110213384
SRR870725	76	1	4000000	1193600912	199501442
SRR870726	76	1	4000000	1193529334	209273667
SRR870727	76	1	4000000	1193619812	196119781
SRR870728	76	1	3877037	1156916490	206130071
SRR870729	76	1	4000000	1193644420	198334164
SRR870730	76	1	4000000	1193654978	202964727
SRR870731	76	1	4000000	1193670526	204842205
SRR870732	76	1	4000000	1193688520	192146623
SRR870733	76	1	4000000	1193704774	198518240
SRR870734	76	1	4000000	1193691956	215329794
SRR870735	76	1	4000000	1193745532	217929765
SRR870736	76	1	2117060	630783930	116189290
SRR870737	76	1	4000000	1193596096	199710472
SRR870738	76	1	4000000	1193659048	195065081
SRR870739	76	1	4000000	1193710264	189781642
SRR870740	76	1	4000000	1193561776	199696161
SRR870741	76	1	4000000	1193707996	192638279
SRR870742	76	1	4000000	1193645258	206876811
SRR870743	76	1	4000000	1193565114	208372438
SRR870744	76	1	4000000	1193654484	199976365
SRR870745	76	1	2436469	726270838	132686707
SRR870746	76	1	4000000	1193612664	197357804
SRR870747	76	1	2672451	791430966	183884854
SRR870748	76	1	4000000	1185666608	272978556
SRR870749	76	1	2618148	775292650	179985735
SRR870750	76	1	4000000	1185645260	273670498
SRR870751	76	1	4000000	1185632816	289562087
SRR870752	76	1	4000000	1185687486	289729699
SRR870753	76	1	2989305	885525036	218502706
SRR870754	76	1	4000000	1185597738	289848906
SRR870755	76	1	4000000	1185670328	290790516
SRR870756	76	1	2515023	744687236	183930932
SRR870757	76	1	4000000	1193655964	264366887
SRR870758	76	1	4000000	1193798284	217515376
SRR870759	76	1	4000000	1193743042	215943224
SRR870760	76	1	818488	242886176	47042608
SRR870761	76	1	4000000	1193697440	213232265
SRR870762	76	1	4000000	1193679994	214767012
SRR870763	76	1	4000000	1193649374	216507985
SRR870764	76	1	4000000	1193637590	263145253
SRR870765	76	1	61	17776	5062
SRR870766	76	1	285475	84564794	19912202
SRR870767	76	1	4000000	1193618408	261090380
SRR870768	76	1	4000000	1193646958	260888398
SRR870769	76	1	4000000	1193656346	208875271
SRR870770	76	1	4000000	1193750306	211777515
SRR870771	76	1	4000000	1193720648	208388299
SRR870772	76	1	2692954	802894822	174686546
SRR870773	76	1	4000000	1193701592	230447379
SRR870774	76	1	4000000	1193742852	225607411
SRR870775	76	1	4000000	1193698132	229487440
SRR870776	76	1	4000000	1193732650	256310410
SRR870777	76	1	4000000	1193690926	254730659
SRR870778	76	1	2565261	764739524	165664153
SRR870779	76	1	4000000	1193740260	246643844
SRR870780	76	1	3028849	903384528	187404081
SRR870781	76	1	4000000	1193770390	231452592
SRR870782	76	1	4000000	1193664116	227719394
SRR870783	76	1	2993920	892920842	175102696
SRR870784	76	1	1441267	428696160	94767447
SRR870785	76	1	4000000	1193772956	212580401
SRR870786	76	1	4000000	1193813140	207240024
SRR870787	76	1	4000000	1193687012	211019205
SRR870788	76	1	4000000	1193635412	207960989
SRR870789	76	1	4000000	1193698394	206471182
SRR870790	76	1	4000000	1193717418	208338348
SRR870791	76	1	4000000	1193696190	202099657
SRR870792	76	1	4000000	1193631952	256193872
SRR870793	76	1	4000000	1193628932	255635981
SRR870794	76	1	4000000	1193635384	255479129
SRR870795	76	1	1820050	541942088	117464616
SRR870796	76	1	4000000	1193616512	252586609
SRR870797	76	1	2406980	717461060	131127325
SRR870798	76	1	4000000	1193709202	204251663
SRR870799	76	1	4000000	1193680858	204671730
SRR870800	76	1	4000000	1193656460	281905653
SRR870801	76	1	3701669	1104443816	259863140
SRR870802	76	1	3928407	1172263358	274494333
SRR870803	76	1	4000000	1193609498	279661408
SRR870804	76	1	4000000	1193619728	269580692
SRR870805	76	1	4000000	1193647636	270514028
SRR870806	76	1	594276	176275466	42168602
SRR870807	76	1	4000000	1193604786	267675476
SRR870808	76	1	873881	259314432	60868614
SRR870809	76	1	4000000	1193649308	268147326
SRR870810	76	1	2675904	797797974	182431041
SRR870811	76	1	4000000	1193634032	270955133
SRR870812	76	1	2907251	866966698	197166140
SRR870813	76	1	4000000	1193613300	268404821
SRR870814	76	1	2704458	806385882	158454607
SRR870815	76	1	4000000	1193681510	222200789
SRR870816	76	1	3358219	1001831474	192829608
SRR870817	76	1	4000000	1193693878	215802826
SRR870818	76	1	4000000	1193592314	215054904
SRR870819	76	1	4000000	1193693146	213858762
SRR870820	76	1	4000000	1193627478	216517561
SRR870821	76	1	4000000	1193748238	221298055
SRR870822	76	1	4000000	1193728692	221013987
SRR870823	76	1	4000000	1193755962	217870629
SRR870824	76	1	4000000	1193704200	216517013
SRR870825	76	1	4000000	1193659870	102759861
SRR870826	76	1	4000000	1193702294	210386620
SRR870827	76	1	4000000	1193656022	213810550
SRR870828	76	1	2897081	863967632	164500579
SRR870829	76	1	4000000	1193757754	209583182
SRR870830	76	1	4000000	1193799690	210011518
SRR870831	76	1	4000000	1193766596	212642188
SRR870832	76	1	4000000	1193667428	204713669
SRR870833	76	1	4000000	1193780146	204444734
SRR870834	76	1	4000000	1193672074	213143464
SRR870835	76	1	4000000	1193693724	202067918
SRR870836	76	1	2626926	783221832	154133537
SRR870837	76	1	4000000	1193760850	204895704
SRR870838	76	1	809501	240233610	45416134
SRR870839	76	1	4000000	1193753588	231901513
SRR870840	76	1	4000000	1193756408	220158906
SRR870841	76	1	4000000	1193745590	216565888
SRR870842	76	1	4000000	1193672414	220320646
SRR870843	76	1	4000000	1193772612	221746474
SRR870844	76	1	4000000	1193747762	210735722
SRR870845	76	1	4000000	1193736326	259587103
SRR870846	76	1	4000000	1193672488	267196432
SRR870847	76	1	4000000	1193715282	266785092
SRR870848	76	1	4000000	1193761702	270560566
SRR870849	76	1	1383767	411606618	97221155
SRR870850	76	1	4000000	1193726598	258202479
SRR870851	76	1	4000000	1193829032	275331417
SRR870852	76	1	4000000	1193711594	257985995
SRR870853	76	1	4000000	1193688488	265795410
SRR870854	76	1	4000000	1193708116	260271377
SRR870855	76	1	4000000	1193758266	260722154
SRR870856	76	1	4000000	1193875862	257189139
SRR870857	76	1	4000000	1193747126	271663976
SRR870858	76	1	4000000	1193694202	268592034
SRR870859	76	1	4000000	1193761704	270842671
SRR870860	76	1	4000000	1193781196	267958199
SRR870861	76	1	4000000	1193845360	273930605
SRR870862	76	1	2193443	653583620	154243914
SRR870863	76	1	4000000	1193595438	275462406
SRR870864	76	1	4000000	1193657790	258432127
SRR870865	76	1	4000000	1193659816	273418962
SRR870866	76	1	4000000	1193742878	268472504
SRR870867	76	1	4000000	1193642722	256204502
SRR870868	76	1	4000000	1193662390	264184466
SRR870869	76	1	2043878	608880624	126502867
SRR870870	76	1	3828427	1142402478	221661451
SRR870871	76	1	4000000	1193684622	228306442
SRR870872	76	1	4000000	1193733850	217419173
SRR870873	76	1	3573475	1066225356	196925195
SRR870874	76	1	4000000	1193746336	219126951
SRR870875	76	1	4000000	1193672308	243033823
SRR870876	76	1	4000000	1193746252	244439580
SRR870877	76	1	1969530	586663552	121848376
SRR870878	76	1	4000000	1193649312	233192191
SRR870879	76	1	4000000	1193712252	229839106
SRR870880	76	1	4808	1410426	309115
SRR870881	76	1	4000000	1193752460	227916135
SRR870882	76	1	4000000	1193718084	226779147
SRR870883	76	1	2813364	838937450	174319634
SRR870884	76	1	1807951	538323776	105035444
SRR870885	76	1	4000000	1193739510	219669679
SRR870886	76	1	4000000	1193733878	219473813
SRR870887	76	1	937289	278146676	53060536
SRR870888	76	1	4000000	1193678750	244176454
SRR870889	76	1	2725233	812619830	169055124
SRR870890	76	1	4000000	1193745720	245532815
SRR870891	76	1	1936839	576831590	113554868
SRR870892	76	1	4000000	1193708998	232020543
SRR870893	76	1	4000000	1193742724	228863320
SRR870894	76	1	4000000	1193693462	230462037
SRR870895	76	1	4000000	1193707150	227540448
SRR870896	76	1	3155667	941202382	223543491
SRR870897	76	1	4000000	1193655300	282754423
SRR870898	76	1	4000000	1193616246	280314776
SRR870899	76	1	3347999	998733300	236152100
SRR870900	76	1	3417616	1019522548	225675549
SRR870901	76	1	4000000	1193653996	264212045
SRR870902	76	1	4000000	1193610356	261628965
SRR870903	76	1	3657230	1091186850	240067493
SRR870904	76	1	4000000	1193637338	272318812
SRR870905	76	1	704413	208979056	50283336
SRR870906	76	1	4000000	1193636590	273075267
SRR870907	76	1	4000000	1193648966	271063720
SRR870908	76	1	978270	290303584	68558794
SRR870909	76	1	4000000	1193611872	270380549
SRR870910	76	1	4000000	1181923866	267189422
SRR870911	76	1	4000000	1181993194	273281910
SRR870912	76	1	4000000	1182280594	277524611
SRR870913	76	1	3858998	1140525804	268529749
SRR870914	76	1	4000000	1181675372	274755709
SRR870915	76	1	4000000	1181723928	277110646
SRR870916	76	1	4000000	1181646154	274980838
SRR870917	76	1	4000000	1181883514	271475577
SRR870918	76	1	4000000	1182477276	280431655
SRR870919	76	1	1074975	316987118	78119303
SRR870920	76	1	4000000	1185670584	291169712
SRR870921	76	1	4000000	1185681340	289066144
SRR870922	76	1	2049023	606258226	148042906
SRR870923	76	1	4000000	1193623404	272748546
SRR870924	76	1	4000000	1193649934	274026319
SRR870925	76	1	72346	21330194	5328533
SRR870926	76	1	358250	106184280	25727136
SRR870927	76	1	4000000	1193646382	270685365
SRR870928	76	1	4000000	1193617990	270872448
SRR870929	76	1	4000000	1193646302	258793959
SRR870930	76	1	2917628	870048288	189622905
SRR870931	76	1	3166948	944615928	204609515
SRR870932	76	1	4000000	1193605812	256172701
SRR870933	76	1	3341854	996964166	221843208
SRR870934	76	1	4000000	1193671626	263840152
SRR870935	76	1	3226103	962386738	214955396
SRR870936	76	1	4000000	1193739682	264917253
SRR870937	76	1	2501045	745565624	145917264
SRR870938	76	1	4000000	1193681696	218946641
SRR870939	76	1	4000000	1193662926	208704409
SRR870940	76	1	4000000	1193750628	221692460
SRR870941	76	1	2179744	649502726	122561150
SRR870942	76	1	4000000	1193710310	210190172
SRR870943	76	1	4000000	1193737788	219335250
SRR870944	76	1	4000000	1193653592	217681876
SRR870945	76	1	4000000	1193683124	207342918
SRR870946	76	1	4000000	1193731386	217190701
SRR870947	76	1	4000000	1193673580	209674401
SRR870948	76	1	4000000	1193669162	229303763
SRR870949	76	1	4000000	1193721126	207542101
SRR870950	76	1	3720391	1110160050	194283278
SRR870951	76	1	4000000	1193749870	207541308
SRR870952	76	1	4000000	1193757910	202065653
SRR870953	76	1	4000000	1193759370	203012583
SRR870954	76	1	4000000	1193694734	205830954
SRR870955	76	1	4000000	1193749212	203705912
SRR870956	76	1	4000000	1193723660	198925401
SRR870957	76	1	2429556	724209370	141896701
SRR870958	76	1	4000000	1193749160	230595670
SRR870959	76	1	4000000	1193781974	220940770
SRR870960	76	1	4000000	1193772328	207850466
SRR870961	76	1	4000000	1193609114	211569657
SRR870962	76	1	4000000	1193693884	209514826
SRR870963	76	1	2535356	755830110	144070377
SRR870964	76	1	4000000	1193685510	282369625
SRR870965	76	1	2871088	856204910	204574470
SRR870966	76	1	2745570	818701792	196218670
SRR870967	76	1	4000000	1193739948	283618519
SRR870968	76	1	2639312	786900294	179183877
SRR870969	76	1	4000000	1193735994	242638166
SRR870970	76	1	4000000	1193681476	267940091
SRR870971	76	1	2537633	756528460	172603849
SRR870972	76	1	4000000	1193748568	269190870
SRR870973	76	1	1345160	399938746	85516942
SRR870974	76	1	4000000	1193733196	253801688
SRR870975	76	1	1260079	374513610	79505593
SRR870976	76	1	4000000	1193700594	252429519
SRR870977	76	1	760926	225772688	46870711
SRR8732836_1	75	2	35338371	8177851612	1618665436
SRR8732836_2	75	2	35338371	8181360452	2066512191
SRR8732837_1	75	2	47379140	10978040902	2129667891
SRR8732837_2	75	2	47379140	10979996780	2658002881
SRR8732838_1	75	2	36993436	8561644074	1677867783
SRR8732838_2	75	2	36993436	8566329666	2117796386
SRR8732839_1	75	2	35489697	8212231626	1636287273
SRR8732839_2	75	2	35489697	8214617506	1973562903
SRR8732840_1	75	2	37062063	8580375856	1713414805
SRR8732840_2	76	1	37062063	8584099358	2124295847
SRR8732848_1	75	2	41861859	9697060172	1878225545
SRR8732848_2	76	1	41861859	9706059192	2301107443
SRR8732849_1	75	2	54091984	12541577024	2429139164
SRR8732849_2	76	1	54091984	12553849410	2948358921
SRR8735311_1	101	1	31953308	11192761416	2589789716
SRR8735311_2	101	1	31953308	11192761416	2715820367
SRR8735312_1	101	1	39224318	13744568556	3040202464
SRR8735312_2	101	1	39224318	13744568556	3143807882
SRR8735313_1	101	1	35482230	12431346900	2887627806
SRR8735313_2	101	1	35482230	12431346900	2989560542
SRR8735314_1	101	1	38272230	13410416764	2954575695
SRR8735314_2	101	1	38272230	13410416764	3026032062
SRR8735315_1	101	1	31033904	10870060728	2527711022
SRR8735315_2	101	1	31033904	10870060728	2627571885
SRR8735316_1	101	1	37381919	13097932612	2866043790
SRR8735316_2	101	1	37381919	13097932612	2937765688
SRR8735317_1	101	1	39875759	13973203974	3093476301
SRR8735317_2	101	1	39875759	13973203974	3190820801
SRR8735318_1	101	1	38469136	13479677944	3108563830
SRR8735318_2	101	1	38469136	13479677944	3231352710
SRR8749823	75	1	31338489	7074597460	1423541039
SRR8749824	75	1	35478208	8032960936	1620342149
SRR8749825	75	1	34144926	7712654284	1540319508
SRR8749826	75	1	33821461	7370895664	1490362366
SRR8749827	75	1	35734636	8109722078	1654638795
SRR8749828	75	1	32822627	7427798560	1470153461
SRR8782099	76	1	2166431	628165416	96992123
SRR8782100	76	1	2059707	597107340	91343277
SRR8782101	76	1	1980523	574075506	105366093
SRR8782102	76	1	2071417	600516674	111134053
SRR8782103	76	1	1860167	539052038	98412201
SRR8782104	76	1	2159903	626258868	95125753
SRR8782105	76	1	2043124	592283498	92489175
SRR8782106	76	1	2136875	619563920	94615349
SRR8782107	76	1	2273253	659245370	101448581
SRR8784143_1	76	1	4675084	1404925286	372339642
SRR8784143_2	76	1	4675084	1404925286	370296564
SRR8784144_1	76	1	1391769	416726478	89986187
SRR8784144_2	76	1	1391769	416726478	92726995
SRR8784145_1	76	1	5645077	1697049146	360828890
SRR8784145_2	76	1	5645077	1697049146	371087502
SRR8784146_1	76	1	5644102	1696762846	362622498
SRR8784146_2	76	1	5644102	1696762846	375232124
SRR8784147	76	1	34572707	10383566358	2143940400
SRR8784148	76	1	48210414	14584419956	3205718641
SRR8784149_1	76	1	6382578	1919059230	407771922
SRR8784149_2	76	1	6382578	1919059230	418803354
SRR8784150	76	1	44648693	13505269908	2933091612
SRR8784151_1	76	1	7485595	2250858290	594635406
SRR8784151_2	76	1	7485595	2250858290	591138598
SRR8784152_1	76	1	2236098	670884066	144032218
SRR8784152_2	76	1	2236098	670884066	148087257
SRR8784153	76	1	7393039	2223248232	553218606
SRR8784154	76	1	5753509	1729669226	421943004
SRR8784155	76	1	72178168	21845696546	4679693868
SRR8784156	76	1	35451683	10648139992	2231849332
SRR8784157	76	1	59568087	18025246146	3881892998
SRR8784158	76	1	33996593	10210165080	2125955100
SRR8784159	76	1	9851122	2963066526	715622310
SRR8784160	76	1	5251646	1578593392	385506349
SRR8784161	76	1	54311581	16324312014	3491478817
SRR8784162	76	1	48583281	14600259206	3123109573
SRR8784163_1	76	1	10643865	3203070388	676473901
SRR8784163_2	76	1	10643865	3203070388	699917801
SRR8784164_1	76	1	7180307	2158981578	517925756
SRR8784164_2	76	1	7180307	2158981578	522519169
SRR8784165	76	1	7876014	2368389878	585671356
SRR8784166	76	1	38509033	11568278596	2420921416
SRR8784167_1	76	1	5850298	1758824912	373029682
SRR8784167_2	76	1	5850298	1758824912	382847006
SRR8784168_1	76	1	11064269	3330445648	704335050
SRR8784168_2	76	1	11064269	3330445648	726201809
SRR8784169_1	76	1	1291634	386584344	82811784
SRR8784169_2	76	1	1291634	386584344	85398286
SRR8784170_1	76	1	3507989	1053614086	276204955
SRR8784170_2	76	1	3507989	1053614086	275464261
SRR8784171_1	76	1	7266776	2185206246	463195027
SRR8784171_2	76	1	7266776	2185206246	476196872
SRR8784172_1	76	1	4152131	1247642940	266756493
SRR8784172_2	76	1	4152131	1247642940	274753337
SRR8784173	76	1	5815494	1748338628	428922904
SRR8784174	76	1	2226500	667933130	164342794
SRR8784175	76	1	27337138	8260197804	1948212455
SRR8784176	76	1	49773341	14958680456	3136295628
SRR8784177	76	1	41857870	12576276686	2630794594
SRR8784178	76	1	4989326	1499612026	358212830
SRR8784179	76	1	9019201	2712616054	639550830
SRR8784180	76	1	1095679	327594388	70086935
SRR8784181_1	76	1	4897835	1472118656	314197529
SRR8784181_2	76	1	4897835	1472118656	323345550
SRR8784182_1	76	1	17952693	5417239308	1412139521
SRR8784182_2	76	1	17952693	5417239308	1404195229
SRR8784183_1	76	1	9645544	2900954782	693432109
SRR8784183_2	76	1	9645544	2900954782	697999466
SRR8784184_1	76	1	4790562	1439681364	345569371
SRR8784184_2	76	1	4790562	1439681364	348775747
SRR8784477	76	1	899986	201815970	36060784
SRR8784478	76	1	2830433	642613856	117199757
SRR8784479	76	1	2376837	538443710	94754758
SRR8784480	76	1	5339776	1213697910	219734048
SRR8784481	76	1	3201052	722161304	133101016
SRR8784482	76	1	1705353	383542200	68211737
SRR8784483	75	2	2124088	478039754	87656397
SRR8784484	76	1	2424959	546968512	97742275
SRR8784485	75	2	1979750	439294238	80897118
SRR8784486	76	1	2849099	635070226	112917089
SRR8784487	76	1	3908349	888337298	161843570
SRR8784488	76	1	2546032	577575064	101857266
SRR8784489	75	2	2087810	469572530	87872821
SRR8784490	76	1	1772522	398273248	72463463
SRR8784491	76	1	3390672	770327504	142474558
SRR8784492	76	1	1956683	442991736	79543142
SRR8784493	75	2	2471206	556359964	101327508
SRR8784494	76	1	2244011	505511190	88968050
SRR8784495	76	1	1984474	447910546	84942975
SRR8784496	76	1	1314290	295682674	54397824
SRR8784497	76	1	2005707	453510596	84023629
SRR8784498	76	1	1808392	408828096	73213210
SRR8784499	76	1	1822208	411648288	75777856
SRR8784500	76	1	1959720	443442552	78696050
SRR8787573	23	28	668468	80376574	18720459
SRR8787574	32	19	18814705	2757295046	725450366
SRR8787575	29	22	29842065	4216585698	1095413641
SRR8787576	29	22	12289936	1708647644	381227094
SRR8787577	28	23	33140562	4578870940	1113394289
SRR8787578	28	23	21785135	2995234696	751298363
SRR8787579	26	25	1016708	128622918	29111827
SRR8787580	26	25	719302	90828384	21494828
SRR8787581	30	21	14051366	1978850982	455559895
SRR8787582	30	21	34132191	4875289346	1304941403
SRR8787583	31	20	80936768	11703218366	3086359770
SRR8787584	31	20	33115269	4756605070	1068818504
SRR8787585	23	28	14812513	1895113148	353745919
SRR8787586	25	26	1056289	133476982	28685943
SRR8787587	25	26	3921032	508425920	99553650
SRR8787588	25	26	11618165	1524769602	331048312
SRR8787589	25	26	32810303	4385677124	883813820
SRR8787590	25	26	43628823	5943655444	1251070034
SRR8787591	26	25	15328091	2060485838	464583401
SRR8787592	26	25	6344415	843992852	172817925
SRR8787593	26	25	2199809	290606270	63288006
SRR8787594	24	27	504603	60856182	13336462
SRR8787595	21	30	13565614	1696454630	393148276
SRR8787596	30	21	28112818	3996118726	894981408
SRR8787597	29	22	17615172	2482246438	476557844
SRR8787598	29	22	13224732	1853072306	329589700
